ID,Index,cv,mode,nbr,ndsi,ndvi,rcvmax
1_57_0,0,2772167,82,-0.24587391,-0.048331693,-0.17319629,0.300514119
1_57_1,0,2772167,82,-0.24587391,-0.048331693,-0.17319629,0.300514119
1_57_2,0,3116938,82,-0.26249075,-0.012781641,-0.23344034,0.396278486
1_57_3,0,4161020,82,-0.35660225,-0.03549121,-0.2628346,0.554224677
1_57_4,0,4109897,82,-0.37487566,-0.05553136,-0.26980564,0.532600978
1_57_5,0,3936400,82,-0.41439897,-0.10043844,-0.27460092,0.53639653
1_57_6,0,4167974,82,-0.45538703,-0.114304736,-0.28056028,0.519889619
1_57_7,0,4167974,82,-0.45538703,-0.114304736,-0.28056028,0.519889619
1_57_8,0,3308196,82,-0.43427232,-0.11012391,-0.291946,0.453883145
1_57_9,0,2979933,82,-0.41500014,-0.10926762,-0.25078,0.415527765
1_57_10,0,2930711,82,-0.29647318,-0.06435826,-0.20400736,0.339941443
1_57_11,0,2930711,82,-0.29647318,-0.06435826,-0.20400736,0.339941443
1_57_12,0,3250828,82,-0.3029023,-0.015556723,-0.24830636,0.442446789
1_57_13,0,3163246,82,-0.34469914,-0.013869185,-0.27469257,0.532833777
1_57_14,0,3510948,82,-0.42008734,-0.047715664,-0.3081692,0.513002678
1_57_15,0,2728017,82,-0.41301602,-0.012285472,-0.32183227,0.383523939
1_57_16,0,2922116,82,-0.45770273,-0.027751079,-0.33468205,0.383633865
1_57_17,0,2922116,82,-0.45770273,-0.027751079,-0.33468205,0.383633865
1_57_18,0,3058667,82,-0.47477633,-0.04217098,-0.36626086,0.409073069
1_57_19,0,2968438,82,-0.4565014,-0.028743437,-0.38642457,0.440476367
1_57_20,0,1820227,82,-0.34285578,-0.037924312,-0.23420414,0.264048276
1_57_21,0,2974486,82,-0.30932805,-0.039536554,-0.20509967,0.359083771
1_57_22,0,2974486,82,-0.30932805,-0.039536554,-0.20509967,0.359083771
1_57_23,0,3244592,82,-0.3373238,-0.035269108,-0.24704103,0.410156353
1_57_24,0,3669598,82,-0.4224715,-0.026581734,-0.3232877,0.541384224
1_57_25,0,4776210,82,-0.52118903,-0.045414835,-0.4136104,0.618713009
1_57_26,0,3448913,82,-0.4982032,-0.031552743,-0.4073043,0.461786622
1_57_27,0,3207197,82,-0.53049034,-0.06326615,-0.3790406,0.423624388
1_57_28,0,3207197,82,-0.53049034,-0.06326615,-0.3790406,0.423624388
1_57_29,0,2925435,82,-0.5176982,-0.082639046,-0.35901678,0.40364287
1_57_30,0,3147465,82,-0.4996451,-0.04860147,-0.39945287,0.438163773
1_57_31,0,2300285,82,-0.3808779,-0.028750896,-0.3074368,0.336114175
1_57_32,0,2181755,82,-0.28766295,-0.05392997,-0.18834025,0.27119452
1_57_33,0,2085812,82,-0.31634352,-0.019442275,-0.22035258,0.316894451
1_57_34,0,2772638,82,-0.38557148,-0.031920586,-0.2895694,0.369606043
1_57_35,0,3029766,82,-0.39413595,0.03866551,-0.4036479,0.388664397
1_57_36,0,3085596,82,-0.43827862,0.01237842,-0.43540415,0.406227339
1_57_37,0,2168267,82,-0.20601901,0.17968482,-0.39453575,0.339374062
1_57_38,0,1631687,82,-0.19084546,0.16363907,-0.351772,0.282915682
1_57_39,0,1631687,82,-0.19084546,0.16363907,-0.351772,0.282915682
1_57_40,0,1845284,82,-0.38997966,-0.006043067,-0.33207065,0.265715251
1_57_41,0,1935556,82,-0.36497277,0.01628352,-0.37280035,0.290184636
1_57_42,0,1840754,82,-0.37293,-0.02650939,-0.2969549,0.318726157
1_57_43,0,2261707,82,-0.307067,-0.04440964,-0.18938343,0.277680913
1_57_44,0,2580751,82,-0.37307954,-0.033714447,-0.26180932,0.338851501
1_57_45,0,4030718,82,-0.48167405,-0.034591097,-0.38923725,0.473318667
1_57_46,0,3145671,82,-0.44564426,0.00315807,-0.40655106,0.374939386
1_57_47,0,2068968,82,-0.37715757,0.060247574,-0.38254026,0.36373104
1_57_48,0,1455261,82,-0.099791795,0.26685658,-0.35755965,0.377961936
1_57_49,0,1455261,82,-0.099791795,0.26685658,-0.35755965,0.377961936
1_57_50,0,1334582,82,-0.111195326,0.24729162,-0.34526163,0.333687388
1_57_51,0,1665406,82,-0.36230487,0.038801093,-0.338959,0.263035943
1_57_52,0,1985130,82,-0.39278585,2.10E-04,-0.35015622,0.27855929
1_57_53,0,1814607,82,-0.38657242,-0.03632423,-0.30357003,0.315400748
1_57_54,0,2380868,82,-0.33761707,-0.03566934,-0.21307798,0.333665867
1_57_55,0,2272043,82,-0.3568646,0.02643401,-0.31540275,0.328278899
1_57_56,0,3369391,82,-0.4501274,-0.009180179,-0.4145269,0.417537095
1_57_57,0,2707246,82,-0.021016233,0.34735158,-0.40074202,0.593138771
1_57_58,0,2330983,82,0.083728544,0.44186476,-0.3712862,0.670928602
1_57_59,0,2678789,82,0.17636399,0.5275472,-0.33474886,0.820450156
1_57_60,0,2678789,82,0.17636399,0.5275472,-0.33474886,0.820450156
1_57_61,0,2510830,82,0.1180006,0.48068526,-0.33889806,0.734786198
1_57_62,0,1886234,82,-0.3370492,0.08942821,-0.34935504,0.273457067
1_57_63,0,2273509,82,-0.37657008,0.035324793,-0.36219963,0.29227062
1_57_64,0,1769439,82,-0.38181725,-0.033176046,-0.2955506,0.282461221
1_57_65,0,2681181,82,-0.36885127,-0.04655741,-0.25540933,0.363363837
1_57_66,0,3077977,82,-0.41664642,0.015475811,-0.38152975,0.390250911
1_57_67,0,3229524,82,-0.45361364,0.022776123,-0.43323955,0.441622628
1_57_68,0,2670415,82,0.050425775,0.454037,-0.40431646,0.716909345
1_57_69,0,2726880,82,0.122294955,0.48827633,-0.36491618,0.752724579
1_57_70,0,3036626,82,0.18330726,0.573066,-0.3516249,0.902895837
1_57_71,0,3036626,82,0.18330726,0.573066,-0.3516249,0.902895837
1_57_72,0,2676796,82,0.12004827,0.5136056,-0.3507537,0.801036402
1_57_73,0,2298275,82,-0.36641458,0.07101639,-0.39131078,0.310190249
1_57_74,0,2232774,82,-0.36458623,0.03875452,-0.36252013,0.289493219
1_57_75,0,1970360,82,-0.39079282,-0.020242417,-0.3094766,0.302842065
1_57_76,0,2475387,82,-0.37198249,-0.04388474,-0.26182583,0.353631592
1_57_77,0,3205545,82,-0.36534488,0.087953344,-0.40959173,0.37201277
1_57_78,0,2568119,82,-0.33369452,0.13380401,-0.4197851,0.40619618
1_57_79,0,4209582,82,0.1937566,0.7105309,-0.429818,1.239195165
1_57_80,0,4025210,82,0.22220042,0.72543097,-0.39445192,1.219769611
1_57_81,0,3231953,82,0.10042069,0.6120631,-0.3973754,0.924637983
1_57_82,0,3231953,82,0.10042069,0.6120631,-0.3973754,0.924637983
1_57_83,0,3009292,82,0.035944905,0.52581394,-0.39324275,0.808550986
1_57_84,0,3043959,82,-0.47662655,0.03720126,-0.4139537,0.402668655
1_57_85,0,3099062,82,-0.47752345,0.005540523,-0.38376617,0.371355535
1_57_86,0,2715989,82,-0.43189764,-0.033994384,-0.3511234,0.38054349
1_57_87,0,2924639,82,-0.40970656,-0.03914608,-0.29958147,0.3900155
1_57_88,0,3537550,82,-0.39819363,0.061516464,-0.45028913,0.410739167
1_57_89,0,3123908,82,-0.33321792,0.17987832,-0.4899705,0.536915337
1_57_90,0,4962500,82,0.16670983,0.7260704,-0.4937748,1.336625141
1_57_91,0,4966602,82,0.17597525,0.7429499,-0.48929372,1.365285127
1_57_92,0,4111555,82,0.036969896,0.593805,-0.49583808,1.023024126
1_57_93,0,4111555,82,0.036969896,0.593805,-0.49583808,1.023024126
1_57_94,0,4121419,82,-0.043708976,0.4653074,-0.45930117,0.815663288
1_57_95,0,3614631,82,-0.5057148,0.00867482,-0.42967245,0.421478534
1_57_96,0,3334901,82,-0.46513999,0.026990525,-0.42658788,0.417238226
1_57_97,0,2967152,82,-0.42370042,-0.011536944,-0.3807787,0.434313889
1_57_98,0,3507185,82,-0.46090043,-0.03518522,-0.34175336,0.43879819
1_57_99,0,3579822,82,-0.37010357,0.08825877,-0.43131858,0.382461461
1_57_100,0,3232381,82,-0.28766456,0.24167195,-0.50356954,0.579652192
1_57_101,0,5048151,82,0.15730129,0.76927525,-0.4881951,1.37869273
1_57_102,0,5288334,82,0.15530463,0.7744197,-0.51292944,1.441156265
1_57_103,0,3956000,82,-0.02595591,0.54828656,-0.50442374,0.932817233
1_57_104,0,3956000,82,-0.02595591,0.54828656,-0.50442374,0.932817233
1_57_105,0,4164229,82,-0.11585821,0.42762148,-0.48014826,0.744098726
1_57_106,0,4406936,82,-0.5787069,-0.022753488,-0.4485067,0.516721254
1_57_107,0,3803693,82,-0.515805,-0.003636722,-0.43603098,0.509227381
1_57_108,0,3503892,82,-0.460219,-0.04696302,-0.30958784,0.461082186
1_57_109,0,3760213,82,-0.4806293,-0.034628976,-0.35778144,0.453295178
1_57_110,0,3587861,82,-0.3677713,0.10964385,-0.433204,0.387681283
1_57_111,0,3750921,82,-0.32188064,0.21655765,-0.52003276,0.583918772
1_57_112,0,5311579,82,0.14517355,0.76865935,-0.5117595,1.412299703
1_57_113,0,5060492,82,0.16144554,0.7658836,-0.4987085,1.396759902
1_57_114,0,3827355,82,0.008852002,0.5736023,-0.49056977,0.944428568
1_57_115,0,3827355,82,0.008852002,0.5736023,-0.49056977,0.944428568
1_57_116,0,4070324,82,-0.05905822,0.52235657,-0.50279844,0.893265202
1_57_117,0,4576387,82,-0.5480533,0.029401923,-0.47288704,0.581869986
1_57_118,0,3791187,82,-0.50101376,0.008804005,-0.43781734,0.523079457
1_57_119,0,3580159,82,-0.44862875,-0.058049925,-0.32172942,0.467173648
1_57_120,0,2674396,82,-0.37241524,-0.067985676,-0.2574865,0.394167627
1_57_121,0,3960772,82,-0.4763577,-0.031780664,-0.38660264,0.503058022
1_57_122,0,3431119,82,-0.46586952,0.021487536,-0.41753027,0.415715713
1_57_123,0,3694603,82,-0.43472004,0.093967915,-0.47923222,0.548013467
1_57_124,0,4296107,82,-0.14873134,0.48504078,-0.53182375,0.830023011
1_57_125,0,4021674,82,-0.1337522,0.48427793,-0.5205276,0.805951445
1_57_126,0,3419560,82,-0.18449561,0.39909202,-0.5070392,0.728556075
1_57_127,0,3419560,82,-0.18449561,0.39909202,-0.5070392,0.728556075
1_57_128,0,3694280,82,-0.26368916,0.31559137,-0.5096802,0.639485084
1_57_129,0,4431338,82,-0.5188224,0.001353193,-0.4769021,0.579978615
1_57_130,0,3183834,82,-0.4349413,-4.72E-04,-0.35163477,0.422107591
1_57_131,0,3517899,82,-0.41437247,-0.06756888,-0.2730791,0.445100846
1_57_132,0,3254192,82,-0.36721882,-0.0584585,-0.26518902,0.455245598
1_57_133,0,3320118,82,-0.42844826,-0.034455456,-0.33398893,0.449443208
1_57_134,0,3327502,82,-0.44058642,0.02839645,-0.42315948,0.423372422
1_57_135,0,3738511,82,-0.46248275,0.045306183,-0.45616022,0.467581702
1_57_136,0,3761133,82,-0.19737716,0.36773744,-0.48942152,0.629447868
1_57_137,0,3416975,82,-0.17365848,0.3977565,-0.45880812,0.625919729
1_57_138,0,3025953,82,-0.24601004,0.29782394,-0.44818452,0.536195225
1_57_139,0,3025953,82,-0.24601004,0.29782394,-0.44818452,0.536195225
1_57_140,0,3037889,82,-0.27715436,0.21760301,-0.4269398,0.438780895
1_57_141,0,3049418,82,-0.429631,0.009143644,-0.34627518,0.425646124
1_57_142,0,1994535,82,-0.3434699,-0.01641738,-0.29017624,0.344454155
1_57_143,0,3200844,82,-0.37178418,-0.064044565,-0.2516345,0.42920825
1_57_144,0,3025751,82,-0.33113474,-0.04795953,-0.21987864,0.42949483
1_57_145,0,3265712,82,-0.38649887,-0.050703604,-0.2809823,0.425239948
1_57_146,0,2987419,82,-0.40811428,-0.029341424,-0.31455138,0.395199286
1_57_147,0,3435915,82,-0.43984184,-0.024657387,-0.34253797,0.424169586
1_57_148,0,3166606,82,-0.4248519,0.008337086,-0.3732263,0.434683996
1_57_149,0,3389230,82,-0.43517217,0.007539291,-0.39633915,0.455768528
1_57_150,0,3389230,82,-0.43517217,0.007539291,-0.39633915,0.455768528
1_57_151,0,3449966,82,-0.44736075,-0.013605052,-0.3597016,0.437708854
1_57_152,0,2958378,82,-0.41080555,-0.014198595,-0.33511075,0.416809535
1_57_153,0,3404624,82,-0.38256857,-0.056054715,-0.31031442,0.457942758
1_57_154,0,3019423,82,-0.33368656,-0.050157193,-0.2679317,0.425307261
1_57_155,0,2833165,82,-0.2748096,-0.034609336,-0.23780636,0.372481162
1_57_156,0,2588276,82,-0.24309182,-0.052966107,-0.1826033,0.321216306
1_57_157,0,1732741,82,-0.3025421,0.006250408,-0.26018536,0.314556238
1_57_158,0,1732741,82,-0.3025421,0.006250408,-0.26018536,0.314556238
1_57_159,0,2162674,82,-0.32171452,-0.003242807,-0.26437262,0.36692084
1_57_160,0,2063578,82,-0.30209628,-0.001757722,-0.2573165,0.362799955
1_57_161,0,2976286,82,-0.31318653,-0.034394406,-0.25045112,0.429379911
1_57_162,0,2989226,82,-0.29422,-0.027104555,-0.25033778,0.445192407
1_57_163,0,2788723,82,-0.23424248,-0.027834658,-0.2062156,0.376113902
1_57_164,0,2788723,82,-0.23424248,-0.027834658,-0.2062156,0.376113902
1_57_165,0,2110786,82,-0.16862233,-0.018517671,-0.13720866,0.231780734
1_58_0,0,684748,82,0.11399677,-0.011543009,0.05930139,0.077967073
1_58_1,0,654834,82,0.10880597,-0.012838614,0.05116097,0.076531663
1_58_2,0,654834,82,0.10880597,-0.012838614,0.05116097,0.076531663
1_58_3,0,573375,82,0.1139851,-0.003673881,0.04643723,0.069806475
1_58_4,0,636212,82,0.11633972,0.006680154,0.03693871,0.083223491
1_58_5,0,523523,82,0.104338154,0.005111874,0.046580475,0.066477232
1_58_6,0,597270,82,0.12649582,-0.003140976,0.053027205,0.073185422
1_58_7,0,502544,82,0.112049125,-0.003113081,0.03701927,0.064383417
1_58_8,0,502544,82,0.112049125,-0.003113081,0.03701927,0.064383417
1_58_9,0,527423,82,0.16441102,0.02731691,0.041931883,0.06908796
1_58_10,0,467099,82,0.15991157,0.019855348,0.049874153,0.059470085
1_58_11,0,437743,82,0.16165304,0.028397124,0.040942054,0.054813785
1_58_12,0,449218,82,0.16646905,0.027222369,0.0502814,0.055850597
1_58_13,0,503810,82,0.12629369,0.003857025,0.056613136,0.064806599
1_58_14,0,503810,82,0.12629369,0.003857025,0.056613136,0.064806599
1_58_15,0,500479,82,0.119338416,0.00492249,0.036714986,0.066588696
1_58_16,0,582744,82,0.08518604,-0.004027745,0.033201512,0.073757713
1_58_17,0,582718,82,0.08705951,-6.50E-04,0.044431683,0.075661149
1_58_18,0,451919,82,0.07059859,0.005960382,0.0412883,0.061081537
1_58_19,0,493758,82,0.07615202,-0.001120952,0.038481995,0.061160337
1_58_20,0,492405,82,0.11400137,-0.007314974,0.049106844,0.059129394
1_58_21,0,355928,82,0.0946235,-0.0159335,0.039138563,0.042525988
1_58_22,0,355928,82,0.0946235,-0.0159335,0.039138563,0.042525988
1_58_23,0,265108,82,0.1288465,0.00255256,0.053251885,0.031543001
1_58_24,0,169764,82,0.090089366,-0.020944554,0.053686492,0.023043502
1_58_25,0,236043,82,0.083630465,-0.015564343,0.048347834,0.034610771
1_58_26,0,224406,82,0.099506564,-0.003468439,0.046289895,0.028760676
1_58_27,0,244163,82,0.088689856,-0.015135914,0.044654027,0.030373172
1_58_28,0,244163,82,0.088689856,-0.015135914,0.044654027,0.030373172
1_58_29,0,411154,82,0.1107708,0.008364699,0.043945197,0.056778496
1_58_30,0,546703,82,0.083471075,0.004927752,0.04747435,0.072675625
1_58_31,0,528366,82,0.07914345,0.002979808,0.04119057,0.069473765
1_58_32,0,493207,82,0.077755064,0.009671511,0.04634893,0.066518962
1_58_33,0,506264,82,0.07945684,0.010313391,0.05046217,0.066885731
1_58_34,0,505332,82,0.16889992,0.034898262,0.036395967,0.058133124
1_58_35,0,367820,82,0.13639523,0.006759095,0.042626556,0.042335989
1_58_36,0,367820,82,0.13639523,0.006759095,0.042626556,0.042335989
1_58_37,0,3239386,82,0.29931685,0.12001304,0.031742085,0.342589217
1_58_38,0,3378989,82,0.2546828,0.10597835,0.019205078,0.373845021
1_58_39,0,4814662,82,0.3272412,0.16606043,0.024619684,0.537987319
1_58_40,0,4761118,82,0.33152258,0.16411519,0.013973489,0.524650285
1_58_41,0,679052,82,0.14430456,0.034639865,0.026325187,0.076649716
1_58_42,0,679052,82,0.14430456,0.034639865,0.026325187,0.076649716
1_58_43,0,845067,82,0.20770371,0.09074299,0.036807813,0.101894318
1_58_44,0,400560,82,0.08935348,0.012502023,0.033503007,0.058923931
1_58_45,0,458203,82,0.09370044,0.02264032,0.029214136,0.069941817
1_58_46,0,514437,82,0.075051986,0.017840533,0.04303187,0.072997272
1_58_47,0,535031,82,0.0797788,0.017030703,0.054541044,0.073801451
1_58_48,0,483860,82,0.16491573,0.044603553,0.04510589,0.056743061
1_58_49,0,345404,82,0.09359725,0.0051885,0.035763122,0.043788075
1_58_50,0,345404,82,0.09359725,0.0051885,0.035763122,0.043788075
1_58_51,0,3410381,82,0.2496908,0.103863925,0.021626655,0.383023001
1_58_52,0,3675650,82,0.17047165,0.13834468,-0.05519302,0.41311163
1_58_53,0,5310418,82,0.18797395,0.24480504,-0.14370568,0.600628256
1_58_54,0,5109250,82,0.22530772,0.22925317,-0.10224365,0.569058456
1_58_55,0,800099,82,0.074809596,0.017426956,-0.008269438,0.106037752
1_58_56,0,800099,82,0.074809596,0.017426956,-0.008269438,0.106037752
1_58_57,0,687725,82,0.16280696,0.06268869,0.037486196,0.075146914
1_58_58,0,324890,82,0.07967108,6.27E-04,0.028592903,0.045430428
1_58_59,0,441440,82,0.09089172,0.020904364,0.02608097,0.067218672
1_58_60,0,518799,82,0.07732669,0.015358294,0.050950952,0.069938914
1_58_61,0,520471,82,0.079454936,0.013771031,0.05938529,0.068114193
1_58_62,0,568087,82,0.08962804,-0.007257789,0.04823707,0.06393608
1_58_63,0,1118475,82,0.22151482,0.08191335,0.03637036,0.112698499
1_58_64,0,1099328,82,0.1178768,0.027617315,0.007844573,0.127035357
1_58_65,0,1099328,82,0.1178768,0.027617315,0.007844573,0.127035357
1_58_66,0,9230076,82,0.45298868,0.3838537,-0.04644215,0.959063767
1_58_67,0,9956998,82,0.3094155,0.47511888,-0.23764193,1.082142702
1_58_68,0,1.29E+07,82,0.43508965,0.7452757,-0.38993204,1.595892693
1_58_69,0,1.25E+07,82,0.49710944,0.7422677,-0.31553727,1.525073274
1_58_70,0,3404891,82,0.1265376,0.1909963,-0.103305124,0.410038927
1_58_71,0,3404891,82,0.1265376,0.1909963,-0.103305124,0.410038927
1_58_72,0,2944731,82,0.28463033,0.17766574,0.031898174,0.324806955
1_58_73,0,194467,82,0.080629356,0.020502733,0.02955735,0.033332597
1_58_74,0,347591,82,0.10202405,0.036368612,0.031873785,0.059383566
1_58_75,0,541830,82,0.06255754,0.020813236,0.036078364,0.077647061
1_58_76,0,613415,82,0.08641431,0.004983759,0.027712902,0.074907016
1_58_77,0,1202601,82,0.22642083,0.08905899,0.010273105,0.125705644
1_58_78,0,1073532,82,0.12081128,0.045303803,-0.001439215,0.11711997
1_58_79,0,1073532,82,0.12081128,0.045303803,-0.001439215,0.11711997
1_58_80,0,9661357,82,0.38332865,0.42342192,-0.1227442,1.014660831
1_58_81,0,1.05E+07,82,0.21389297,0.51232564,-0.364543,1.187094599
1_58_82,0,1.32E+07,82,0.4021297,0.78513914,-0.4520459,1.675227379
1_58_83,0,1.30E+07,82,0.43348756,0.7811817,-0.41957095,1.641357387
1_58_84,0,3714286,82,0.05807853,0.24006182,-0.1845156,0.475568822
1_58_85,0,3714286,82,0.05807853,0.24006182,-0.1845156,0.475568822
1_58_86,0,2955558,82,0.26115042,0.17146921,-0.003113046,0.326993234
1_58_87,0,172476,82,0.072555915,0.022239957,0.018288638,0.03031392
1_58_88,0,423875,82,0.111430444,0.03394178,0.03460107,0.069155133
1_58_89,0,577226,82,0.06636546,0.014382649,0.031238254,0.08113986
1_58_90,0,829502,82,0.058387395,-0.002940391,0.01971402,0.0928326
1_58_91,0,605514,82,0.15659845,0.06369617,0.020471107,0.079098445
1_58_92,0,605514,82,0.15659845,0.06369617,0.020471107,0.079098445
1_58_93,0,176428,82,0.08300376,0.03989822,0.013742969,0.025227578
1_58_94,0,6790515,82,0.26986936,0.31240302,-0.07628426,0.661231948
1_58_95,0,7919320,82,0.064539805,0.3850605,-0.2974503,0.862112891
1_58_96,0,1.38E+07,82,0.41001648,0.7674361,-0.43187726,1.639219575
1_58_97,0,1.36E+07,82,0.42446107,0.76318216,-0.4175242,1.627300478
1_58_98,0,3900540,82,0.074274324,0.2678407,-0.17235622,0.4828163
1_58_99,0,3900540,82,0.074274324,0.2678407,-0.17235622,0.4828163
1_58_100,0,3157832,82,0.28542334,0.19696268,0.007713798,0.33284352
1_58_101,0,199562,82,0.06523183,0.040832266,0.012338347,0.04013097
1_58_102,0,481835,82,0.106278844,0.05473415,0.03697137,0.079921064
1_58_103,0,699975,82,0.05556258,0.02152275,0.035930343,0.096439501
1_58_104,0,835186,82,0.06149332,-0.002979711,0.025082003,0.093285941
1_58_105,0,725298,82,0.16744564,0.070323,0.021242695,0.096441971
1_58_106,0,725298,82,0.16744564,0.070323,0.021242695,0.096441971
1_58_107,0,435654,82,0.13783297,0.060957763,0.020591812,0.060105972
1_58_108,0,6268492,82,0.38887224,0.3340968,-0.001407543,0.581856553
1_58_109,0,7153149,82,0.20870078,0.32824108,-0.13297892,0.717058598
1_58_110,0,1.32E+07,82,0.49962613,0.6883046,-0.29563355,1.476044892
1_58_111,0,1.31E+07,82,0.50474596,0.69142234,-0.29946294,1.473051453
1_58_112,0,1.31E+07,82,0.50474596,0.69142234,-0.29946294,1.473051453
1_58_113,0,3684296,82,0.1208553,0.2093375,-0.118126385,0.429875586
1_58_114,0,3178128,82,0.28104427,0.20159207,0.029532326,0.33741961
1_58_115,0,228170,82,0.075853236,0.039267942,0.030248206,0.043347907
1_58_116,0,475391,82,0.10198545,0.06259755,0.025247496,0.08239708
1_58_117,0,754108,82,0.056585748,0.022645416,0.022181507,0.106983051
1_58_118,0,566580,82,0.07159478,0.004499626,0.039839182,0.066428822
1_58_119,0,613906,82,0.07674509,0.022945575,0.030621622,0.080442858
1_58_120,0,613906,82,0.07674509,0.022945575,0.030621622,0.080442858
1_58_121,0,548847,82,0.07070694,0.019414177,0.032389004,0.07012044
1_58_122,0,723912,82,0.1599705,0.10477968,0.035988662,0.077542884
1_58_123,0,635475,82,0.06863666,0.06058578,0.007652836,0.070132364
1_58_124,0,3927380,82,0.14580807,0.16084415,-0.060376346,0.421782337
1_58_125,0,4019150,82,0.12120248,0.16404283,-0.0888222,0.439120815
1_58_126,0,4019150,82,0.12120248,0.16404283,-0.0888222,0.439120815
1_58_127,0,1814270,82,0.08755658,0.057732116,-0.026536232,0.223440224
1_58_128,0,1534810,82,0.17213607,0.089943625,0.037308183,0.161485569
1_58_129,0,134683,82,0.064629614,0.02899719,0.03782157,0.025225968
1_58_130,0,347658,82,0.08921475,0.054428414,0.020802327,0.064876883
1_58_131,0,652988,82,0.06832164,0.032473285,0.027483955,0.10044651
1_58_132,0,517851,82,0.06586225,0.010980132,0.04182286,0.065125582
1_58_133,0,562329,82,0.076734446,0.02254487,0.04485354,0.074621135
1_58_134,0,562329,82,0.076734446,0.02254487,0.04485354,0.074621135
1_58_135,0,465387,82,0.06465446,0.01774315,0.040638298,0.060507044
1_58_136,0,893383,82,0.1884306,0.10599073,0.045414455,0.096229419
1_58_137,0,699368,82,0.15890756,0.09113832,0.045618642,0.070171622
1_58_138,0,3374902,82,0.2778757,0.18571435,0.035067346,0.329966447
1_58_139,0,3668608,82,0.22281863,0.13924539,0.034250684,0.401387956
1_58_140,0,3668608,82,0.22281863,0.13924539,0.034250684,0.401387956
1_58_141,0,1686898,82,0.1416029,0.050804894,0.029134735,0.212648163
1_58_142,0,1490843,82,0.20156254,0.105279975,0.03347357,0.1502776
1_58_143,0,169960,82,0.07293425,0.026780007,0.042176906,0.02700106
1_58_144,0,396546,82,0.09705042,0.046629816,0.025805702,0.067500375
1_58_145,0,656020,82,0.07007971,0.029337553,0.02836542,0.09758158
1_58_146,0,541106,82,0.07799274,0.01898602,0.045261655,0.07056014
1_58_147,0,493753,82,0.07458455,0.023214275,0.05734848,0.067087247
1_58_148,0,404545,82,0.0678657,0.02727172,0.046092622,0.056217379
1_58_149,0,412558,82,0.07117683,0.01371069,0.05041762,0.052788279
1_58_150,0,246763,82,0.10038503,0.052980486,0.04954673,0.037076035
1_58_151,0,74168,82,0.020388303,0.014940193,0.04139815,0.018222458
1_58_152,0,74168,82,0.020388303,0.014940193,0.04139815,0.018222458
1_58_153,0,56935,82,0.023278026,7.05E-05,0.029402228,0.015863299
1_58_154,0,136288,82,0.08036574,0.041252576,0.03120297,0.023682481
1_58_155,0,408692,82,0.06583279,0.023124967,0.044263553,0.059066463
1_58_156,0,606123,82,0.08364581,0.035557788,0.035058703,0.090125465
1_58_157,0,611207,82,0.07795973,0.03134828,0.026644578,0.093397381
1_58_158,0,534071,82,0.08234485,0.030010145,0.043783575,0.073365793
1_58_159,0,439912,82,0.12155829,0.060900558,0.032024957,0.065280264
1_58_160,0,207195,82,0.0952796,0.04542229,0.048989255,0.030565376
1_58_161,0,207195,82,0.0952796,0.04542229,0.048989255,0.030565376
1_58_162,0,213607,82,0.09879424,0.03955651,0.046966493,0.031056897
1_58_163,0,327967,82,0.1106593,0.057196155,0.03396331,0.056240145
1_58_164,0,514978,82,0.07531137,0.034974366,0.037604656,0.076922956
1_58_165,0,622488,82,0.08604398,0.0314792,0.036002614,0.092281277
1_58_166,0,585442,82,0.07798662,0.03227585,0.03725865,0.086944598
1_58_167,0,554972,82,0.067636184,0.00184426,0.05222216,0.063093487
1_58_168,0,565718,82,0.075772166,0.018814566,0.04831332,0.072474694
1_58_169,0,546481,82,0.07289179,0.011509534,0.036960483,0.070923036
1_58_170,0,528575,82,0.07209782,0.02540709,0.025572227,0.076725277
1_58_171,0,325327,82,0.04524333,0.01802542,0.041095648,0.048383937
1_58_172,0,331711,82,0.05571798,-0.009377749,0.05185564,0.035628769
1_58_173,0,260594,82,0.036115672,0.003686945,0.044178016,0.032439787
1_58_174,0,313235,82,0.049653966,-0.003248582,0.06006904,0.035593388
1_58_175,0,305053,82,0.04847098,-0.010737194,0.044534348,0.032858436
1_59_0,0,739394,82,-0.13028294,-0.031106269,-0.060917303,0.062630953
1_59_1,0,739394,82,-0.13028294,-0.031106269,-0.060917303,0.062630953
1_59_2,0,836287,82,-0.13740042,-0.02507318,-0.09520726,0.075708512
1_59_3,0,1183289,82,-0.16816498,-0.032532625,-0.10207059,0.099344797
1_59_4,0,1235954,82,-0.16272059,-0.024291806,-0.12038447,0.115030077
1_59_5,0,1687735,82,-0.1811285,-0.032018244,-0.14014177,0.160834236
1_59_6,0,355638,82,0.11848079,0.049960192,0.07075231,0.065424255
1_59_7,0,357162,82,0.110029,0.039285462,0.061609644,0.068554866
1_59_8,0,352244,82,0.10939493,0.041425385,0.057051018,0.06560909
1_59_9,0,450314,82,0.0624784,0.025573345,0.0601965,0.075180003
1_59_10,0,215519,82,-0.007203607,-0.006795759,-0.046943232,0.03422596
1_59_11,0,751687,82,-0.12348358,-0.022739718,-0.068012565,0.070938573
1_59_12,0,751687,82,-0.12348358,-0.022739718,-0.068012565,0.070938573
1_59_13,0,810063,82,-0.12955667,-0.022829574,-0.09010547,0.077137891
1_59_14,0,1164145,82,-0.16299182,-0.03242188,-0.101137534,0.101201734
1_59_15,0,1253171,82,-0.16213398,-0.020965135,-0.12421131,0.120431987
