ID,Index,cv,mode,nbr,ndsi,ndvi,rcvmax
1_95_2206,0,7310467.75,82,-0.120130815,-0.11756907,0.089011535,0.740457253
1_95_2207,0,7398857.25,82,-0.1262447,-0.11733416,0.0866669,0.7340075
1_95_2208,0,7203906.5,82,-0.12311008,-0.10390452,0.07387927,0.681261426
1_95_2209,0,6703712.5,82,-0.115366854,-0.101113416,0.075806126,0.652181037
1_95_2210,0,5977630.75,82,-0.113614336,-0.10508467,0.07499568,0.627916534
1_95_2211,0,6080073.25,82,-0.112758435,-0.10143356,0.07899139,0.637318613
1_95_2212,0,6364511.5,82,-0.113511935,-0.09958402,0.08028751,0.658069082
1_95_2213,0,6468232.25,82,-0.10933194,-0.09976749,0.093002275,0.66872375
1_95_2214,0,6592782,82,-0.10934241,-0.10654065,0.09759121,0.679338147
1_95_2215,0,6152508.75,82,-0.11254284,-0.10845084,0.07719935,0.642649251
1_95_2216,0,499507,82,0.031506956,-0.03410167,0.13775623,0.112620364
1_95_2217,0,845792.25,82,0.14041999,0.012573865,0.23127867,0.158673949
1_95_2218,0,1129030.5,82,0.17310499,0.006789098,0.27086923,0.201463267
1_95_2219,0,1102632.25,82,0.12816466,0.005187011,0.23828033,0.198506356
1_95_2220,0,2464584.25,82,-0.017766532,-0.068558,0.15943347,0.394590092
1_95_2221,0,3858520.5,82,-0.080846086,-0.099575855,0.13990793,0.525823909
1_95_2222,0,5707547.25,82,-0.1543319,-0.1053388,0.07276329,0.636480436
1_95_2223,0,5612681.25,82,-0.15531497,-0.10694039,0.07105037,0.63736672
1_95_2224,0,5265151.75,82,-0.14222892,-0.09286778,0.06215827,0.606732818
1_95_2225,0,6080066.5,82,-0.16059645,-0.10028128,0.05896193,0.663861299
1_95_2226,0,7325472.5,82,-0.18308702,-0.1169429,0.06406397,0.750246635
1_95_2227,0,9204702,82,-0.20478837,-0.13104264,0.05903288,0.847878502
1_95_2228,0,8754745.25,82,-0.1959031,-0.1266264,0.06400809,0.826310397
1_95_2229,0,6918377.75,82,-0.15243916,-0.10843391,0.078555994,0.722779669
1_95_2230,0,7902019.25,82,-0.16128013,-0.12263933,0.079712406,0.793575504
1_95_2231,0,8569532.5,82,-0.17545037,-0.12921289,0.07222281,0.82465841
1_95_2232,0,9267876,82,-0.1943477,-0.1278639,0.057223383,0.848279846
1_95_2233,0,9521404,82,-0.20384249,-0.122957185,0.049420014,0.85309685
