system:index,NDVI,NDVI_count,NDVI_disp,confidence,cropland,cultivated_land
15621,0.479402632,9,0.02578958,100,176,1
15622,0.49299863,12,0.020262633,100,176,1
15624,0.533397079,11,0.055690787,100,176,1
15626,0.736007571,3,0.179041381,100,24,2
15628,0.613629162,18,0.039182512,94,176,1
15630,0.530888736,6,0.01588906,100,176,1
15632,0.519227207,10,0.020524706,100,176,1
15634,0.6995579,8,0.049396222,100,176,1
15635,0.527736962,12,0.030198951,100,176,1
15636,0.505530894,9,0.023396461,94,176,1
15637,0.325664729,10,0.003308328,100,61,2
15638,0.232302785,4,8.39E-04,100,61,2
15639,0.509379148,10,0.023062293,100,176,1
15640,0.694180787,5,0.103670689,100,24,2
15641,0.548282862,10,0.049235625,100,176,1
15645,0.810220301,16,0.190505439,100,1,2
15647,0.816129208,12,0.194961472,100,24,2
15649,0.500185668,7,0.036955839,100,176,1
15650,0.68343699,14,0.026607362,100,176,1
15651,0.544542968,14,0.030815661,100,176,1
15652,0.468633771,11,0.029405408,100,176,1
15656,0.482171446,10,0.013818951,100,176,1
15657,0.269738227,10,0.005924062,100,61,2
15658,0.65670836,5,0.129318792,100,1,2
15660,0.402783304,18,0.018190556,100,61,2
15661,0.69330287,4,0.242609669,91,1,2
15663,0.336691767,4,5.44E-04,100,24,2
15664,0.653526902,7,0.121204863,91,1,2
15669,0.329134524,27,0.007344844,93,176,1
15671,0.61104852,15,0.059660682,100,176,1
15673,0.487129629,4,0.047828929,100,24,2
15675,0.656006515,16,0.021305034,90,61,2
15677,0.4645482,10,0.019584796,100,176,1
15678,0.325238377,14,0.007710327,100,176,1
15681,0.752079606,13,0.167235419,100,4,2
15682,0.531972587,10,0.016878572,91,176,1
15684,0.237242341,8,4.05E-04,100,61,2
15689,0.530986369,4,0.128486129,94,176,1
15691,0.483803689,18,0.018745717,100,152,1
15692,0.594267905,3,0.018307983,100,176,1
15693,0.516284585,10,0.031493034,100,176,1
15694,0.498703271,4,0.017696061,100,176,1
15695,0.645393133,6,0.075084662,100,176,1
15696,0.454380274,10,0.023995288,100,61,2
15698,0.443232179,9,0.016240725,100,152,1
15700,0.500243306,18,0.017387141,92,176,1
15701,0.639666438,3,0.038499933,100,176,1
15704,0.438663095,12,0.010197729,90,176,1
15706,0.74453491,11,0.136082408,100,4,2
15710,0.492188454,4,0.02222579,100,24,2
15711,0.811045349,8,0.091513954,91,1,2
15712,0.364696354,9,0.016601204,100,152,1
15715,0.543790936,4,0.009361915,92,176,1
15716,0.445767611,14,0.02875195,90,61,2
15717,0.845523,12,0.151106423,100,24,2
15718,0.432765424,5,0.021046559,100,24,2
15719,0.576897979,3,0.004815805,93,176,1
15720,0.28004235,17,0.001825113,100,61,2
15723,0.390869826,20,0.015407756,100,176,1
15724,0.491731495,5,0.033570204,100,176,1
15725,0.802771866,11,0.202434145,100,24,2
15729,0.520828128,11,0.023779076,100,176,1
15731,0.407991856,8,0.016927074,100,176,1
15733,0.289390057,13,0.007662983,100,61,2
15734,0.63092047,8,0.063484572,93,24,2
15738,0.811808109,11,0.129072759,94,24,2
15739,0.309563607,5,0.007436573,100,61,2
15741,0.562233746,8,0.008035759,95,24,2
15742,0.469835669,11,0.011944174,100,176,1
15743,0.800662398,18,0.136290562,94,24,2
15747,0.596349418,11,0.072642937,92,24,2
15749,0.633251846,6,0.033519698,100,176,1
15751,0.604027271,9,0.016193946,93,176,1
15752,0.422442883,9,0.009551999,100,176,1
15753,0.757261515,13,0.203543286,100,4,2
15755,0.44221881,8,0.011832839,100,176,1
15757,0.4327057,6,0.009947808,93,176,1
15758,0.558484972,11,0.061736222,100,176,1
15759,0.638796687,6,0.162960157,94,176,1
15760,0.480006903,8,0.016810033,100,176,1
15761,0.686287701,5,0.192301959,100,1,2
15763,0.447812676,10,0.016187075,100,176,1
15764,0.514949322,12,0.065080618,100,176,1
15765,0.302272052,19,0.002342272,100,61,2
15769,0.6930632,6,0.029932116,92,176,1
15774,0.612698793,11,0.049738841,100,176,1
15776,0.784020007,15,0.177581614,93,4,2
15777,0.791720629,4,0.155136102,91,1,2
15781,0.615678847,10,0.053311536,100,24,2
15782,0.352160871,6,0.012252185,94,61,2
15783,0.355357021,11,0.007529069,94,176,1
15788,0.522144914,7,0.029812653,100,24,2
15790,0.431856334,5,0.001983799,100,176,1
15795,0.521570861,4,0.022267855,100,152,1
15796,0.52133137,10,0.044968262,100,176,1
15799,0.523742795,4,0.060797396,100,176,1
15800,0.633919358,3,0.01591822,92,121,1
15801,0.425850958,9,0.007078164,100,152,1
15802,0.689799905,5,0.086617218,100,24,2
15805,0.462432623,8,0.007675159,100,176,1
15806,0.696860075,12,0.044845467,100,24,2
15810,0.239468172,6,2.59E-04,100,61,2
15811,0.54325527,5,0.05725262,100,176,1
15813,0.743514478,17,0.115667204,100,24,2
15814,0.620780885,4,0.011516333,100,176,1
15815,0.617111623,12,0.035760768,100,176,1
15817,0.6107288,15,0.029441103,100,176,1
15823,0.373827398,4,0.014111489,91,4,2
15825,0.496270984,13,0.04529516,92,176,1
15826,0.405290365,5,0.026579415,93,176,1
15827,0.425134182,15,0.010011457,94,176,1
15828,0.55905509,3,0.021451016,100,176,1
15830,0.53065449,13,0.035421368,100,176,1
15831,0.414414436,10,0.030593047,100,176,1
15832,0.388668656,6,0.016899826,100,176,1
15833,0.543367624,6,0.020726701,94,176,1
15834,0.539854884,3,0.009238475,100,176,1
15835,0.292802364,5,0.009390657,100,61,2
15837,0.722696781,9,0.030009867,100,176,1
15838,0.407101989,5,0.045879021,93,61,2
15844,0.221751466,5,5.59E-04,100,61,2
15845,0.758122563,10,0.138843709,100,4,2
15847,0.488157004,3,6.02E-04,93,176,1
15848,0.455963492,5,0.036241447,93,176,1
15849,0.801133811,7,0.16863147,100,4,2
15850,0.619937301,6,0.058775417,92,24,2
15851,0.211674809,6,7.62E-04,100,61,2
15852,0.562509537,4,0.080787939,100,176,1
15854,0.415429741,9,0.022429649,100,176,1
15857,0.471144527,10,0.008920481,93,176,1
15858,0.497607976,9,0.031075276,100,176,1
15859,0.41435048,5,0.029600517,91,176,1
15861,0.478120804,7,0.028471238,94,176,1
15862,0.460475385,6,0.053244552,100,176,1
15864,0.309987366,5,0.007991154,100,61,2
15865,0.712149203,5,0.033081384,93,176,1
15868,0.561376929,3,1.19E-04,96,152,1
15870,0.34669432,3,0.02105355,92,24,2
15871,0.501906395,4,0.047430467,90,24,2
15873,0.640723407,6,0.096717384,100,24,2
15878,0.533725679,16,0.015563797,94,176,1
15880,0.575874448,4,0.09671519,100,176,1
15882,0.527681828,4,0.022543625,100,176,1
15883,0.49782759,4,0.003279796,90,176,1
15884,0.526361823,9,0.017236128,94,176,1
15886,0.49626109,17,0.01020362,100,121,1
15889,0.731732011,15,0.066367697,93,24,2
15893,0.547708392,10,0.04659635,94,61,2
15896,0.546580374,15,0.045654419,100,176,1
15897,0.556967556,6,0.06925858,91,176,1
15900,0.597100973,6,0.006203109,100,176,1
15901,0.628789783,3,0.015735945,100,176,1
15902,0.754102707,5,0.174562547,100,1,2
15903,0.750547469,10,0.15861995,100,4,2
15904,0.673469365,6,0.080412508,95,4,2
15906,0.252482831,5,0.006262234,94,61,2
15907,0.830162644,11,0.12572355,94,1,2
15908,0.453482628,6,0.03011503,100,176,1
15909,0.401369721,7,0.017969989,100,152,1
15910,0.523700178,13,0.005849592,100,61,2
15912,0.701960385,7,0.108118153,100,24,2
15913,0.857782781,11,0.192740434,100,24,2
15915,0.469824404,10,0.00585125,90,176,1
15916,0.520636201,3,0.00737216,94,176,1
15917,0.644524753,5,0.093461437,100,24,2
15919,0.469657451,14,0.035098513,100,176,1
15920,0.561771095,13,0.029218516,92,176,1
15921,0.384075344,3,0.00766718,100,176,1
15924,0.565989852,6,0.004540442,90,176,1
15926,0.566444337,12,0.117765013,100,61,2
15927,0.4125534,12,0.017427074,100,176,1
15933,0.422531784,9,0.016561021,91,24,2
15934,0.777863026,5,0.278429636,100,4,2
15935,0.78009665,11,0.097771023,100,24,2
15937,0.341687351,5,0.01620629,100,61,2
15938,0.556033731,10,0.075002576,100,176,1
15940,0.758773029,21,0.141768614,100,1,2
15941,0.716884255,4,0.001374402,100,4,2
15942,0.522908747,9,0.017331784,100,176,1
15944,0.524639428,5,0.080597047,100,4,2
15945,0.692032337,5,0.09434921,100,24,2
15947,0.513432026,19,0.027746134,92,176,1
15948,0.279766232,4,0.003077126,100,61,2
15949,0.437945962,9,0.036460545,92,176,1
15950,0.446346819,14,0.014134786,100,176,1
15951,0.75396049,15,0.14555462,95,4,2
15952,0.491209924,10,0.012326655,100,176,1
15953,0.504656434,6,0.047030378,100,24,2
15954,0.783112168,12,0.16822695,100,4,2
15955,0.766179204,5,0.209937366,100,4,2
15959,0.501870811,5,0.018771852,91,121,1
15960,0.600969255,11,0.06425567,94,4,2
15961,0.526041329,5,0.016959928,100,176,1
15967,0.830705702,10,0.099373093,90,36,2
15968,0.744704425,11,0.104467499,100,24,2
15969,0.489244431,4,0.041593599,100,176,1
15971,0.883844256,9,0.232049024,100,24,2
15972,0.503549576,13,0.023904869,91,176,1
15973,0.264099032,23,8.29E-04,94,61,2
15974,0.555801809,9,0.040317327,100,176,1
15977,0.497499853,9,0.017958927,100,176,1
15980,0.684247911,5,0.049236862,93,176,1
15981,0.805768549,22,0.219675867,90,1,2
15982,0.612192631,9,0.099941787,100,24,2
15985,0.623501241,13,0.054702418,93,176,1
15986,0.435178906,10,0.018285347,94,121,1
15987,0.522019088,17,0.035809053,100,176,1
15988,0.739705443,5,0.051490882,100,1,2
15989,0.643284202,10,0.061062081,100,24,2
15990,0.787673593,8,0.087508486,94,24,2
15995,0.627786994,11,0.091790103,100,24,2
15996,0.639264166,15,0.140229298,100,4,2
15997,0.581725419,3,2.96E-04,92,152,1
15998,0.508957207,3,0.004721023,100,176,1
16000,0.51927042,3,0.007000247,100,176,1
16001,0.653444946,21,0.023053497,100,176,1
16002,0.70066011,15,0.023209608,92,176,1
16005,0.520279527,5,3.08E-04,100,176,1
16006,0.436443508,6,0.012938259,93,176,1
16007,0.620477021,5,0.013197294,100,176,1
16008,0.225687355,5,0.002421701,100,61,2
16009,0.645874143,4,0.161602126,91,4,2
16010,0.591454506,4,0.009063144,100,24,2
16012,0.651237488,15,0.058754378,92,152,1
16015,0.401035219,10,0.031819852,91,176,1
16016,0.580613673,15,0.02886278,100,176,1
16017,0.521413088,16,0.028712559,100,176,1
16018,0.376696169,5,0.019927477,91,4,2
16019,0.632575989,5,0.054728626,95,190,1
16020,0.467376858,8,0.025121785,100,176,1
16022,0.571720958,6,0.044527132,100,176,1
16024,0.46210885,5,0.036545155,90,24,2
16026,0.546962738,5,0.084574476,100,176,1
16029,0.749685764,5,0.229236019,100,4,2
16030,0.601058185,3,0.017677481,100,176,1
16032,0.229160339,12,0.001680573,100,61,2
16033,0.781263888,11,0.231780261,95,1,2
16035,0.297566265,4,0.009627575,93,176,1
16038,0.767558038,5,0.111643524,100,4,2
16039,0.773505509,6,0.087169795,100,24,2
16040,0.612480283,6,0.021922182,100,176,1
16042,0.35572508,16,0.010193091,100,61,2
16043,0.625816762,3,0.005168481,100,176,1
16044,0.627995253,13,0.027945573,100,121,1
16045,0.638815463,3,5.22E-04,91,4,2
16047,0.244775042,12,0.001219798,100,61,2
16048,0.501386225,3,0.026521496,100,176,1
16049,0.781631351,6,0.137218989,100,4,2
16053,0.564165592,4,0.003693932,100,176,1
16056,0.793663561,15,0.11992137,100,24,2
16059,0.648269653,4,0.002648914,92,176,1
16060,0.553391933,3,1.83E-04,100,176,1
16061,0.285684705,2,1.86E-04,90,24,2
16063,0.855337739,7,0.23452846,91,5,2
16065,0.80742532,11,0.213722639,92,1,2
16066,0.487411678,13,0.039028365,100,176,1
16067,0.535810411,5,0.065446763,100,176,1
16069,0.58107084,6,0.065701787,100,176,1
16070,0.476068884,18,0.029046303,100,24,2
16072,0.643330514,11,0.061953826,92,24,2
16073,0.286359072,9,0.011169096,100,176,1
16075,0.474235535,7,0.023387147,100,176,1
16076,0.592297971,4,0.038162008,100,24,2
16077,0.521462679,10,0.038435015,100,176,1
16080,0.270272076,11,0.010694142,93,61,2
16084,0.668173909,14,0.071165879,92,24,2
16085,0.852759063,8,0.045467543,100,36,2
16089,0.463141412,12,0.027471026,100,24,2
16090,0.840225339,16,0.189286813,100,24,2
16092,0.601999044,4,0.063875622,100,24,2
16093,0.428160131,6,0.01728831,94,152,1
16094,0.69250989,3,0.058606566,91,176,1
16095,0.515396833,3,0.001681417,100,176,1
16096,0.395724952,10,0.034917904,90,176,1
16097,0.295207918,12,0.003502007,100,61,2
16098,0.294259965,4,0.005914632,90,61,2
16099,0.443899512,12,0.019092599,90,61,2
16100,0.643815279,10,0.052330562,100,176,1
16102,0.428490609,9,0.036611803,100,24,2
16106,0.232595891,5,0.00408045,100,61,2
16107,0.43666029,4,0.026094435,91,176,1
16108,0.569442332,6,0.046407461,93,176,1
16110,0.549571097,13,0.027369594,100,176,1
16115,0.794735253,7,0.146378064,91,24,2
16117,0.363029957,22,0.019116483,100,176,1
16118,0.498157978,17,0.028831955,100,176,1
16119,0.331394315,9,0.013777122,90,176,1
16120,0.265024453,4,0.005912032,100,61,2
16125,0.464951515,3,0.002867256,100,176,1
16127,0.357893646,24,0.00692958,91,24,2
16128,0.526622951,8,0.026930986,100,176,1
16129,0.798742831,9,0.178904356,100,24,2
16130,0.528859019,12,0.01835025,100,176,1
16131,0.545713007,13,0.023028623,100,176,1
16133,0.337776065,3,4.05E-04,91,176,1
16134,0.714592159,9,0.133453121,100,24,2
16136,0.726343513,6,0.224123065,100,1,2
16137,0.527626812,6,0.004361002,100,176,1
16140,0.524320543,10,0.036585636,100,176,1
16142,0.487707645,5,0.027032974,100,176,1
16143,0.552562237,5,0.031875479,100,176,1
16144,0.425066918,11,0.012941495,95,176,1
16145,0.472576678,18,0.026604007,100,176,1
16146,0.457331121,8,0.017591073,93,176,1
16148,0.578862429,11,0.08703614,100,1,2
16150,0.505657613,3,0.014021727,100,176,1
16156,0.455969244,4,0.015414885,100,176,1
16157,0.647483289,10,0.02915935,100,190,1
16158,0.513857365,9,0.004261896,95,176,1
16159,0.597476363,6,0.005554604,100,176,1
16160,0.79617399,6,0.154746475,90,4,2
16162,0.371713221,5,0.016363784,96,61,2
16163,0.339649945,10,0.008479399,94,61,2
16165,0.480498701,3,0.011307065,100,176,1
16166,0.774718285,10,0.040008979,100,121,1
16169,0.466040879,16,0.013322976,100,121,1
16171,0.252194226,5,0.001559391,100,61,2
16172,0.437724233,5,0.028679788,93,24,2
16174,0.484548122,14,0.021400848,93,152,1
16176,0.601682007,7,0.035905936,92,152,1
16177,0.578855395,12,0.034177296,91,176,1
16178,0.230559781,13,0.001800556,100,61,2
16179,0.482050747,5,0.059648494,100,176,1
16180,0.879072547,14,0.234832278,100,24,2
16181,0.499945104,15,0.028215054,100,176,1
16183,0.575826406,4,0.016023526,100,176,1
16184,0.692834437,12,0.147329585,100,1,2
16185,0.537216842,10,0.071991808,100,176,1
16186,0.493926644,6,0.043781639,100,176,1
16187,0.42020306,20,0.009008884,93,176,1
16188,0.770379424,14,0.14628089,100,24,2
16190,0.353330791,10,0.023861205,100,61,2
16192,0.397160053,2,0.008994228,95,24,2
16195,0.721892297,12,0.134867256,100,24,2
16197,0.618758619,4,0.126085557,100,176,1
16200,0.444402486,3,0.00259002,100,176,1
16201,0.396316111,9,0.013519824,100,61,2
16203,0.58410269,16,0.041239165,92,176,1
16205,0.48008275,7,0.01899609,100,152,1
16206,0.291178554,11,0.004051505,94,61,2
16208,0.392049223,5,0.016706856,91,152,1
16210,0.246646613,6,9.28E-04,100,61,2
16211,0.666096091,12,0.117822516,100,61,2
16213,0.676691771,12,0.027463554,100,176,1
16214,0.381718993,14,0.013775107,93,176,1
16215,0.842644334,5,0.039211574,93,1,2
16216,0.490334392,15,0.046601416,100,176,1
16217,0.606700063,3,0.004511675,100,176,1
16218,0.79548198,9,0.25439367,100,1,2
16219,0.512001038,9,0.03705934,100,176,1
16220,0.578570545,16,0.020968693,92,176,1
16221,0.338402659,4,0.013856214,100,4,2
16228,0.474523485,16,0.015522174,92,176,1
16229,0.471380115,16,0.009060032,91,176,1
16230,0.425338835,9,0.026053973,100,152,1
16232,0.414929569,4,0.031399559,100,176,1
16233,0.569138288,11,0.084826781,92,176,1
16234,0.806284666,4,0.194721387,100,24,2
16236,0.487971008,7,0.038939515,91,61,2
16237,0.700899839,17,0.039370698,100,24,2
16240,0.811343312,5,0.082562514,100,24,2
16241,0.5614959,12,0.054889352,92,24,2
16242,0.644285977,7,0.020411329,100,176,1
16243,0.506800234,10,0.03180897,92,61,2
16247,0.69184953,10,0.042179625,100,176,1
16248,0.518197238,6,0.041407258,91,176,1
16249,0.427916139,8,0.027474823,100,176,1
16250,0.406644374,4,0.033292818,100,176,1
16251,0.457919449,9,0.040332873,94,176,1
16252,0.574309349,9,0.002896257,100,176,1
16253,0.66839689,26,0.133518332,100,4,2
16254,0.350516498,16,0.008572677,94,176,1
16255,0.522367001,23,0.036186137,100,152,1
16256,0.609675527,5,0.014512952,100,176,1
16257,0.451753855,11,0.013342063,92,176,1
16258,0.622418582,8,0.002363499,92,176,1
16259,0.612104118,12,0.081014221,100,176,1
16260,0.598476708,8,0.023122176,100,176,1
16262,0.737480223,24,0.061329431,100,36,2
16264,0.560598254,7,0.004743152,93,176,1
16266,0.488817155,14,0.02564365,100,176,1
16267,0.724675119,22,0.111893647,100,4,2
16269,0.473361582,11,0.049902095,100,176,1
16270,0.54376626,3,0.103111729,100,176,1
16271,0.799335182,6,0.255423445,100,4,2
16272,0.560685992,8,0.040650024,100,176,1
16273,0.585218251,4,0.020286109,94,176,1
16274,0.574843645,11,0.010246771,100,121,1
16275,0.839590609,17,0.125106047,92,121,1
16276,0.548465312,16,0.017762496,90,176,1
16277,0.5157848,2,0.002914366,100,176,1
16279,0.711374462,11,0.060535714,100,24,2
16284,0.35086444,8,0.010271826,100,121,1
16285,0.36278078,6,0.014543847,100,61,2
16288,0.548212051,6,0.028580451,100,176,1
16289,0.472907066,7,0.014205984,93,176,1
16290,0.825524628,6,0.121078283,100,1,2
16291,0.375931829,11,0.011912288,100,61,2
16292,0.768417239,10,0.182767931,100,4,2
16293,0.766086936,14,0.044613161,91,24,2
16295,0.512784064,4,0.02615738,94,152,1
16296,0.596949875,8,0.115441365,100,176,1
16297,0.648998082,11,0.017578602,94,176,1
16298,0.213053763,4,7.28E-04,100,61,2
16299,0.464210153,3,0.003137584,100,176,1
16300,0.649530947,7,0.111267216,94,176,1
16302,0.475641966,7,0.019209587,100,176,1
16303,0.538725257,8,0.021316171,100,176,1
16304,0.653822541,15,0.085174306,92,61,2
16306,0.511598825,6,0.059492658,90,61,2
16307,0.283565193,12,0.0036998,100,61,2
16312,0.80976826,11,0.19121791,90,4,2
16314,0.624098539,5,0.20105726,90,1,2
16316,0.236011386,6,0.001391015,100,61,2
16319,0.606306255,10,0.035452196,100,176,1
16320,0.698459625,4,0.100606715,100,24,2
16322,0.582617879,11,0.039873556,94,176,1
16323,0.408420503,9,0.02296515,100,152,1
16327,0.589686394,10,0.060443072,100,176,1
16328,0.468651533,14,0.023999646,100,121,1
16330,0.533952653,6,0.017039607,100,176,1
16331,0.348160148,4,0.015141974,100,176,1
16332,0.357869625,14,0.013947021,91,61,2
16333,0.570820093,16,0.032133426,94,176,1
16334,0.456287563,4,0.062459762,93,176,1
16337,0.638714314,5,0.090819235,100,1,2
16339,0.501563132,8,0.040180231,91,61,2
16340,0.587422967,6,0.004912355,94,190,1
16341,0.391967475,5,0.020460817,100,152,1
16342,0.248907432,12,0.002772648,100,61,2
16343,0.480269909,3,0.003265531,100,176,1
16349,0.569018364,5,0.002523593,100,176,1
16350,0.704533935,4,0.014109557,94,152,1
16351,0.579230249,11,0.038008872,100,176,1
16352,0.8152107,15,0.172233859,92,24,2
16353,0.433686048,8,0.02343106,100,176,1
16354,0.688256264,10,0.056260331,97,4,2
16355,0.49481535,6,0.031775422,91,176,1
16356,0.690442801,12,0.074465531,100,24,2
16357,0.549129248,4,0.006116694,100,176,1
16359,0.622296631,8,0.080583825,91,24,2
16360,0.263008922,4,0.003674777,100,61,2
16365,0.569898784,15,0.014869482,100,176,1
16366,0.606214285,4,0.018665392,100,176,1
16368,0.514019489,6,0.016590992,95,121,1
16370,0.518288255,8,0.034488746,100,176,1
16371,0.212050095,5,0.001162121,100,61,2
16372,0.330413878,3,0.015344503,100,152,1
16373,0.380921513,4,0.011473424,93,152,1
16374,0.591781676,4,0.010982311,92,152,1
16375,0.384524226,16,0.013484676,90,176,1
16376,0.508583665,17,0.02227097,100,61,2
16378,0.691473603,6,0.123586873,92,4,2
16379,0.555651665,18,0.028132404,100,176,1
16380,0.53740567,18,0.013106263,100,152,1
16383,0.501326561,7,0.019279022,100,176,1
16385,0.68041718,10,0.025036631,100,176,1
16386,0.636252582,4,0.09164756,100,24,2
16387,0.354106396,15,0.013417199,100,176,1
16388,0.748590112,17,0.116733228,94,4,2
16389,0.858187497,16,0.176160157,100,24,2
16390,0.521641791,12,0.036233827,94,176,1
16395,0.536957204,7,0.025906531,100,176,1
16396,0.793653727,6,0.224537449,100,1,2
16402,0.489058137,13,0.040323465,100,176,1
16403,0.461495221,6,0.057249693,100,61,2
16404,0.541228354,8,0.174328278,94,4,2
16409,0.55011642,5,0.006535741,100,176,1
16410,0.475790352,11,0.004690318,100,176,1
16411,0.627613425,8,0.046002435,93,176,1
16413,0.697367191,10,0.138096398,91,4,2
16414,0.25961709,7,0.001403546,100,61,2
16415,0.274397254,10,0.001254551,100,61,2
16416,0.533140719,3,3.97E-04,100,176,1
16418,0.511824846,5,0.068928745,100,176,1
16419,0.841962337,9,0.167868836,100,24,2
16420,0.418328553,8,0.012226456,100,152,1
16422,0.216871366,3,0.004488719,100,61,2
16423,0.651390851,9,0.057582687,100,176,1
16426,0.721838057,3,0.157799339,100,24,2
16428,0.579487741,18,0.027545489,100,176,1
16429,0.423458785,11,0.011155225,100,176,1
16430,0.436053365,12,0.01544631,90,176,1
16434,0.506453633,8,0.055223329,100,176,1
16435,0.357340336,13,0.022388585,92,176,1
16438,0.565629482,6,0.041865141,100,176,1
16441,0.672537565,5,0.158685183,100,61,2
16442,0.615061402,15,0.030680184,100,176,1
16443,0.398989379,9,0.019045527,100,152,1
16445,0.844668508,15,0.173989337,100,1,2
16453,0.820035994,17,0.15309878,100,24,2
16454,0.470098943,3,0.059599252,100,24,2
16455,0.592970252,17,0.016721586,100,121,1
16460,0.786154091,13,0.180800866,93,24,2
16463,0.546186864,5,0.106089834,100,176,1
16464,0.66654259,5,0.110614565,100,24,2
16465,0.732304156,5,0.262723344,100,4,2
16469,0.842761934,6,0.142925256,100,24,2
16470,0.342678964,19,0.008679503,93,176,1
16473,0.871079564,21,0.15074093,100,24,2
16475,0.280553669,9,7.77E-04,100,61,2
16477,0.220982313,7,0.00131053,100,61,2
16478,0.386310846,4,0.017473871,93,121,1
16480,0.282038987,18,0.007713906,100,61,2
16482,0.615562022,8,0.005475431,94,176,1
16483,0.580717325,4,0.004446027,100,121,1
16489,0.442773938,10,0.016253053,100,176,1
16492,0.406201005,9,0.012941485,90,24,2
16494,0.450756937,12,0.020753456,100,176,1
16496,0.294832855,14,0.015442302,100,121,1
16497,0.486033529,12,0.03149158,100,176,1
16498,0.352193505,9,0.01598599,100,152,1
16501,0.713488877,5,0.084539137,100,1,2
16502,0.210515082,3,5.78E-05,100,61,2
16504,0.578430831,10,0.054045501,100,176,1
16505,0.473003745,4,0.040358033,91,176,1
16507,0.663211763,4,0.092790525,100,176,1
16509,0.315924287,2,4.83E-04,100,24,2
16510,0.492022306,4,0.020561445,100,121,1
16511,0.500842988,12,0.041078986,100,176,1
16512,0.626544893,8,5.73E-04,100,152,1
16516,0.787000537,12,0.164044883,100,1,2
16518,0.43514508,14,0.009163108,93,152,1
16519,0.511924088,2,0.007557059,100,121,1
16520,0.448502243,8,0.019625438,93,176,1
16521,0.508299172,5,0.026061858,100,176,1
16522,0.440480769,11,0.019526296,100,176,1
16523,0.528384745,12,0.031872639,100,121,1
16525,0.585452914,6,0.045113395,100,176,1
16530,0.67202431,12,0.08270891,100,176,1
16532,0.845860481,15,0.21450015,100,24,2
16533,0.445939213,12,0.003787198,100,176,1
16535,0.672610104,16,0.069328611,100,24,2
16537,0.577117562,4,0.047635094,100,24,2
16538,0.452589571,12,0.038281409,100,176,1
16544,0.493286937,5,0.004878211,100,121,1
16546,0.475743651,3,0.004537739,100,176,1
16547,0.578907251,5,0.071602825,100,176,1
16550,0.606427968,10,0.049941005,100,176,1
16551,0.396673143,12,0.015874208,100,176,1
16552,0.524054646,6,0.025028987,100,176,1
16553,0.682226241,12,0.115590927,100,24,2
16554,0.293536007,5,0.002210124,90,61,2
16555,0.51475656,8,0.015221214,100,152,1
16556,0.472839952,14,0.018560513,100,152,1
16557,0.518082678,9,0.008978747,90,176,1
16558,0.591620445,4,0.073556592,95,24,2
16559,0.479937822,13,0.013543053,100,176,1
16560,0.463645458,3,0.006364114,100,121,1
16561,0.452217281,15,0.019752019,100,176,1
16562,0.527869165,2,3.05E-04,100,176,1
16563,0.53992337,5,0.049018691,100,176,1
16564,0.536447346,11,0.023344436,100,176,1
16565,0.608517528,5,0.044095084,90,176,1
16567,0.78508395,19,0.131015342,94,4,2
16568,0.766183078,5,0.243783502,100,4,2
16569,0.601579547,4,3.21E-04,100,176,1
16570,0.44123286,10,0.003133856,100,176,1
16571,0.570854604,9,0.04988047,93,176,1
16575,0.312450349,12,0.007868067,100,61,2
16576,0.811284125,6,0.198998977,100,24,2
16579,0.572398067,4,0.016909305,100,176,1
16580,0.577826321,5,0.096845138,100,176,1
16581,0.446100563,20,0.018506852,100,176,1
16583,0.493157804,15,0.043436707,100,24,2
16584,0.803331614,14,0.139617943,100,1,2
16585,0.693246007,5,0.056072095,100,190,1
16586,0.474096924,12,0.018909704,100,176,1
16592,0.604913652,4,0.005083236,100,176,1
16593,0.289251238,6,0.009076684,100,61,2
16594,0.479242593,4,0.05834528,94,176,1
16596,0.379087806,9,0.018818858,100,176,1
16599,0.493458331,8,0.030969465,92,176,1
16601,0.750217259,16,0.150737651,100,4,2
16602,0.49740541,4,4.10E-05,100,176,1
16604,0.666922033,5,0.13990246,93,24,2
16606,0.572935224,3,0.003563616,100,176,1
16611,0.56262356,3,0.005251656,100,176,1
16613,0.862968862,5,0.186247822,100,24,2
16617,0.561982155,18,0.068559488,100,24,2
16620,0.456905693,4,0.061016274,100,24,2
16621,0.752314806,4,0.269111149,100,24,2
16623,0.795213997,7,0.208238125,100,4,2
16627,0.497340143,10,0.058521623,90,176,1
16628,0.811209738,22,0.176973201,90,1,2
16631,0.455201477,9,0.020436918,100,176,1
16632,0.538100958,4,0.00574093,100,176,1
16634,0.467633694,18,0.013957719,92,176,1
16635,0.817792594,6,0.230264628,100,1,2
16636,0.474422157,6,0.003771449,100,176,1
16641,0.725111902,6,0.100608821,100,24,2
16642,0.191736072,23,9.93E-04,91,61,2
16644,0.800372899,5,0.20628733,100,24,2
16647,0.442662001,9,0.032046074,100,121,1
16648,0.445756346,6,0.023063245,100,152,1
16649,0.497365773,6,0.050430391,100,176,1
16650,0.832002938,3,0.39878403,100,24,2
16652,0.710346937,14,0.009926814,100,176,1
16653,0.594595969,8,0.039649881,91,176,1
16654,0.5248366,6,0.032703851,100,176,1
16656,0.543511271,11,0.037711391,92,176,1
16658,0.498838514,3,0.001560442,100,176,1
16659,0.550549507,5,0.049722793,92,176,1
16662,0.692989171,3,2.33E-04,92,152,1
16664,0.643731296,10,0.02795841,100,176,1
