system:index,NDVI,NDVI_count,NDVI_disp,confidence,cropland,cultivated_land
19562,0.511683226,8,0.019471576,100,176,1
19567,0.707380652,11,0.15276228,100,1,2
19569,0.554854453,13,0.022483887,100,176,1
19571,0.477478445,3,0.016126254,94,24,2
19572,0.68541497,10,0.02384348,100,176,1
19575,0.798005521,5,0.200861326,100,1,2
19576,0.517822206,16,0.034430798,100,176,1
19579,0.48829025,12,0.017517177,100,176,1
19581,0.612848818,5,0.017486154,100,121,1
19582,0.406888008,4,0.005894569,90,176,1
19583,0.80651927,12,0.152729306,100,4,2
19584,0.813590229,21,0.190457912,100,1,2
19586,0.592758238,8,0.135002904,100,4,2
19588,0.675409436,15,0.043043499,100,176,1
19590,0.298480064,10,0.004461103,100,61,2
19591,0.735574067,4,0.142183408,92,24,2
19592,0.543314993,6,0.060515272,100,176,1
19594,0.615242898,4,0.147336816,94,4,2
19595,0.535155118,3,0.016617436,100,176,1
19599,0.424925447,4,0.009008656,100,176,1
19600,0.811195076,15,0.207169985,100,24,2
19602,0.773633361,20,0.045830804,100,36,2
19603,0.549369991,24,0.018738937,100,24,2
19605,0.519606173,11,0.036280069,100,176,1
19606,0.23249273,4,0.001367877,91,121,1
19609,0.444050848,3,0.037778876,91,176,1
19613,0.524211586,10,0.049032048,100,176,1
19614,0.267214119,5,0.0051312,100,61,2
19617,0.734372795,5,0.218583738,100,4,2
19619,0.56407547,5,0.05030497,100,176,1
19621,0.416177094,12,0.015539417,90,176,1
19624,0.661685944,17,0.035879279,100,152,1
19625,0.534762979,16,0.016045583,90,176,1
19626,0.384634286,5,0.015665888,100,176,1
19627,0.570377707,15,0.010850899,92,176,1
19628,0.296976686,13,0.006078184,100,61,2
19630,0.530962646,10,0.019871813,100,176,1
19631,0.801193118,10,0.203246136,100,24,2
19632,0.549660504,9,0.029963885,94,24,2
19633,0.301221222,15,0.009154443,90,176,1
19635,0.489653766,10,0.030349465,91,24,2
19637,0.640616179,7,0.105123902,100,4,2
19640,0.49789229,5,0.062060687,100,121,1
19641,0.563687265,4,0.010759718,91,176,1
19643,0.371693581,23,0.014203698,90,176,1
19644,0.458112329,11,0.027408998,93,121,1
19646,0.295281708,4,0.007705081,100,61,2
19647,0.548734665,10,0.038232104,100,176,1
19648,0.850050986,6,0.203888472,100,24,2
19650,0.516533256,7,0.044660162,100,176,1
19651,0.824547708,7,0.265201647,100,1,2
19652,0.587266028,3,0.004720932,92,176,1
19653,0.31783703,11,0.002202699,92,61,2
19655,0.661229074,4,0.005041868,93,152,1
19656,0.460814357,4,0.021374233,100,176,1
19657,0.696622431,12,0.131028061,100,1,2
19658,0.65652585,5,0.119451353,100,4,2
19659,0.5617733,3,0.026229925,100,176,1
19660,0.567112088,10,0.01764828,100,176,1
19661,0.533835232,18,0.024307751,100,176,1
19662,0.522170901,10,0.031383452,94,176,1
19663,0.593919873,5,0.077737952,100,176,1
19670,0.623868525,10,0.049620383,100,176,1
19671,0.658633828,9,0.015305645,100,176,1
19673,0.567543864,8,0.042303078,100,111,1
19676,0.732442737,14,0.131203079,91,121,1
19678,0.489545614,11,0.022810823,100,176,1
19682,0.792574227,9,0.185638629,100,1,2
19684,0.840155959,10,0.156876159,93,24,2
19685,0.537172973,6,0.034202414,100,176,1
19688,0.542651296,16,0.016529223,91,176,1
19689,0.659164011,6,0.063379243,90,24,2
19692,0.749790132,6,0.169978011,100,4,2
19693,0.817063808,12,0.18392637,92,24,2
19694,0.746159434,14,0.21819043,100,24,2
19695,0.262344599,6,7.73E-04,100,24,2
19698,0.238165453,5,8.73E-04,100,61,2
19699,0.789534152,16,0.138885384,100,1,2
19700,0.62225014,10,0.018774537,100,176,1
19701,0.492763996,10,0.035914846,100,61,2
19702,0.616055846,3,0.008828729,100,176,1
19703,0.633855164,11,0.033325048,92,176,1
19704,0.497450262,10,0.015946372,92,152,1
19705,0.550652802,11,0.070622041,100,176,1
19706,0.262723386,5,3.44E-04,100,61,2
19707,0.484089822,4,0.041848922,100,176,1
19708,0.577951014,11,0.030988591,100,176,1
19710,0.556023061,4,0.078942003,100,176,1
19712,0.705593824,4,0.003448344,95,152,1
19715,0.573615253,3,0.007829227,93,176,1
19717,0.495354116,5,0.046687988,90,176,1
19720,0.539098144,5,0.059182783,100,24,2
19724,0.274609178,4,0.010244616,100,61,2
19727,0.423226625,7,0.003905802,94,176,1
19730,0.284927964,6,0.004582636,100,61,2
19732,0.872944176,5,0.151883815,100,5,2
19733,0.502089977,6,0.017348436,100,121,1
19734,0.644843102,9,0.026612252,100,176,1
19735,0.584327281,6,0.065490734,100,176,1
19736,0.516546071,15,0.032352774,100,176,1
19738,0.834346056,11,0.258107782,100,1,2
19739,0.470416844,2,0.008227965,100,176,1
19740,0.610642791,5,0.041794912,100,176,1
19743,0.55014503,10,0.030733722,94,152,1
19745,0.583411813,4,0.065112381,100,176,1
19747,0.501872838,21,0.031867916,91,24,2
19749,0.425829977,8,0.011122778,100,152,1
19750,0.754638195,5,0.110168227,90,24,2
19753,0.833124578,16,0.187435991,100,4,2
19754,0.560783923,11,0.027028638,91,176,1
19755,0.806597769,5,0.142948396,100,24,2
19756,0.552777588,9,0.026088541,94,176,1
19759,0.373124808,6,0.003069946,100,24,2
19761,0.403696448,16,0.013199404,100,176,1
19763,0.685968161,5,0.103510556,100,24,2
19766,0.808705747,4,0.172508064,100,24,2
19769,0.478979647,7,0.063277766,93,176,1
19770,0.510920405,12,0.028706554,94,176,1
19771,0.608920157,4,0.081166046,100,24,2
19774,0.25958094,7,0.002808468,100,61,2
19775,0.538282394,21,0.043010411,100,121,1
19776,0.620308757,11,0.039355432,100,176,1
19778,0.812037289,12,0.155883826,100,24,2
19779,0.594064415,6,0.009830705,100,176,1
19780,0.509097397,10,0.012572307,100,176,1
19781,0.520543396,5,0.070465042,100,176,1
19782,0.860050738,6,0.069202355,100,36,2
19784,0.413243055,4,0.023566989,100,176,1
19785,0.56795013,2,0.007809697,100,176,1
19787,0.534515381,11,0.035649972,100,24,2
19788,0.802944183,19,0.121259453,90,1,2
19790,0.446071237,6,0.00859895,93,176,1
19793,0.588647366,10,0.006339526,100,176,1
19794,0.478364617,3,0.011314747,100,176,1
19795,0.61167866,3,7.91E-05,90,176,1
19797,0.650834262,4,0.003180718,100,152,1
19798,0.477466106,5,0.037074964,100,176,1
19799,0.468986869,16,0.01967564,100,176,1
19801,0.43680793,5,0.024053649,100,176,1
19802,0.782278001,13,0.187456603,100,1,2
19803,0.537503839,5,0.031289984,100,176,1
19806,0.815301836,9,0.10041959,100,1,2
19807,0.763872743,11,0.171553037,100,1,2
19809,0.768182695,6,0.221303417,100,4,2
19811,0.586855531,5,0.041042072,93,176,1
19812,0.450028092,7,0.006253852,93,24,2
19813,0.56982857,6,0.015285979,100,176,1
19815,0.533610404,17,0.011155006,94,176,1
19816,0.798101008,8,0.184645996,100,24,2
19818,0.736828983,7,0.057606168,90,24,2
19820,0.532535017,12,0.055262638,100,176,1
19823,0.65379703,10,0.067401813,100,176,1
19824,0.579890788,4,0.0353537,100,176,1
19826,0.809030116,10,0.18793427,100,24,2
19829,0.482062221,8,0.008992143,100,176,1
19832,0.526966095,15,0.016071311,100,176,1
19833,0.486878723,8,0.033569699,94,24,2
19834,0.65214622,12,0.099740318,100,24,2
19835,0.354105711,4,0.017546106,90,121,1
19842,0.623561978,13,0.060941884,91,24,2
19844,0.624005556,10,0.048916899,100,24,2
19847,0.516953051,5,0.0344261,100,24,2
19848,0.490510494,4,0.035740608,100,24,2
19851,0.564260364,14,0.030756849,100,176,1
19853,0.701166034,11,0.017963103,90,176,1
19854,0.551286817,4,0.00200665,100,176,1
19857,0.763027728,16,0.02095787,93,190,1
19858,0.8135131,9,0.179603371,100,24,2
19859,0.430922151,10,0.011653173,94,176,1
19860,0.663902581,12,0.0533885,94,176,1
19861,0.344771177,7,0.011913806,100,61,2
19862,0.676356614,3,0.073478932,100,176,1
19864,0.825572431,4,0.241429995,90,1,2
19867,0.424596637,14,0.012625498,90,176,1
19869,0.577516079,6,0.06235853,100,176,1
19870,0.416616529,5,0.012270848,100,176,1
19871,0.498307139,12,0.009336148,100,121,1
19872,0.46578756,22,0.02793061,100,176,1
19874,0.577960014,7,0.04073485,100,176,1
19875,0.833723605,10,0.056915539,100,36,2
19877,0.537738681,10,0.033413873,100,176,1
19878,0.870168984,4,0.132681328,100,5,2
19880,0.621706784,15,0.038177354,100,176,1
19881,0.612640142,4,0.009391787,100,121,1
19882,0.794552326,10,0.141417053,100,24,2
19883,0.641514242,8,0.045511498,100,121,1
19884,0.733112752,16,0.119242408,100,1,2
19885,0.609787583,13,0.059975282,100,176,1
19886,0.470683903,4,0.009121701,100,24,2
19890,0.216488242,6,8.91E-04,100,61,2
19891,0.678502738,4,0.256779135,100,24,2
19892,0.820252061,3,0.359558875,90,1,2
19893,0.612776279,3,0.120428484,100,24,2
19895,0.543902159,8,0.01927386,100,176,1
19896,0.269374818,13,0.002005051,100,61,2
19897,0.677513957,9,0.082170584,100,24,2
19899,0.856031001,6,0.131376969,100,24,2
19902,0.828476787,24,0.168545474,90,1,2
19903,0.402107507,12,0.029002658,93,176,1
19904,0.703483641,12,0.186318262,100,4,2
19906,0.617326915,12,0.022778391,100,176,1
19907,0.557655036,6,0.055361337,100,176,1
19909,0.299470663,4,9.04E-04,100,24,2
19911,0.488735557,12,0.018508346,94,176,1
19912,0.61948669,3,9.44E-05,100,176,1
19914,0.376285046,9,0.007332859,92,121,1
19916,0.525467515,7,0.006502695,100,176,1
19919,0.54499805,16,0.01484057,95,176,1
19920,0.5805462,14,0.024448058,100,176,1
19922,0.51868701,12,0.060519046,100,176,1
19924,0.580753028,6,0.075848391,100,176,1
19927,0.563509881,12,0.025027555,100,176,1
19928,0.58747679,11,0.122539809,100,1,2
19930,0.561923862,3,0.016319261,100,176,1
19932,0.827220201,20,0.151770161,100,24,2
19935,0.794603109,9,0.16297296,100,1,2
19938,0.461357683,9,0.006999912,100,121,1
19939,0.577271998,3,0.068889948,100,176,1
19940,0.278384656,6,6.82E-05,100,24,2
19942,0.774608254,15,0.112688519,100,1,2
19943,0.538541734,15,0.009043473,90,121,1
19944,0.768680155,9,0.144196503,100,24,2
19946,0.542781413,15,0.016288571,100,176,1
19948,0.781709373,23,0.126071373,91,24,2
19949,0.587233365,22,0.027578442,100,61,2
19951,0.685930192,9,0.11776348,100,1,2
19952,0.729287624,11,0.065993763,100,24,2
19955,0.501471639,5,0.01310988,90,61,2
19956,0.485651225,15,0.013097138,92,176,1
19958,0.492827326,3,0.03553751,91,176,1
19959,0.598096311,4,0.094507695,100,176,1
19960,0.752920926,9,0.17007706,100,4,2
19961,0.699852109,10,0.080800437,100,24,2
19964,0.575275242,4,0.043307846,100,24,2
19965,0.599239886,12,0.04075171,100,24,2
19966,0.49460113,8,0.031057448,100,24,2
19968,0.47830382,4,0.041628087,91,176,1
19971,0.429816455,3,0.023673964,100,176,1
19972,0.391874969,14,0.00896605,92,176,1
19974,0.60934788,13,0.030640793,90,176,1
19976,0.494080186,11,0.020766269,100,176,1
19978,0.823694348,11,0.160559889,100,24,2
19980,0.593901813,10,0.042307058,100,176,1
19982,0.447124511,6,0.027904692,100,176,1
19984,0.560854733,5,0.033624986,92,24,2
19985,0.474225074,24,0.030251402,90,176,1
19987,0.534331918,6,0.013644381,100,176,1
19988,0.281075597,9,5.75E-04,100,61,2
19989,0.436416179,19,0.0138007,100,152,1
19990,0.58694762,6,0.064658525,100,176,1
19992,0.603296995,3,0.016090193,100,176,1
19996,0.690790236,11,0.039515608,100,152,1
19997,0.734477341,5,0.114295462,100,24,2
19998,0.480203271,4,0.037635129,100,176,1
19999,0.521243155,3,6.30E-04,94,121,1
20000,0.746703446,12,0.130207765,100,24,2
20001,0.492259771,15,0.019810486,100,176,1
20002,0.850045562,10,0.169841682,100,24,2
20005,0.548082411,5,0.081330099,100,176,1
20009,0.881767571,15,0.140861181,100,24,2
20010,0.620000064,5,0.118627568,90,1,2
20012,0.491776258,11,0.0473066,100,61,2
20014,0.768215656,7,0.227840411,100,4,2
20017,0.601430833,3,0.001157052,91,176,1
20018,0.402865678,8,0.019747721,100,176,1
20020,0.598463058,5,0.01789471,100,176,1
20022,0.571707845,3,0.035419023,93,176,1
20023,0.82022661,12,0.253628933,100,1,2
20024,0.644115806,4,0.083453296,100,24,2
20025,0.486709863,11,0.01399343,91,152,1
20026,0.275030583,6,0.004326035,100,61,2
20027,0.446724683,16,0.011541188,91,176,1
20029,0.438673705,4,0.028579092,100,24,2
20030,0.532948852,8,0.023956455,100,176,1
20031,0.552974522,4,0.009190591,100,24,2
20032,0.805626392,5,0.171842382,100,1,2
20033,0.291291028,11,0.00312388,93,61,2
20038,0.478347003,11,0.019340857,100,176,1
20040,0.533936322,5,0.113913052,100,176,1
20041,0.821397364,9,0.16534541,94,1,2
20042,0.749875247,5,0.100658666,100,24,2
20043,0.470919341,10,0.019511259,95,176,1
20044,0.742762208,5,0.131151089,100,24,2
20045,0.52148813,3,0.024602871,100,176,1
20046,0.843362093,13,0.273753989,100,24,2
20047,0.850469112,10,0.220421135,100,24,2
20050,0.761626661,5,0.11531765,93,4,2
20051,0.425085127,8,0.014517286,100,24,2
20052,0.58873117,10,0.040108854,100,176,1
20054,0.453353703,12,0.016832645,100,152,1
20055,0.583060086,5,0.111010164,100,176,1
20056,0.679899573,11,0.083327354,100,24,2
20057,0.474301696,10,0.012303369,100,176,1
20060,0.333967447,8,0.016962794,92,176,1
20061,0.720430136,16,0.116779301,91,1,2
20062,0.600949883,4,0.100165973,100,176,1
20064,0.789450169,5,0.211693591,100,1,2
20065,0.524173796,6,0.039376199,100,176,1
20066,0.599337578,6,0.005965132,94,176,1
20070,0.487232,10,0.033675362,100,176,1
20071,0.416201919,5,0.014119639,100,152,1
20073,0.381139159,9,0.018796568,94,152,1
20076,0.45032233,4,0.040212164,100,176,1
20077,0.482307047,7,0.025661436,100,176,1
20079,0.504196703,4,0.059073041,100,24,2
20080,0.763603568,10,0.122098117,91,176,1
20082,0.306710184,6,0.007557694,100,61,2
20084,0.660058677,5,0.057565114,94,176,1
20087,0.464767516,10,0.017038225,100,176,1
20088,0.469424933,13,0.041777815,100,176,1
20089,0.599252522,11,0.041499967,91,176,1
20090,0.506607473,3,0.006131316,100,176,1
20091,0.767136335,12,0.209380986,91,4,2
20092,0.39204824,5,0.001618453,94,176,1
20094,0.520266294,11,0.01203012,92,152,1
20095,0.551072061,4,0.011574671,100,176,1
20097,0.494631588,5,0.057201339,100,176,1
20101,0.46872884,7,0.021591426,90,176,1
20102,0.54566437,7,0.036375494,100,176,1
20103,0.518954217,7,0.08506707,100,4,2
20104,0.473833382,7,0.003511642,100,61,2
20105,0.517635167,4,0.002065347,100,176,1
20106,0.542268813,12,0.015668716,100,176,1
20107,0.589272439,3,0.036226341,100,176,1
20108,0.337396145,9,0.038354143,91,176,1
20109,0.435940772,14,0.055283664,100,24,2
20110,0.598861039,4,0.009969144,90,4,2
20111,0.511128962,7,0.039141925,100,176,1
20112,0.505003393,5,0.003034222,94,24,2
20113,0.693297982,4,0.190006191,100,24,2
20114,0.475867063,15,0.0515161,100,2,2
20115,0.791081667,8,0.090766919,100,1,2
20119,0.254811823,6,0.001188678,100,61,2
20120,0.654812694,14,0.021357933,91,121,1
20125,0.584451854,6,0.02350237,94,24,2
20127,0.403286815,4,6.16E-04,100,176,1
20128,0.749276638,8,0.097470152,100,24,2
20130,0.763265312,15,0.149394333,94,1,2
20131,0.48893404,4,0.049078396,100,176,1
20132,0.519856095,17,0.048766407,100,176,1
20135,0.497266591,8,0.027830787,93,176,1
20136,0.511663258,3,0.009244773,100,176,1
20139,0.819193959,12,0.18221412,100,24,2
20140,0.465341896,6,0.030588319,100,176,1
20141,0.340001404,14,9.40E-05,100,61,2
20142,0.780180812,7,0.075983194,100,24,2
20143,0.736553133,11,0.088105705,100,24,2
20144,0.526262999,9,0.046593394,100,176,1
20145,0.286521465,11,0.005154466,100,61,2
20146,0.777819872,10,0.191624058,100,4,2
20147,0.512324214,5,0.00410036,100,176,1
20150,0.495340139,5,0.01937551,100,176,1
20152,0.82176888,9,0.25448101,92,1,2
20153,0.788762152,6,0.284959666,100,1,2
20154,0.295907944,5,0.003296988,94,61,2
20155,0.671426654,16,0.144889174,100,4,2
20158,0.509355307,9,0.019687734,100,176,1
20162,0.510218561,10,0.046566619,100,176,1
20165,0.495043397,4,0.072386485,92,176,1
20167,0.804168999,8,0.221006484,90,1,2
20169,0.197315469,5,5.13E-04,100,61,2
20173,0.702148914,4,0.036339753,100,176,1
20174,0.803662121,9,0.168100244,100,1,2
20179,0.526422441,5,0.047367224,94,176,1
20180,0.552698672,4,0.037547698,100,176,1
20181,0.589918494,4,0.027615549,100,176,1
20183,0.751866162,22,0.165070221,90,24,2
20186,0.509966135,6,0.025036855,92,176,1
20187,0.514326751,15,0.023456048,100,176,1
20188,0.847492754,17,0.142607556,100,24,2
20189,0.85688597,14,0.216550845,100,24,2
20190,0.812867761,5,0.068930707,100,1,2
20191,0.511733174,8,0.034133621,100,176,1
20192,0.206344366,10,6.39E-04,94,61,2
20193,0.49002406,12,0.032392266,100,176,1
20201,0.526921272,8,0.058214323,90,176,1
20204,0.415723711,16,0.015940207,100,176,1
20206,0.573626816,5,0.031794666,100,176,1
20208,0.287873834,5,0.003862726,93,176,1
20211,0.361359835,4,0.001725215,91,176,1
20213,0.576285541,3,0.013755528,91,176,1
20216,0.748639762,10,0.094625915,100,24,2
20218,0.430579185,8,0.017846526,94,61,2
20222,0.588763535,3,0.001052974,100,176,1
20223,0.743426502,10,0.070134216,100,24,2
20224,0.74872297,14,0.081920106,91,24,2
20226,0.496125102,3,0.0076846,91,176,1
20227,0.553160071,5,0.0302625,100,176,1
20228,0.513267815,10,0.019750045,95,176,1
20230,0.72596544,3,0.005234016,94,111,1
20232,0.301674515,7,0.011531676,90,176,1
20233,0.552230835,18,0.021664941,100,24,2
20234,0.524267614,3,0.011733429,100,176,1
20235,0.841687679,13,0.200335392,100,4,2
20237,0.247527122,5,0.001949788,100,61,2
20238,0.326366454,12,0.007344296,100,61,2
20239,0.508436739,10,0.043865591,100,176,1
20240,0.410575926,9,0.023810726,100,152,1
20241,0.534298182,5,0.019533788,100,24,2
20242,0.488082498,12,0.019312104,93,176,1
20243,0.481037706,5,0.051922383,100,176,1
20244,0.507611096,5,0.038821491,100,176,1
20247,0.518266618,5,0.024208928,100,176,1
20249,0.490788102,4,6.03E-04,90,176,1
20250,0.624313354,9,0.078783668,93,176,1
20251,0.346666664,2,0.003333386,100,176,1
20253,0.557816684,5,0.006225461,100,176,1
20255,0.329267621,2,7.98E-04,100,24,2
20258,0.729566395,15,0.097505313,100,176,1
20261,0.548103571,12,0.044213298,100,176,1
20263,0.478243202,6,0.026394986,93,176,1
20264,0.430690676,4,0.037410433,100,176,1
20266,0.498417377,10,0.047270873,100,176,1
20267,0.437671602,16,0.021668863,100,24,2
20270,0.278105795,8,0.005946731,93,61,2
20272,0.231557503,5,4.60E-04,95,61,2
20273,0.847524583,10,0.175947001,100,1,2
20274,0.35546276,6,0.001061816,90,61,2
20276,0.622877002,5,0.028237402,100,176,1
20277,0.495983541,4,0.072740462,100,176,1
20278,0.556143582,7,0.04865044,100,176,1
20279,0.496246666,3,0.001625395,100,176,1
20280,0.535595536,12,0.028016176,91,24,2
20281,0.372048736,5,0.009626834,91,176,1
20282,0.571475327,6,0.047968668,100,176,1
20284,0.481823713,22,0.017520798,93,121,1
20285,0.690369964,4,0.059861613,93,4,2
20286,0.267407268,6,0.002906121,91,121,1
20287,0.504304469,5,0.023805814,100,24,2
20288,0.467098027,12,0.020796771,100,37,1
20290,0.708525181,3,0.005042746,100,24,2
20291,0.816949427,9,0.14860557,100,1,2
20292,0.778709233,12,0.11294083,100,24,2
20293,0.355634272,4,3.23E-04,93,24,2
20294,0.521413505,13,0.03529967,100,176,1
20295,0.310067236,6,0.008877876,100,61,2
20296,0.343590319,3,0.033500127,100,176,1
20298,0.551517308,12,0.029233892,100,176,1
20300,0.444026262,7,0.01304955,100,176,1
20301,0.260213226,6,0.003015958,100,61,2
20303,0.361041933,4,0.022425868,100,61,2
20304,0.690631628,10,0.082172047,100,4,2
20305,0.484017164,13,0.022201522,100,176,1
20308,0.804032207,11,0.18736301,100,24,2
20309,0.668811262,10,0.0518789,94,176,1
20311,0.707066,6,0.157636296,92,4,2
20313,0.698000014,11,0.059408699,94,152,1
20314,0.53198719,7,0.049626336,100,24,2
20315,0.562543809,9,0.024383167,100,176,1
20316,0.223694474,7,9.48E-04,100,61,2
20317,0.430012196,18,0.015862519,100,176,1
20318,0.559726,5,0.055750567,93,176,1
20319,0.249163806,11,0.001117338,100,61,2
20320,0.527284086,7,0.027889222,90,176,1
20321,0.816371381,5,0.294349409,100,1,2
20322,0.501637042,13,0.030300263,90,176,1
20327,0.631431162,4,0.121596738,100,1,2
20328,0.437709928,14,0.02269715,100,176,1
20329,0.39507997,8,0.012165535,100,176,1
20332,0.217543185,17,0.00235483,100,61,2
20333,0.660258591,6,0.138494756,100,4,2
20335,0.792787254,5,0.142518142,100,24,2
20337,0.503991961,9,0.039212028,93,176,1
20338,0.456383526,5,0.047257385,93,24,2
20339,0.522342265,8,0.029619497,100,152,1
20341,0.484369844,10,0.02594662,100,176,1
20343,0.471902788,5,0.002460367,100,176,1
20344,0.412856132,5,0.011358276,95,24,2
20345,0.436464757,5,0.021222819,100,176,1
20347,0.504576743,16,0.014435769,91,176,1
20348,0.262984186,12,0.00633857,100,61,2
20350,0.723674893,5,0.115842059,100,24,2
20352,0.722346246,6,0.176995019,92,4,2
20353,0.399944752,10,0.018569179,100,176,1
20355,0.633710384,5,0.002230159,100,176,1
20359,0.629894197,4,0.126894899,92,1,2
20361,0.72504437,10,0.090995033,100,24,2
20363,0.792428672,7,0.21030159,100,1,2
20366,0.308823556,5,0.001047008,100,61,2
20367,0.508948743,6,0.008390135,100,176,1
20369,0.360451281,10,0.003292527,100,61,2
20370,0.749224424,6,0.175279002,100,1,2
20371,0.511505485,15,0.012960615,91,176,1
20372,0.79741019,6,0.218384915,90,4,2
20373,0.51595062,3,0.001219932,100,4,2
20374,0.511881113,11,0.025145911,100,176,1
20376,0.512435496,9,0.036006793,100,176,1
20377,0.401092649,10,0.014947905,100,176,1
20379,0.566322803,4,0.080763686,93,24,2
20381,0.616750181,4,0.0068077,91,24,2
20382,0.501424074,9,0.038552008,100,24,2
20383,0.563483357,12,0.053485331,100,176,1
20384,0.81412375,16,0.161244244,100,24,2
20385,0.448023528,16,0.016996347,100,176,1
20386,0.448275864,2,4.20E-05,100,176,1
20387,0.514580905,6,0.006295695,100,176,1
20388,0.824852169,16,0.123930571,91,1,2
20389,0.568013012,5,0.016366049,100,176,1
20390,0.550280929,3,0.015269097,100,176,1
20392,0.535714328,16,0.026689785,100,176,1
20393,0.508651733,4,0.003408507,91,176,1
20394,0.491254568,4,0.005799395,100,176,1
20395,0.854448378,22,0.15846579,94,1,2
20396,0.509222686,12,0.057408802,100,176,1
20397,0.639457405,15,0.033299161,92,176,1
20398,0.605259836,5,0.007918178,92,176,1
20399,0.478364348,8,0.021128225,92,176,1
20404,0.679239035,8,0.012263849,100,176,1
20405,0.780980766,11,0.105427346,100,24,2
20406,0.417936474,3,0.002398335,100,24,2
20407,0.463958859,15,0.016896711,100,176,1
20408,0.530627668,12,0.039248928,100,176,1
20409,0.446999997,6,0.020411508,95,176,1
20411,0.769941688,7,0.231726252,90,1,2
20412,0.572169065,16,0.013574625,92,176,1
20413,0.642833233,7,0.120484077,100,4,2
20414,0.765698731,9,0.135416192,100,24,2
20415,0.450474918,5,0.029576446,94,24,2
20416,0.367180347,7,0.014057012,100,176,1
20418,0.244278952,13,0.00222107,94,61,2
20419,0.831983626,11,0.275550456,100,1,2
20420,0.784785807,14,0.19482351,100,24,2
20421,0.775075376,5,0.154373116,100,24,2
20422,0.72752589,15,0.175750272,100,24,2
20424,0.339914292,10,0.009329319,100,61,2
20428,0.467057586,3,0.052818514,90,24,2
20429,0.672857344,4,0.211155676,100,4,2
20430,0.684437573,7,0.041949036,100,24,2
20431,0.825600803,5,0.075592139,100,1,2
20433,0.77227962,13,0.172661706,93,4,2
20434,0.241028577,9,0.002504541,90,61,2
20436,0.225611493,20,7.43E-04,95,61,2
20442,0.469354928,7,0.006162603,100,176,1
20443,0.538887322,8,0.030090938,100,176,1
20444,0.476335585,9,0.042009277,92,152,1
20445,0.592782974,7,0.041500275,100,176,1
20446,0.461933583,4,0.077811404,100,176,1
20447,0.818552434,9,0.256270077,100,1,2
20450,0.541240633,3,0.017639349,93,176,1
20451,0.592852294,6,0.018258742,100,176,1
20452,0.512762785,21,0.035914286,94,121,1
20453,0.526106536,10,0.035402884,100,176,1
20454,0.48911956,5,0.016015829,93,176,1
20455,0.823356688,8,0.19745981,100,1,2
20456,0.546714664,12,0.037402291,100,176,1
20458,0.565217376,6,0.117321172,100,176,1
20459,0.393238246,18,0.015399784,94,176,1
20461,0.538167477,4,0.010146363,100,24,2
20462,0.518665254,6,0.039688377,100,176,1
20463,0.42777133,13,0.013975631,94,152,1
20464,0.605664194,12,0.024467204,100,176,1
20467,0.59114778,4,0.07105867,100,1,2
20468,0.452114671,12,0.034139528,100,176,1
20470,0.351895183,9,0.011868071,93,61,2
20471,0.783927321,12,0.202022249,91,1,2
20472,0.695718884,9,0.106495725,100,24,2
20473,0.462492585,6,0.01936475,100,176,1
20474,0.587112308,6,0.011972871,95,176,1
20475,0.320908517,10,0.001244503,100,61,2
20478,0.617740154,3,0.014056818,100,176,1
20479,0.716394067,10,0.121471042,100,1,2
20480,0.481825024,4,0.05700531,100,176,1
20481,0.486028284,8,0.004678173,100,176,1
20482,0.590581179,12,0.034045853,92,176,1
20483,0.438848257,5,0.031159729,100,176,1
20487,0.241627395,4,0.003096862,90,61,2
20492,0.274779052,12,0.001192362,100,61,2
20493,0.561014295,4,0.002488548,100,176,1
20495,0.65080291,6,0.026284026,100,24,2
20496,0.690850377,8,0.222475834,100,1,2
20498,0.466086507,11,0.021631906,100,176,1
20501,0.658427238,16,0.103296865,91,24,2
20502,0.265218407,6,8.78E-04,100,61,2
20503,0.503908575,4,0.00324414,100,24,2
20504,0.635524154,9,0.031279038,100,152,1
20505,0.289266139,5,0.005881567,90,61,2
20506,0.347368419,9,0.020259611,100,176,1
20508,0.355517,9,0.012763988,93,176,1
20510,0.601621568,11,0.043140876,100,176,1
20511,0.287846476,5,0.001379362,91,61,2
20512,0.301109254,6,0.002549091,100,61,2
20513,0.596428096,5,0.047987609,100,176,1
20514,0.535251081,13,0.028708338,100,176,1
20515,0.585576534,7,0.037458239,93,176,1
20518,0.48288393,5,0.004601668,100,176,1
20520,0.445364594,18,0.034275434,94,24,2
20521,0.275053591,12,0.00172966,100,61,2
20522,0.375837773,7,0.010327683,91,24,2
20523,0.538417399,9,0.036290588,100,24,2
20524,0.469165593,10,0.065734527,100,176,1
20525,0.646172702,5,0.055947874,100,190,1
20526,0.625164866,10,0.028603441,100,176,1
20528,0.837620139,5,0.117838532,95,1,2
20529,0.321099579,3,0.00431797,100,24,2
20530,0.488832563,7,0.024469646,93,176,1
20531,0.814779818,19,0.16343788,91,1,2
20533,0.430623323,5,0.033070827,100,176,1
20534,0.572731853,11,0.0200641,100,121,1
20537,0.307450682,9,0.012964612,90,61,2
20539,0.829237401,7,0.2420586,100,1,2
20540,0.369838297,6,4.85E-04,100,24,2
20542,0.214543983,20,4.69E-04,100,61,2
20543,0.499065846,12,0.015691496,94,121,1
20544,0.54977119,17,0.048176443,100,61,2
20546,0.667278528,4,0.014016362,100,152,1
20548,0.479280353,4,0.050621773,100,176,1
