FID,Shape,Shape_Leng,Shape_Area,RATIO,CONVEX,PERIM,AREA,MAJORITY,SCORE
46,Polygon ZM,873.176914,2.116444,37.7318,0.752073,656.693,3.75187,52,9.354731979
123,Polygon ZM,975.296936,2.289479,40.5207,0.657756,641.507,5.87762,71,13.86796645
164,Polygon ZM,397.731324,1.115766,23.6707,0.789163,313.875,1.50051,71,4.990659376
184,Polygon ZM,524.716305,1.847093,24.2711,0.739954,388.266,2.51089,71,6.311602471
203,Polygon ZM,787.963508,2.559038,30.9654,0.594856,468.725,3.54994,71,12.54544602
217,Polygon ZM,648.42197,1.385227,34.6342,0.704634,456.9,2.88589,52,10.22976512
236,Polygon ZM,386.973845,1.096722,23.2296,0.743288,287.633,1.36609,71,5.963317075
258,Polygon ZM,557.415063,1.32759,30.4127,0.789187,439.905,1.83746,71,6.411392525
264,Polygon ZM,1122.752283,3.138793,39.8392,0.522639,586.794,4.86225,71,19.01768035
271,Polygon ZM,1109.820674,6.002764,28.4764,0.657039,729.196,8.45584,52,9.76629462
278,Polygon ZM,1225.860053,4.135651,37.8946,0.598349,733.492,7.31915,71,15.22040398
295,Polygon ZM,738.28831,1.750632,35.0782,0.613573,452.994,3.27041,52,13.55516359
345,Polygon ZM,708.726665,2.211898,29.9574,0.648095,459.322,3.5775,71,10.54215885
349,Polygon ZM,820.216957,2.385109,33.3874,0.6439,528.138,4.28935,71,11.88925314
351,Polygon ZM,377.600397,1.135039,22.281,0.8001,302.118,1.39475,71,4.4539719
360,Polygon ZM,362.089441,1.096311,21.7399,0.786897,284.927,1.33673,71,4.63283791
361,Polygon ZM,346.769524,1.097142,20.8122,0.817575,283.51,1.35699,71,3.796665585
369,Polygon ZM,483.096018,1.50156,24.784,0.773026,373.446,2.0117,71,5.625323616
377,Polygon ZM,2064.660504,6.135209,52.4013,0.439152,906.7,12.7032,71,29.3891643
379,Polygon ZM,2025.12813,6.929475,48.3627,0.476579,965.133,14.6193,71,25.3140528
391,Polygon ZM,386.909536,1.211745,22.0959,0.80104,309.93,1.52911,71,4.396200264
417,Polygon ZM,651.558386,2.365764,26.6303,0.728318,474.542,3.67367,71,7.234973165
418,Polygon ZM,550.928635,1.481287,28.4567,0.690726,380.541,2.20269,71,8.800917436
429,Polygon ZM,438.159992,1.232063,24.8156,0.715768,313.621,1.67484,71,7.053387619
437,Polygon ZM,1008.959179,3.962062,31.8655,0.644958,650.736,6.02004,71,11.31359085
442,Polygon ZM,1573.984585,7.867717,35.2764,0.584431,919.885,12.9269,71,14.65977827
449,Polygon ZM,544.745547,1.096259,32.7074,0.684097,372.659,2.25983,71,10.33236578
455,Polygon ZM,524.667494,1.134981,30.9598,0.696906,365.644,1.76018,71,9.383729621
456,Polygon ZM,1720.972985,6.885931,41.2288,0.507923,874.122,12.7909,71,20.28774422
470,Polygon ZM,504.548289,1.327444,27.5298,0.658165,332.076,1.94307,71,9.410649183
478,Polygon ZM,335.849855,1.115578,19.9896,0.81278,272.972,1.32715,71,3.742452912
479,Polygon ZM,1260.090229,3.580034,41.8665,0.492489,620.581,5.85125,71,21.24770928
501,Polygon ZM,676.783092,2.426846,27.311,0.657388,444.909,3.30321,71,9.357076332
514,Polygon ZM,662.41597,1.943038,29.8744,0.665674,440.953,2.91456,71,9.987788654
547,Polygon ZM,809.910119,2.137699,34.8235,0.607064,491.667,3.84208,71,13.6834068
573,Polygon ZM,2309.229574,11.771104,42.3123,0.52925,1222.16,21.6477,71,19.91851523
582,Polygon ZM,1583.67693,5.15527,43.848,0.610924,967.506,9.31986,71,17.06020445
596,Polygon ZM,1331.197666,5.001003,37.4216,0.525102,699.014,8.24203,71,17.771443
603,Polygon ZM,810.973728,1.693065,39.1813,0.597284,484.382,3.47271,52,15.77893641
610,Polygon ZM,438.185456,1.251465,24.6239,0.73114,320.375,1.70392,71,6.620381754
613,Polygon ZM,2188.898458,7.136717,51.5092,0.526379,1152.19,14.3984,71,24.39583881
614,Polygon ZM,447.560034,1.174777,25.9586,0.785707,351.651,1.50218,71,5.56274627
621,Polygon ZM,4393.062884,14.370801,72.851,0.401879,1765.48,39.0154,71,43.57371297
627,Polygon ZM,1315.747419,4.097079,40.8643,0.586605,771.824,6.92464,71,16.8930973
632,Polygon ZM,487.637985,1.096578,29.2743,0.74453,363.061,1.56792,71,7.478705421
665,Polygon ZM,1726.010936,7.539732,39.5161,0.602551,1040.01,13.2619,71,15.70563443
666,Polygon ZM,1557.426265,5.831476,40.544,0.482236,751.047,9.1995,52,20.99222362
690,Polygon ZM,2597.686721,9.853989,52.0223,0.421344,1094.52,19.6599,52,30.10301603
731,Polygon ZM,573.040186,1.3866,30.5927,0.666445,381.9,2.1473,71,10.20434805
738,Polygon ZM,346.675002,1.154296,20.2849,0.814126,282.237,1.38516,71,3.770435503
748,Polygon ZM,727.464358,2.231348,30.6152,0.651001,473.58,3.52014,71,10.68467418
768,Polygon ZM,755.523107,1.731281,36.0971,0.777321,587.284,3.37599,71,8.038066131
775,Polygon ZM,425.909559,1.367334,22.8975,0.82615,351.865,1.66584,71,3.980730375
780,Polygon ZM,925.592711,2.519821,36.6559,0.64733,599.164,4.98194,71,12.92743625
822,Polygon ZM,1116.308589,4.196926,34.2552,0.539163,601.872,6.16063,71,15.7860636
823,Polygon ZM,3557.275766,13.037635,61.9336,0.385112,1369.95,27.2019,71,38.08222744
857,Polygon ZM,566.585538,1.347426,30.6847,0.613422,347.556,1.90565,71,11.86202996
871,Polygon ZM,2102.906935,10.514162,40.77,0.459068,965.378,14.6929,71,22.05379764
893,Polygon ZM,407.179343,1.193361,23.4319,0.755259,307.526,1.56869,71,5.734746638
916,Polygon ZM,1229.086308,6.023917,31.4812,0.629437,773.632,9.44965,71,11.66576792
917,Polygon ZM,489.262161,1.386156,26.1243,0.688735,336.972,1.91559,71,8.13158024
933,Polygon ZM,508.005575,1.521693,25.8889,0.774706,393.555,2.09955,71,5.832613837
947,Polygon ZM,1401.206884,4.042868,43.8093,0.547654,767.377,9.0772,71,19.81696162
950,Polygon ZM,1073.062696,2.502792,42.6404,0.520552,558.585,5.02484,71,20.4438545
963,Polygon ZM,416.619453,1.194197,23.9668,0.793335,330.519,1.60832,71,4.953098722
987,Polygon ZM,525.018277,1.290596,29.0528,0.661188,347.136,1.92626,71,9.843437274
1013,Polygon ZM,1158.480584,4.180359,35.6197,0.628945,728.621,6.50171,71,13.21686778
1019,Polygon ZM,1137.400024,3.625392,37.553,0.534962,608.466,6.32515,71,17.46357201
1025,Polygon ZM,2959.603162,9.515984,60.3136,0.393847,1165.63,22.9231,71,36.55926958
1029,Polygon ZM,651.818379,1.98275,29.1005,0.669111,436.139,2.79125,52,9.629035345
1042,Polygon ZM,828.333037,2.136356,35.6268,0.665836,551.534,3.46436,71,11.905194
1043,Polygon ZM,825.148247,2.463611,33.0487,0.621091,512.492,4.31132,71,12.52244987
1051,Polygon ZM,1578.159979,4.584809,46.3339,0.545842,861.426,10.3447,71,21.04291136
1068,Polygon ZM,1977.251167,7.096638,46.6599,0.442016,873.976,11.5802,71,26.03547764
1085,Polygon ZM,949.146053,2.560946,37.2856,0.679881,645.306,4.70789,71,11.93582899
1090,Polygon ZM,640.955909,1.616699,31.69,0.667431,427.794,2.8196,71,10.53911161
1106,Polygon ZM,1717.525853,5.008187,48.2471,0.492539,845.949,11.9908,71,24.48352161
1114,Polygon ZM,499.997208,1.154806,29.2497,0.719726,359.861,1.70334,52,8.197930418
1161,Polygon ZM,599.094943,1.463215,31.1351,0.78026,467.45,2.25258,71,6.841626874
1163,Polygon ZM,1045.221514,2.580426,40.9045,0.567506,593.169,5.73857,71,17.69095082
1176,Polygon ZM,1973.024826,5.855595,51.2573,0.612846,1209.16,17.355,71,19.84446872
1180,Polygon ZM,3281.542958,11.826346,59.9876,0.475538,1560.5,29.0461,71,31.46121667
1195,Polygon ZM,494.024164,1.020804,30.7387,0.761655,376.276,1.45417,71,7.326415452
1198,Polygon ZM,1237.246744,3.639335,40.7712,0.636177,787.108,9.22347,71,14.8335003
1203,Polygon ZM,545.462401,1.369237,29.3045,0.66327,361.789,2.08278,71,9.867704285
1208,Polygon ZM,598.18628,2.391262,24.3182,0.707871,423.439,3.0855,71,7.104051448
1209,Polygon ZM,3044.910738,10.780591,58.2991,0.394734,1201.93,23.7308,71,35.28646306
1226,Polygon ZM,1323.795386,3.599873,43.8617,0.52424,693.987,7.25752,52,20.86764239
1244,Polygon ZM,453.708229,1.059141,27.7146,0.695039,315.345,1.54057,71,8.451872131
1252,Polygon ZM,1787.197126,6.105774,45.4685,0.575667,1028.83,11.8649,71,19.29378501
1255,Polygon ZM,570.839468,1.960783,25.6276,0.683649,390.254,2.55671,71,8.107316888
1257,Polygon ZM,917.587647,2.615528,35.6678,0.647222,593.883,5.03873,71,12.58281515
1271,Polygon ZM,433.535961,1.155254,25.3568,0.73724,319.62,1.704,71,6.662752768
1281,Polygon ZM,1192.895056,3.315601,41.1841,0.637271,760.198,6.45772,71,14.93866741
1282,Polygon ZM,565.265382,1.117113,33.6211,0.615548,347.948,1.83938,71,12.92569914
1289,Polygon ZM,809.950011,1.425279,42.6498,0.581204,470.746,3.05279,71,17.86156564
