FID,Shape,Shape_Leng,Shape_Area,RATIO,CONVEX,PERIM,AREA,MAJORITY,SCORE
10833,Polygon ZM,527.100027,1.97293,23.591,0.802624,423.063,2.39433,71,4.656297216
10856,Polygon ZM,574.801471,2.834043,21.4646,0.802096,461.046,3.48954,71,4.247930198
10861,Polygon ZM,394.978176,1.079054,23.9034,0.873038,344.831,1.28138,71,3.034823471
10923,Polygon ZM,836.518139,2.71296,31.9273,0.721212,603.307,4.36558,71,8.900948112
10944,Polygon ZM,420.922583,1.247621,23.6902,0.793493,333.999,1.56448,71,4.892192131
11003,Polygon ZM,339.518435,1.02497,21.0822,0.904581,307.122,1.10233,71,2.011642442
11057,Polygon ZM,777.94994,4.984225,21.9059,0.781787,608.191,5.88177,71,4.780152157
11071,Polygon ZM,427.646049,1.851055,19.7598,0.813037,347.692,2.14028,71,3.694351487
11083,Polygon ZM,285.433453,1.005372,17.8958,0.880069,251.201,1.09238,71,2.14626119
11095,Polygon ZM,458.030677,1.855554,21.1381,0.813935,372.807,2.17119,71,3.933060577
11113,Polygon ZM,1407.627122,8.487041,30.3751,0.652188,918.038,12.3729,71,10.56482428
11122,Polygon ZM,710.506415,2.954993,25.9835,0.831186,590.563,4.1945,52,4.386378569
11151,Polygon ZM,355.154202,1.013932,22.1728,0.787292,279.61,1.26263,71,4.716331942
11183,Polygon ZM,660.752054,3.190997,23.2533,0.791805,523.187,3.97914,71,4.841220794
11253,Polygon ZM,410.383686,1.660254,20.0222,0.820189,336.592,1.8988,71,3.600211804
11297,Polygon ZM,336.070883,1.04872,20.6305,0.802777,269.79,1.20702,71,4.068809102
11314,Polygon ZM,510.105493,1.393133,27.1689,0.881157,449.483,1.82252,71,3.228833583
11321,Polygon ZM,471.772227,1.126028,27.949,0.752342,354.934,1.79401,71,6.921793442
11322,Polygon ZM,749.038484,3.24657,26.1337,0.748753,560.845,4.14416,71,6.566013724
11323,Polygon ZM,632.846893,1.965692,28.3759,0.808488,511.649,3.04396,71,5.434325361
11333,Polygon ZM,510.890868,1.544221,25.8453,0.820917,419.399,2.20195,71,4.62845386
11358,Polygon ZM,617.253434,3.31687,21.3063,0.799289,493.364,3.64093,71,4.276408779
11363,Polygon ZM,399.727609,1.258531,22.3996,0.816126,326.228,1.54456,71,4.11870405
11449,Polygon ZM,440.922659,1.009147,27.5927,0.777728,342.918,1.43457,71,6.133084614
11476,Polygon ZM,617.809579,2.215526,26.093,0.842167,520.299,3.02657,71,4.118336469
11483,Polygon ZM,408.234291,1.306465,22.4527,0.81624,333.217,1.81123,71,4.125908152
