ID,B2,B3,B4,B5,B6,B7,Class,nbr,ndsi,ndvi,Season
1_2_1_13,0.117108434,0.10031405,0.121726364,0.20794697,0.30722013,0.18650427,scrub,0.05436083,-0.5077024,0.26153347,1
1_2_1_14,0.11641102,0.10048043,0.11756612,0.20696452,0.29189974,0.1792157,scrub,0.07185459,-0.48784146,0.2754698,1
1_2_1_15,0.11078259,0.090637535,0.102761075,0.17560297,0.25452027,0.15702948,scrub,0.055837885,-0.47480524,0.26167855,1
1_2_1_16,0.11078259,0.090637535,0.102761075,0.17560297,0.25452027,0.15702948,scrub,0.055837885,-0.47480524,0.26167855,1
1_2_1_17,0.109429166,0.0871071,0.09663174,0.16130103,0.22918183,0.14169517,scrub,0.064706616,-0.44919285,0.25072148,1
1_2_1_18,0.11007645,0.09000641,0.10485181,0.17960714,0.25336033,0.1541883,scrub,0.07615093,-0.47574183,0.26279828,1
1_2_1_19,0.11043267,0.09254262,0.107758,0.1846209,0.26305562,0.15869579,scrub,0.075513706,-0.47951025,0.26288798,1
1_2_1_20,0.11043267,0.09254262,0.107758,0.1846209,0.26305562,0.15869579,scrub,0.075513706,-0.47951025,0.26288798,1
1_2_1_21,0.11336197,0.09432535,0.10973789,0.18685739,0.2720616,0.16736001,scrub,0.05504354,-0.48510528,0.26001593,1
1_2_1_22,0.11530313,0.09967391,0.11813894,0.19815099,0.29769772,0.18383142,scrub,0.037487507,-0.49833405,0.2529706,1
1_2_1_23,0.11332761,0.0962234,0.115684465,0.2004773,0.30320925,0.1829111,scrub,0.0458183,-0.5181996,0.26819447,1
1_2_1_24,0.11335189,0.09648388,0.11763434,0.20278087,0.30601478,0.18161094,scrub,0.055073835,-0.5205754,0.2657381,1
1_2_1_25,0.11335189,0.09648388,0.11763434,0.20278087,0.30601478,0.18161094,scrub,0.055073835,-0.5205754,0.2657381,1
1_2_1_26,0.116037354,0.10008986,0.12319403,0.21069491,0.3057728,0.18264906,scrub,0.07130107,-0.5067797,0.26206583,1
1_2_1_27,0.11431278,0.09967311,0.1209635,0.20581493,0.3030905,0.18137842,scrub,0.06311189,-0.50505406,0.25966042,1
1_2_1_28,0.118317574,0.09983456,0.11941473,0.19774523,0.29802674,0.18840414,scrub,0.024190357,-0.4981439,0.24697475,1
1_2_1_29,0.11742928,0.10032989,0.11649209,0.18577987,0.28228527,0.18362707,scrub,0.005827721,-0.47555718,0.2292233,1
1_2_1_30,0.11742928,0.10032989,0.11649209,0.18577987,0.28228527,0.18362707,scrub,0.005827721,-0.47555718,0.2292233,1
1_2_1_31,0.114053525,0.09338205,0.1024109,0.16372225,0.24644633,0.15623432,scrub,0.023402935,-0.4504164,0.23037848,1
1_2_1_32,0.114053525,0.09338205,0.1024109,0.16372225,0.24644633,0.15623432,scrub,0.023402935,-0.4504164,0.23037848,1
1_2_1_33,0.115828976,0.09676653,0.10908795,0.18124104,0.27014196,0.16777396,scrub,0.038585946,-0.47253042,0.2485218,1
1_2_1_34,0.11424132,0.0951861,0.10925949,0.18288612,0.27555424,0.16973045,scrub,0.037308708,-0.486508,0.2520203,1
1_2_1_35,0.111948594,0.095001504,0.11071476,0.19368449,0.27522063,0.16647616,scrub,0.075544976,-0.48678648,0.27256876,1
1_2_1_36,0.113105595,0.09486155,0.1113459,0.19098547,0.2749706,0.1652661,scrub,0.07219442,-0.48700213,0.26341814,1
1_2_1_37,0.113105595,0.09486155,0.1113459,0.19098547,0.2749706,0.1652661,scrub,0.07219442,-0.48700213,0.26341814,1
1_2_1_38,0.11345063,0.09525377,0.112499446,0.18855934,0.27460912,0.16539195,scrub,0.065453604,-0.48492387,0.25264132,1
1_2_1_39,0.11570298,0.09906165,0.118216634,0.19926819,0.28268015,0.17085338,scrub,0.07677157,-0.48100182,0.2552927,1
1_2_1_40,0.119635716,0.10378277,0.1247901,0.20579818,0.29303437,0.17989281,scrub,0.06716613,-0.47692394,0.24504219,1
1_2_1_41,0.12137395,0.10593308,0.12795459,0.21467051,0.3013445,0.1841124,scrub,0.07662843,-0.47979912,0.25309274,1
1_2_1_42,0.12137395,0.10593308,0.12795459,0.21467051,0.3013445,0.1841124,scrub,0.07662843,-0.47979912,0.25309274,1
1_2_1_43,0.11611618,0.09940636,0.119773954,0.20535535,0.30356875,0.18307915,scrub,0.057348646,-0.5066377,0.26322263,1
1_2_1_44,0.116181634,0.10079956,0.12256127,0.20921037,0.31230336,0.18817271,scrub,0.052940484,-0.51198816,0.2611709,1
1_2_1_45,0.11859326,0.105342135,0.12877038,0.23025316,0.3271274,0.19844517,scrub,0.074196674,-0.5128344,0.2826633,1
1_2_1_46,0.117405176,0.1016887,0.12385896,0.21662512,0.32080525,0.19208837,scrub,0.06003413,-0.5186265,0.27245376,1
1_2_1_47,0.117405176,0.1016887,0.12385896,0.21662512,0.32080525,0.19208837,scrub,0.06003413,-0.5186265,0.27245376,1
1_2_1_48,0.115435384,0.09953073,0.118576966,0.20621741,0.29218295,0.17914316,scrub,0.070256926,-0.491819,0.26983362,1
1_2_1_49,0.11347469,0.093620144,0.10769242,0.17881055,0.2612965,0.16120425,scrub,0.05178099,-0.47243872,0.24822825,1
1_2_1_50,0.11479173,0.09759316,0.11439621,0.19452035,0.28841856,0.17567389,scrub,0.050909672,-0.49435133,0.2593715,1
1_2_1_51,0.11479173,0.09759316,0.11439621,0.19452035,0.28841856,0.17567389,scrub,0.050909672,-0.49435133,0.2593715,1
1_2_1_52,0.117276445,0.09962647,0.11593863,0.1928305,0.296211,0.18471989,scrub,0.0214822,-0.49662942,0.24902706,1
1_2_1_53,0.1140137,0.09645495,0.1144689,0.1917367,0.29366204,0.18005458,scrub,0.03142119,-0.5055076,0.2523396,1
1_2_1_54,0.11095716,0.093115166,0.11337593,0.19875783,0.2954669,0.1750688,scrub,0.063369036,-0.5207439,0.27354264,1
1_2_1_55,0.11495483,0.09893258,0.12100268,0.21062806,0.31037098,0.18489167,scrub,0.0650698,-0.5165809,0.27025655,1
1_2_1_56,0.11495483,0.09893258,0.12100268,0.21062806,0.31037098,0.18489167,scrub,0.0650698,-0.5165809,0.27025655,1
1_2_1_57,0.11628775,0.10118794,0.124965236,0.21497023,0.31295544,0.18622345,scrub,0.071653135,-0.5113386,0.26477084,1
1_2_1_58,0.1139533,0.09848787,0.12076892,0.20925482,0.3036069,0.1796678,scrub,0.0760743,-0.5101261,0.26811978,1
1_2_1_59,0.113668054,0.095284864,0.1159463,0.20153224,0.30097795,0.18206123,scrub,0.050759517,-0.5190825,0.26958025,1
1_2_1_60,0.118456185,0.10417345,0.12008041,0.19665904,0.2854802,0.18466431,scrub,0.031455547,-0.46530232,0.24177168,1
1_2_1_61,0.118456185,0.10417345,0.12008041,0.19665904,0.2854802,0.18466431,scrub,0.031455547,-0.46530232,0.24177168,1
1_2_1_62,0.116203144,0.09944753,0.117302984,0.19797935,0.2640019,0.17648146,scrub,0.057410255,-0.45275727,0.25588608,1
1_2_1_63,0.1226943,0.103603005,0.11653566,0.18677367,0.27332857,0.17719376,scrub,0.026320795,-0.45028216,0.2315722,1
1_2_1_64,0.1226943,0.103603005,0.11653566,0.18677367,0.27332857,0.17719376,scrub,0.026320795,-0.45028216,0.2315722,1
1_2_1_65,0.11994991,0.10042262,0.115056604,0.18144214,0.27496934,0.17497578,scrub,0.018142631,-0.46497193,0.2238982,1
1_2_1_66,0.11135922,0.091389075,0.103376344,0.17262885,0.2506494,0.155236,scrub,0.05304882,-0.46562108,0.25091016,1
1_2_1_67,0.111267544,0.09188363,0.104977936,0.18272665,0.2548057,0.1556434,scrub,0.08004032,-0.46993682,0.270238,1
1_2_1_68,0.11215481,0.09310679,0.10638544,0.18355279,0.25945213,0.15719113,scrub,0.07736502,-0.4718228,0.26615098,1
1_2_1_69,0.11215481,0.09310679,0.10638544,0.18355279,0.25945213,0.15719113,scrub,0.07736502,-0.4718228,0.26615098,1
1_2_1_70,0.11241064,0.092058375,0.10591483,0.17704286,0.26278627,0.15955016,scrub,0.051969875,-0.4811342,0.25137335,1
1_2_1_71,0.113415174,0.09537727,0.11150922,0.18624951,0.27032673,0.16359419,scrub,0.06475841,-0.4783909,0.25100958,1
1_2_1_72,0.11928007,0.10226944,0.12155335,0.20023227,0.2837549,0.17326641,scrub,0.072197996,-0.47013992,0.24450727,1
1_2_1_73,0.1190534,0.103346825,0.12483953,0.20726433,0.29523885,0.17989364,scrub,0.07069644,-0.48143232,0.24818984,1
1_2_1_74,0.1190534,0.103346825,0.12483953,0.20726433,0.29523885,0.17989364,scrub,0.07069644,-0.48143232,0.24818984,1
1_2_1_75,0.11502384,0.09752062,0.11767989,0.20115668,0.29771596,0.17870793,scrub,0.05909671,-0.5065203,0.26181686,1
1_2_1_76,0.114904374,0.09839709,0.118154116,0.20547645,0.29968706,0.17961183,scrub,0.06716542,-0.50564677,0.26982102,1
1_2_1_77,0.11533694,0.098733224,0.12058456,0.2112996,0.3040892,0.18276852,scrub,0.072401375,-0.5097928,0.27333343,1
1_2_1_78,0.11329025,0.09679152,0.11598208,0.2049765,0.292401,0.17640626,scrub,0.074912235,-0.50260335,0.27727696,1
1_2_1_79,0.11329025,0.09679152,0.11598208,0.2049765,0.292401,0.17640626,scrub,0.074912235,-0.50260335,0.27727696,1
1_2_1_80,0.11405641,0.096638426,0.11488803,0.20153804,0.298504,0.17848349,scrub,0.060666446,-0.5108679,0.27383968,1
1_2_1_81,0.11389883,0.09706394,0.115820706,0.2011971,0.30567312,0.18320933,scrub,0.046793632,-0.5179786,0.26931104,1
1_2_1_82,0.11484981,0.100059524,0.12080999,0.21132526,0.31429163,0.18931413,scrub,0.054940008,-0.5170303,0.27252534,1
1_2_1_83,0.11484981,0.100059524,0.12080999,0.21132526,0.31429163,0.18931413,scrub,0.054940008,-0.5170303,0.27252534,1
1_2_1_84,0.11300957,0.09447834,0.111549884,0.18668607,0.28594145,0.17542121,scrub,0.03110918,-0.5032943,0.25193536,1
1_2_1_85,0.10965009,0.09092516,0.10581167,0.18216336,0.27105057,0.16331431,scrub,0.054559372,-0.4976174,0.26513302,1
1_2_1_86,0.11133219,0.094077416,0.1151327,0.20477957,0.29625735,0.17485425,scrub,0.07882679,-0.5179655,0.2802233,1
1_2_1_87,0.11644949,0.101572245,0.12438243,0.2157031,0.31567478,0.1878891,scrub,0.068916105,-0.5131314,0.26852265,1
1_2_1_88,0.11644949,0.101572245,0.12438243,0.2157031,0.31567478,0.1878891,scrub,0.068916105,-0.5131314,0.26852265,1
1_2_1_89,0.114571065,0.098684676,0.12172665,0.20915963,0.31158245,0.185517,scrub,0.0599038,-0.5189248,0.26423877,1
1_2_1_90,0.113554806,0.09677571,0.11770175,0.20556808,0.30022326,0.1767396,scrub,0.07540647,-0.5124637,0.27180493,1
1_2_1_91,0.110324174,0.09385951,0.11304402,0.19898699,0.2935105,0.17392346,scrub,0.067210585,-0.51540124,0.27543086,1
1_2_1_92,0.11693995,0.10249318,0.11987462,0.20053905,0.28731036,0.18167555,scrub,0.04935316,-0.47412905,0.25175092,1
1_2_1_93,0.11693995,0.10249318,0.11987462,0.20053905,0.28731036,0.18167555,scrub,0.04935316,-0.47412905,0.25175092,1
1_2_1_94,0.118180126,0.101316124,0.11893489,0.19668682,0.27530766,0.18101403,scrub,0.04149524,-0.461977,0.24634531,1
1_2_1_95,0.12418295,0.11027728,0.12876923,0.21030027,0.33086467,0.21144898,scrub,-0.002723693,-0.5000372,0.24045523,1
1_2_1_96,0.12344818,0.10557811,0.123387024,0.20213716,0.3150608,0.20025453,scrub,0.004678595,-0.49801072,0.24191792,1
1_2_1_97,0.12344818,0.10557811,0.123387024,0.20213716,0.3150608,0.20025453,scrub,0.004678595,-0.49801072,0.24191792,1
1_2_1_98,0.120848075,0.10382272,0.118850976,0.19634014,0.29594994,0.18789169,scrub,0.021987902,-0.48059118,0.2458482,1
1_2_1_99,0.116409115,0.09639157,0.10881296,0.1849452,0.26739323,0.16688012,scrub,0.05134673,-0.47006267,0.2591664,1
1_2_1_100,0.11800003,0.09979529,0.112740874,0.19852874,0.27798676,0.17477739,scrub,0.06362432,-0.471678,0.27560627,1
1_2_1_101,0.11553885,0.10052925,0.11398269,0.20003237,0.273565,0.17031008,scrub,0.08025623,-0.46254584,0.27403042,1
1_2_1_102,0.11553885,0.10052925,0.11398269,0.20003237,0.273565,0.17031008,scrub,0.08025623,-0.46254584,0.27403042,1
1_2_1_103,0.113112964,0.09406569,0.10807461,0.1798427,0.25374517,0.15537497,scrub,0.07299055,-0.4590986,0.2492663,1
1_2_1_104,0.11175225,0.09264969,0.10844122,0.18115902,0.26223767,0.15804115,scrub,0.06815407,-0.47786424,0.25109717,1
1_2_1_105,0.11437116,0.09465256,0.11107481,0.18910323,0.27555898,0.16641715,scrub,0.06381091,-0.48865688,0.25994045,1
1_2_1_106,0.11619447,0.100090414,0.12031056,0.20233771,0.2913275,0.17622484,scrub,0.06897901,-0.48857522,0.2542309,1
1_2_1_107,0.11619447,0.100090414,0.12031056,0.20233771,0.2913275,0.17622484,scrub,0.06897901,-0.48857522,0.2542309,1
1_2_1_108,0.11420396,0.09730564,0.11665179,0.20151944,0.29380393,0.1761381,scrub,0.06720729,-0.5024124,0.2667358,1
1_2_1_109,0.116029724,0.09904661,0.11843257,0.20576411,0.2908966,0.17550904,scrub,0.07935277,-0.49199468,0.2693783,1
1_2_1_110,0.11592416,0.100590885,0.119198635,0.20655455,0.29164705,0.17862439,scrub,0.07251216,-0.48709252,0.26816595,1
1_2_1_111,0.11592416,0.100590885,0.119198635,0.20655455,0.29164705,0.17862439,scrub,0.07251216,-0.48709252,0.26816595,1
1_2_1_112,0.11504155,0.09796226,0.1160744,0.20302272,0.2914616,0.17705995,scrub,0.06830822,-0.49688616,0.2724823,1
1_2_1_113,0.11485417,0.097235605,0.11549629,0.20359232,0.30223557,0.18224667,scrub,0.055322677,-0.51317835,0.2760864,1
1_2_1_114,0.11157967,0.09412216,0.11211067,0.19899252,0.3010919,0.17921725,scrub,0.052286517,-0.5236902,0.2792702,1
1_2_1_115,0.11167395,0.09343809,0.111635536,0.19627613,0.2910461,0.17443946,scrub,0.0589041,-0.5139562,0.27488595,1
1_2_1_116,0.11167395,0.09343809,0.111635536,0.19627613,0.2910461,0.17443946,scrub,0.0589041,-0.5139562,0.27488595,1
1_2_1_117,0.11015025,0.08997202,0.10527016,0.17862257,0.2774815,0.16750859,scrub,0.032109175,-0.51029444,0.25838074,1
1_2_1_118,0.10920441,0.089955926,0.10701192,0.18626258,0.27358198,0.16401732,scrub,0.063507095,-0.5051084,0.2702269,1
1_2_1_119,0.11262038,0.096627876,0.11883387,0.21082391,0.30453587,0.18022405,scrub,0.07825092,-0.51826215,0.27904707,1
1_2_1_120,0.11515392,0.100317605,0.124464475,0.21642287,0.311962,0.18484381,scrub,0.07869844,-0.5133516,0.26976183,1
1_2_1_121,0.11515392,0.100317605,0.124464475,0.21642287,0.311962,0.18484381,scrub,0.07869844,-0.5133516,0.26976183,1
1_2_1_122,0.11294877,0.09741449,0.11972687,0.2058741,0.30512202,0.18095154,scrub,0.06442842,-0.51599675,0.26457918,1
1_2_1_123,0.110418774,0.09360965,0.11321065,0.1981897,0.2908739,0.17151988,scrub,0.072137244,-0.5130629,0.27289325,1
1_2_1_124,0.11079982,0.09257458,0.109639324,0.19049771,0.27994883,0.1699687,scrub,0.056951262,-0.5029865,0.2694049,1
1_2_1_125,0.1153901,0.0981798,0.116410255,0.19410235,0.2913956,0.18068671,scrub,0.03579516,-0.4959651,0.25020593,1
1_2_1_126,0.1153901,0.0981798,0.116410255,0.19410235,0.2913956,0.18068671,scrub,0.03579516,-0.4959651,0.25020593,1
1_2_1_127,0.1139108,0.09444101,0.10871746,0.17966712,0.26500207,0.16711691,scrub,0.036190264,-0.47451478,0.24602446,1
1_2_1_128,0.12053442,0.10605282,0.12640075,0.2124621,0.32925278,0.20409289,scrub,0.020091483,-0.5127431,0.253971,1
1_2_1_129,0.118483886,0.09991148,0.11920561,0.19750139,0.314295,0.19409584,scrub,0.008696578,-0.51757646,0.24721836,1
1_2_1_130,0.118483886,0.09991148,0.11920561,0.19750139,0.314295,0.19409584,scrub,0.008696578,-0.51757646,0.24721836,1
1_2_1_131,0.11837916,0.10358374,0.1228146,0.20822549,0.32051563,0.1974835,scrub,0.026477091,-0.5115119,0.25800768,1
1_2_1_132,0.12078123,0.1039214,0.123101264,0.21035129,0.3184458,0.19683552,scrub,0.033193044,-0.5079097,0.2616565,1
1_2_1_133,0.12428796,0.10973933,0.1298272,0.22758293,0.32006925,0.19941437,scrub,0.06596894,-0.48935717,0.27351135,1
1_2_1_134,0.12195733,0.10808645,0.12813117,0.22131151,0.31137705,0.19139165,scrub,0.07249729,-0.4846443,0.26665416,1
1_2_1_135,0.12195733,0.10808645,0.12813117,0.22131151,0.31137705,0.19139165,scrub,0.07249729,-0.4846443,0.26665416,1
1_2_1_136,0.117937036,0.10277042,0.11975641,0.20003518,0.28203022,0.17329776,scrub,0.07161817,-0.4658511,0.25103468,1
1_2_1_137,0.114161134,0.09673061,0.11358407,0.1853963,0.2719106,0.16642089,scrub,0.053935416,-0.4752046,0.24019045,1
1_2_1_138,0.114684805,0.09613749,0.11459156,0.1925008,0.2818658,0.17144457,scrub,0.057855483,-0.4913405,0.2536997,1
1_2_1_139,0.11598037,0.09811877,0.11814855,0.20198941,0.29212868,0.17764837,scrub,0.0641165,-0.4971459,0.2618898,1
1_2_1_140,0.11598037,0.09811877,0.11814855,0.20198941,0.29212868,0.17764837,scrub,0.0641165,-0.4971459,0.2618898,1
1_2_1_141,0.11517139,0.09854078,0.116895035,0.20042735,0.293059,0.17696556,scrub,0.06216807,-0.49672708,0.26324117,1
1_2_1_142,0.115853794,0.098357685,0.11302922,0.19272819,0.27837312,0.17227855,scrub,0.05602537,-0.4778357,0.2606608,1
1_2_1_143,0.11657111,0.09938454,0.11514264,0.194556,0.28642857,0.17928267,scrub,0.04085541,-0.48480475,0.2564214,1
1_2_1_144,0.11657111,0.09938454,0.11514264,0.194556,0.28642857,0.17928267,scrub,0.04085541,-0.48480475,0.2564214,1
1_2_1_145,0.11727454,0.101327315,0.12160389,0.20705046,0.30412555,0.18677384,scrub,0.051486466,-0.5001771,0.25998914,1
1_2_1_146,0.11361563,0.09671433,0.11600394,0.20270842,0.3025812,0.1805323,scrub,0.05786472,-0.5155752,0.2720462,1
1_2_1_147,0.11155611,0.0943518,0.11244653,0.1972671,0.2922789,0.17501602,scrub,0.059769254,-0.511928,0.27386773,1
1_2_1_148,0.11236143,0.09391648,0.110527344,0.19007164,0.29235673,0.17916739,scrub,0.02953169,-0.5137303,0.26461932,1
1_2_1_149,0.11236143,0.09391648,0.110527344,0.19007164,0.29235673,0.17916739,scrub,0.02953169,-0.5137303,0.26461932,1
1_2_1_150,0.110254586,0.09114456,0.10723148,0.18379653,0.27173242,0.16506532,scrub,0.053692333,-0.49765587,0.2630848,1
1_2_1_151,0.110650875,0.0919189,0.11101259,0.1932998,0.2889806,0.17178361,scrub,0.058934994,-0.5173588,0.27040374,1
1_2_1_152,0.11261165,0.09669307,0.118815064,0.20937261,0.30101997,0.17812762,scrub,0.080632195,-0.5137546,0.2759322,1
1_2_1_153,0.11303768,0.09757568,0.11991368,0.2092826,0.30311835,0.180852,scrub,0.07287385,-0.51296663,0.2714761,1
1_2_1_154,0.11303768,0.09757568,0.11991368,0.2092826,0.30311835,0.180852,scrub,0.07287385,-0.51296663,0.2714761,1
1_2_1_155,0.112673834,0.09654988,0.1173035,0.20517941,0.3013438,0.17934854,scrub,0.06717552,-0.51469505,0.2724979,1
1_2_1_156,0.111897595,0.09497312,0.1138947,0.19826609,0.29724824,0.17732868,scrub,0.05574469,-0.51571673,0.27028182,1
1_2_1_157,0.11236335,0.09463109,0.11224131,0.19235002,0.2887641,0.17753935,scrub,0.040040802,-0.5063522,0.2630039,1
1_2_1_158,0.115664534,0.09602401,0.11494749,0.19239575,0.298751,0.18513201,scrub,0.019240268,-0.51352537,0.2519927,1
1_2_1_159,0.115664534,0.09602401,0.11494749,0.19239575,0.298751,0.18513201,scrub,0.019240268,-0.51352537,0.2519927,1
1_2_1_160,0.115186214,0.09664643,0.11268535,0.18311504,0.2767169,0.1748316,scrub,0.02314154,-0.48229286,0.23809868,1
1_2_1_161,0.118852645,0.10546897,0.12662938,0.21089518,0.3117785,0.19244325,scrub,0.045748007,-0.4944536,0.24965827,1
1_2_1_162,0.11632511,0.09937225,0.11774563,0.19344133,0.30224675,0.18527707,scrub,0.021557592,-0.5051417,0.2432483,1
1_2_1_163,0.11632511,0.09937225,0.11774563,0.19344133,0.30224675,0.18527707,scrub,0.021557592,-0.5051417,0.2432483,1
1_2_1_164,0.118966386,0.10505076,0.124810144,0.21150199,0.31203982,0.19175044,scrub,0.04898061,-0.49626887,0.25777197,1
1_2_1_165,0.11842852,0.10068527,0.12065637,0.20288238,0.3041754,0.18681157,scrub,0.041239575,-0.5026177,0.25414577,1
1_2_1_166,0.11882266,0.10153276,0.121102646,0.20102532,0.30282384,0.18629166,scrub,0.038040306,-0.49780586,0.24810846,1
1_2_1_167,0.11660822,0.10184812,0.12293984,0.20802581,0.30856162,0.18664616,scrub,0.05417068,-0.50367594,0.257084,1
1_2_1_168,0.11660822,0.10184812,0.12293984,0.20802581,0.30856162,0.18664616,scrub,0.05417068,-0.50367594,0.257084,1
1_2_1_169,0.11775212,0.101267576,0.1226285,0.2064204,0.3025149,0.18332267,scrub,0.05926401,-0.4984053,0.25464877,1
1_2_1_170,0.11617591,0.099489,0.11919446,0.19435135,0.28671402,0.17490715,scrub,0.052657414,-0.48478392,0.23969984,1
1_2_1_171,0.11612927,0.09939247,0.11859758,0.19672221,0.29016602,0.17773956,scrub,0.050693154,-0.48971733,0.24776316,1
1_2_1_172,0.11640285,0.098010026,0.11742662,0.19895044,0.2925483,0.17948401,scrub,0.05143937,-0.498103,0.2576793,1
1_2_1_173,0.11640285,0.098010026,0.11742662,0.19895044,0.2925483,0.17948401,scrub,0.05143937,-0.498103,0.2576793,1
1_2_1_174,0.11656158,0.100024864,0.11771497,0.20296556,0.2955166,0.18141921,scrub,0.05605412,-0.4942383,0.26584274,1
1_2_1_175,0.118159056,0.10247448,0.12141885,0.20683962,0.29955605,0.18528362,scrub,0.054972526,-0.49021542,0.26022413,1
1_2_1_176,0.11570078,0.098668836,0.1189705,0.2043404,0.30578494,0.18573976,scrub,0.047684155,-0.5120884,0.26404893,1
1_2_1_177,0.11570078,0.098668836,0.1189705,0.2043404,0.30578494,0.18573976,scrub,0.047684155,-0.5120884,0.26404893,1
1_2_1_178,0.115359664,0.098710015,0.11648491,0.19673458,0.29743195,0.18220937,scrub,0.03833075,-0.50164324,0.25620905,1
1_2_1_179,0.11018193,0.09163715,0.109663025,0.19074282,0.28554267,0.16982836,scrub,0.05800371,-0.51409304,0.26990086,1
1_2_1_180,0.1111549,0.09202417,0.110670276,0.19392338,0.28993326,0.17313123,scrub,0.05664595,-0.51814437,0.27332515,1
1_2_1_181,0.1154616,0.098818585,0.11611431,0.19379248,0.30123758,0.18772647,scrub,0.015899628,-0.50597644,0.2506501,1
1_2_1_182,0.1154616,0.098818585,0.11611431,0.19379248,0.30123758,0.18772647,scrub,0.015899628,-0.50597644,0.2506501,1
1_2_1_183,0.1122662,0.09289069,0.10867595,0.18311307,0.28043103,0.1718879,scrub,0.031620093,-0.5023558,0.25510597,1
1_2_1_184,0.10915789,0.08949472,0.10799955,0.18750101,0.28411096,0.1681112,scrub,0.054525144,-0.5209135,0.26904,1
1_2_1_185,0.1109228,0.093109444,0.11283834,0.1973109,0.2886722,0.17023325,scrub,0.07367182,-0.5122372,0.27236098,1
1_2_1_186,0.11129237,0.09422852,0.11374655,0.1992499,0.29164457,0.17357218,scrub,0.068873905,-0.5116088,0.2731767,1
1_2_1_187,0.11129237,0.09422852,0.11374655,0.1992499,0.29164457,0.17357218,scrub,0.068873905,-0.5116088,0.2731767,1
1_2_1_188,0.1120157,0.095844,0.11503154,0.20277736,0.29754022,0.1782454,scrub,0.064384505,-0.51272064,0.27609617,1
1_2_1_189,0.11149524,0.093790755,0.113385215,0.19901234,0.29813448,0.17713863,scrub,0.05815142,-0.5213845,0.27409664,1
1_2_1_190,0.11162907,0.09296079,0.10899871,0.18429619,0.2830397,0.17348905,scrub,0.030205667,-0.50552833,0.2567296,1
1_2_1_191,0.11322428,0.093150616,0.1097544,0.18634297,0.29548126,0.1834062,scrub,0.007942589,-0.5206229,0.25866008,1
1_2_1_192,0.11322428,0.093150616,0.1097544,0.18634297,0.29548126,0.1834062,scrub,0.007942589,-0.5206229,0.25866008,1
1_2_1_193,0.12100585,0.10396804,0.12072644,0.19363624,0.29894355,0.19462016,scrub,-0.002534211,-0.48391637,0.23192894,1
1_2_1_194,0.12521204,0.10828948,0.13025682,0.20407906,0.310535,0.19597647,scrub,0.020253679,-0.4828885,0.22080263,1
1_2_1_195,0.1179605,0.10229096,0.12165658,0.1956217,0.30372998,0.1898151,scrub,0.015064973,-0.49612963,0.2331238,1
1_2_1_196,0.1179605,0.10229096,0.12165658,0.1956217,0.30372998,0.1898151,scrub,0.015064973,-0.49612963,0.2331238,1
1_2_1_197,0.11815634,0.10107051,0.12208299,0.20494324,0.3094235,0.19029811,scrub,0.037053637,-0.50756645,0.25337493,1
1_2_1_198,0.118016966,0.10154471,0.1233897,0.20233111,0.30738556,0.18830875,scrub,0.03589589,-0.5033642,0.24235913,1
1_2_1_199,0.11641975,0.0998534,0.12118827,0.20144497,0.3011628,0.1835254,scrub,0.04654792,-0.5019982,0.24875522,1
1_2_1_200,0.117683664,0.102046385,0.12355455,0.21045427,0.31038198,0.18779553,scrub,0.056895785,-0.5051437,0.26017192,1
1_2_1_201,0.117683664,0.102046385,0.12355455,0.21045427,0.31038198,0.18779553,scrub,0.056895785,-0.5051437,0.26017192,1
1_2_1_202,0.11826652,0.10230622,0.12566574,0.2117946,0.316079,0.19023824,scrub,0.053618412,-0.5109472,0.2552266,1
1_2_1_203,0.11760021,0.101424694,0.12296726,0.20490423,0.30196118,0.18369736,scrub,0.05457227,-0.49713314,0.24990575,1
1_2_1_204,0.11833528,0.101468295,0.121486515,0.20509082,0.29646355,0.1810902,scrub,0.062148612,-0.49002174,0.25600156,1
1_2_1_205,0.11750693,0.100903474,0.119868636,0.20036054,0.295825,0.18309627,scrub,0.045022704,-0.49132225,0.25135717,1
1_2_1_206,0.11750693,0.100903474,0.119868636,0.20036054,0.295825,0.18309627,scrub,0.045022704,-0.49132225,0.25135717,1
1_2_1_207,0.11936705,0.10366745,0.12130857,0.20527188,0.3001362,0.18603896,scrub,0.04915,-0.48654526,0.2570984,1
1_2_1_208,0.118248776,0.103055984,0.122020476,0.20981684,0.30950522,0.19008717,scrub,0.049336024,-0.50040877,0.26457652,1
1_2_1_209,0.11499791,0.0984111,0.11757216,0.20297989,0.30900133,0.18739231,scrub,0.039930053,-0.5168969,0.26643953,1
1_2_1_210,0.11499791,0.0984111,0.11757216,0.20297989,0.30900133,0.18739231,scrub,0.039930053,-0.5168969,0.26643953,1
1_2_1_211,0.11501305,0.0959591,0.11248295,0.18565056,0.29172367,0.17931485,scrub,0.017359743,-0.5049607,0.24541894,1
1_2_1_212,0.10936226,0.09106983,0.108798966,0.18832952,0.2846463,0.16911283,scrub,0.05376164,-0.51522,0.26766384,1
1_2_1_213,0.11052567,0.09227457,0.11120242,0.19234581,0.29493728,0.17610887,scrub,0.04406769,-0.52338976,0.2673163,1
1_2_1_214,0.1163041,0.09946389,0.11778842,0.19571725,0.30382732,0.18692784,scrub,0.022970125,-0.50673914,0.2485723,1
