ID,B2,B3,B4,B5,B6,B7,Class,nbr,ndsi,ndvi,Season
1_1_0_0,0.105347686,0.093050316,0.07157226,0.35117936,0.20207073,0.11342241,ag,0.51174355,-0.36940914,0.66139805,1
1_1_0_1,0.10593198,0.09279784,0.07123569,0.3511837,0.20450574,0.11556664,ag,0.5048032,-0.37573683,0.6627253,1
1_1_0_2,0.10642305,0.09223685,0.07269852,0.34116232,0.20901819,0.12211569,ag,0.47281897,-0.38764942,0.64868134,1
1_1_0_3,0.10594109,0.0920022,0.072203934,0.34056553,0.20420808,0.11677967,ag,0.48931497,-0.3788048,0.65014887,1
1_1_0_4,0.10564004,0.09221415,0.072802976,0.34250954,0.20091295,0.11155783,ag,0.5086287,-0.3708248,0.6494063,1
1_1_0_5,0.10564004,0.09221415,0.072802976,0.34250954,0.20091295,0.11155783,ag,0.5086287,-0.3708248,0.6494063,1
1_1_0_6,0.105967045,0.093375936,0.07324439,0.33768684,0.20442319,0.11511774,ag,0.49153453,-0.37289315,0.64351994,1
1_1_0_7,0.10448782,0.09211227,0.07204121,0.3632723,0.200164,0.102480605,ag,0.55993575,-0.3696904,0.6690146,1
1_1_0_8,0.107969634,0.09557682,0.07637503,0.3711339,0.21835756,0.11310154,ag,0.53286546,-0.39110318,0.6586659,1
1_1_0_9,0.1049563,0.0933447,0.07305768,0.36716938,0.20479125,0.10571799,ag,0.552883,-0.37381116,0.66809094,1
1_1_0_10,0.1049563,0.0933447,0.07305768,0.36716938,0.20479125,0.10571799,ag,0.552883,-0.37381116,0.66809094,1
1_1_0_11,0.105752334,0.094018795,0.07381944,0.347874,0.20945019,0.112036996,ag,0.51278836,-0.38037294,0.6498905,1
1_1_0_12,0.10583216,0.09352954,0.07275976,0.35035786,0.20724362,0.11292736,ag,0.51249313,-0.3780726,0.65607786,1
1_1_0_13,0.106009156,0.09290158,0.07300192,0.35254797,0.20803013,0.114816844,ag,0.5086629,-0.3825737,0.6569055,1
1_1_0_14,0.106009156,0.09290158,0.07300192,0.35254797,0.20803013,0.114816844,ag,0.5086629,-0.3825737,0.6569055,1
1_1_0_15,0.10463666,0.091503814,0.06863508,0.35785383,0.20054522,0.109751016,ag,0.5305822,-0.37336677,0.678139,1
1_1_0_16,0.104627565,0.0917684,0.068949535,0.35262442,0.19992161,0.109249055,ag,0.5269308,-0.37078133,0.6728947,1
1_1_0_17,0.104620665,0.09151152,0.069007725,0.35264903,0.20016558,0.11296422,ag,0.5147723,-0.3725149,0.67268294,1
1_1_0_18,0.105639175,0.092135936,0.07106952,0.34341997,0.20359313,0.118622154,ag,0.486531,-0.37688956,0.65707445,1
1_1_0_19,0.10584,0.09282975,0.07214825,0.33951992,0.20173182,0.113331795,ag,0.49947503,-0.369709,0.64948344,1
1_1_0_20,0.10584,0.09282975,0.07214825,0.33951992,0.20173182,0.113331795,ag,0.49947503,-0.369709,0.64948344,1
1_1_0_21,0.10546469,0.09231616,0.07153643,0.35368806,0.20353249,0.108366355,ag,0.53093684,-0.37592307,0.6635357,1
1_1_0_22,0.10781264,0.09497088,0.07884784,0.35785675,0.21806562,0.115616426,ag,0.51162416,-0.39322805,0.6388962,1
1_1_0_23,0.10663329,0.09566936,0.07780902,0.3639923,0.21811344,0.11351693,ag,0.5245456,-0.3902192,0.6477647,1
1_1_0_24,0.106820315,0.09527162,0.0755104,0.3528768,0.21306902,0.11687091,ag,0.5024099,-0.3820366,0.6474666,1
1_1_0_25,0.106820315,0.09527162,0.0755104,0.3528768,0.21306902,0.11687091,ag,0.5024099,-0.3820366,0.6474666,1
1_1_0_26,0.10616748,0.09479113,0.074340075,0.35057056,0.21255776,0.11670818,ag,0.50047725,-0.3831692,0.65009075,1
1_1_0_27,0.10557361,0.09389827,0.07254898,0.35041624,0.21107167,0.11414976,ag,0.50857466,-0.38421297,0.6569506,1
1_1_0_28,0.105580986,0.09364489,0.07200577,0.3492561,0.2100605,0.11187137,ag,0.514792,-0.3833176,0.65814245,1
1_1_0_29,0.105580986,0.09364489,0.07200577,0.3492561,0.2100605,0.11187137,ag,0.514792,-0.3833176,0.65814245,1
1_1_0_30,0.10577099,0.09377827,0.0723247,0.3532198,0.20901524,0.112437636,ag,0.51708007,-0.38057938,0.66008395,1
1_1_0_31,0.105390504,0.09373774,0.0736554,0.34829736,0.20522246,0.109984845,ag,0.52001256,-0.37290823,0.6508832,1
1_1_0_32,0.105021775,0.09348954,0.07369006,0.33918446,0.20342606,0.106464304,ag,0.52220535,-0.37026185,0.643039,1
1_1_0_33,0.1054734,0.093753345,0.07435732,0.33488926,0.20467028,0.108220965,ag,0.5115393,-0.37167612,0.6366136,1
1_1_0_34,0.1054734,0.093753345,0.07435732,0.33488926,0.20467028,0.108220965,ag,0.5115393,-0.37167612,0.6366136,1
1_1_0_35,0.10386149,0.09184909,0.06913296,0.34995306,0.19592713,0.10380001,ag,0.5424824,-0.3616631,0.67007744,1
1_1_0_36,0.10349409,0.09061681,0.0663439,0.37045372,0.19045255,0.10423199,ag,0.56083786,-0.35519966,0.6962259,1
1_1_0_37,0.1044824,0.09169775,0.068813875,0.35978097,0.19754775,0.11196182,ag,0.52532685,-0.3659521,0.6788861,1
1_1_0_38,0.105008446,0.09163605,0.07070126,0.3482787,0.19896452,0.11479685,ag,0.5041982,-0.36933333,0.6625077,1
1_1_0_39,0.105008446,0.09163605,0.07070126,0.3482787,0.19896452,0.11479685,ag,0.5041982,-0.36933333,0.6625077,1
1_1_0_40,0.105490014,0.09154111,0.06924204,0.35112524,0.19913992,0.1142818,ag,0.5088953,-0.3701611,0.6705641,1
1_1_0_41,0.10467791,0.09153118,0.06923153,0.34863502,0.19660226,0.109979816,ag,0.52038264,-0.36466116,0.6686429,1
1_1_0_42,0.10531859,0.09252843,0.07008089,0.36047423,0.20386475,0.115749806,ag,0.5138851,-0.37563723,0.6744626,1
1_1_0_43,0.10531859,0.09252843,0.07008089,0.36047423,0.20386475,0.115749806,ag,0.5138851,-0.37563723,0.6744626,1
1_1_0_44,0.10540666,0.09275001,0.0714751,0.3522169,0.20469756,0.11419909,ag,0.5103123,-0.3763606,0.6626082,1
1_1_0_45,0.105845645,0.09276896,0.07126212,0.34762412,0.20819926,0.116328254,ag,0.49853364,-0.38352987,0.6597543,1
1_1_0_46,0.10598226,0.09277817,0.07378541,0.3332822,0.2080037,0.11769815,ag,0.47803426,-0.38308668,0.63747835,1
1_1_0_47,0.10521139,0.092548594,0.07165626,0.34543574,0.19776282,0.10709824,ag,0.52667314,-0.3624185,0.6564007,1
1_1_0_48,0.10521139,0.092548594,0.07165626,0.34543574,0.19776282,0.10709824,ag,0.52667314,-0.3624185,0.6564007,1
1_1_0_49,0.10550405,0.09297723,0.07427271,0.35934502,0.20669067,0.10667615,ag,0.5421833,-0.37946486,0.6574277,1
1_1_0_50,0.10694823,0.094836,0.07836729,0.36827528,0.2191306,0.113775864,ag,0.52795106,-0.3958848,0.6490827,1
1_1_0_51,0.10588768,0.09411517,0.07266864,0.36551455,0.21007955,0.11148536,ag,0.53255606,-0.3812176,0.66831845,1
1_1_0_52,0.10766584,0.096140265,0.07712206,0.3501525,0.21549708,0.1237829,ag,0.47763807,-0.38299906,0.63900465,1
1_1_0_53,0.10766584,0.096140265,0.07712206,0.3501525,0.21549708,0.1237829,ag,0.47763807,-0.38299906,0.63900465,1
1_1_0_54,0.105350666,0.09336384,0.07216465,0.35340482,0.2067475,0.11118567,ag,0.5213605,-0.37780535,0.66085607,1
1_1_0_55,0.10557322,0.09343745,0.07272777,0.35154906,0.2085712,0.11308404,ag,0.51323295,-0.38122666,0.6571683,1
1_1_0_56,0.10628589,0.09406844,0.07377184,0.3458755,0.21486425,0.11637553,ag,0.49648342,-0.39101014,0.6484103,1
1_1_0_57,0.10628589,0.09406844,0.07377184,0.3458755,0.21486425,0.11637553,ag,0.49648342,-0.39101014,0.6484103,1
1_1_0_58,0.10610153,0.09437097,0.07413493,0.3487424,0.21550444,0.11573343,ag,0.50166005,-0.39091024,0.64937854,1
1_1_0_59,0.10600609,0.09378708,0.07423852,0.35007566,0.2052879,0.1097099,ag,0.522778,-0.37281895,0.6500776,1
1_1_0_60,0.10562474,0.09344273,0.07404576,0.33582395,0.20386583,0.10722755,ag,0.51595896,-0.37140906,0.63868636,1
1_1_0_61,0.105672106,0.093272194,0.07340798,0.34055784,0.20527843,0.11329464,ag,0.50074244,-0.37516662,0.6453428,1
1_1_0_62,0.105672106,0.093272194,0.07340798,0.34055784,0.20527843,0.11329464,ag,0.50074244,-0.37516662,0.6453428,1
1_1_0_63,0.104421236,0.09137252,0.06865939,0.3603981,0.19810605,0.109494776,ag,0.53395855,-0.36870962,0.6799525,1
1_1_0_64,0.103819236,0.090994716,0.06674431,0.3688353,0.19272791,0.10721148,ag,0.54957587,-0.35856566,0.69353795,1
1_1_0_65,0.1049567,0.091572285,0.069544025,0.35866868,0.19890723,0.11593437,ag,0.511447,-0.36950952,0.6751894,1
1_1_0_66,0.105473936,0.091738075,0.07176674,0.34663478,0.20346904,0.11940898,ag,0.48756322,-0.3784833,0.656948,1
1_1_0_67,0.105473936,0.091738075,0.07176674,0.34663478,0.20346904,0.11940898,ag,0.48756322,-0.3784833,0.656948,1
1_1_0_68,0.10429354,0.09139803,0.06893268,0.3446175,0.19769649,0.11237708,ag,0.50819075,-0.3676945,0.6666297,1
1_1_0_69,0.1039708,0.09137217,0.06926792,0.34188795,0.19713548,0.10831116,ag,0.51882994,-0.36658755,0.6630576,1
1_1_0_70,0.10583004,0.0929029,0.07299816,0.3547968,0.20757768,0.11723186,ag,0.503285,-0.3816379,0.6587236,1
1_1_0_71,0.10583004,0.0929029,0.07299816,0.3547968,0.20757768,0.11723186,ag,0.503285,-0.3816379,0.6587236,1
1_1_0_72,0.105469555,0.09267331,0.07217609,0.34795976,0.20543393,0.11662199,ag,0.49794844,-0.37825525,0.65641546,1
1_1_0_73,0.10676354,0.093346864,0.07426,0.3424767,0.21251422,0.121558994,ag,0.4760791,-0.38961267,0.6436119,1
1_1_0_74,0.10602303,0.09361829,0.074052036,0.3293218,0.2061725,0.11720011,ag,0.47505328,-0.3754425,0.6328367,1
1_1_0_75,0.10421665,0.09154663,0.07040155,0.3554351,0.19714722,0.10283467,ag,0.5512046,-0.36578745,0.6693495,1
1_1_0_76,0.10421665,0.09154663,0.07040155,0.3554351,0.19714722,0.10283467,ag,0.5512046,-0.36578745,0.6693495,1
1_1_0_77,0.10843654,0.0961812,0.08066112,0.35842615,0.2214577,0.116755396,ag,0.50858617,-0.39439914,0.63259643,1
1_1_0_78,0.105128504,0.094055265,0.07512826,0.3570236,0.21102622,0.11032067,ag,0.52788264,-0.3834089,0.6523062,1
1_1_0_79,0.10688235,0.095459014,0.07661069,0.35191417,0.21481888,0.11617182,ag,0.5036304,-0.38468698,0.6424446,1
1_1_0_80,0.106612116,0.094530754,0.07448514,0.35197026,0.2125031,0.117684424,ag,0.498847,-0.38423237,0.6506779,1
1_1_0_81,0.106612116,0.094530754,0.07448514,0.35197026,0.2125031,0.117684424,ag,0.498847,-0.38423237,0.6506779,1
1_1_0_82,0.105518565,0.09313096,0.07244374,0.35322523,0.20612401,0.11340031,ag,0.51395583,-0.37758118,0.65962404,1
1_1_0_83,0.10478935,0.0922811,0.07067154,0.35012904,0.2065374,0.110324234,ag,0.5208016,-0.38236016,0.6641091,1
1_1_0_84,0.10623343,0.093891546,0.074797876,0.3447749,0.21160543,0.118247986,ag,0.4892348,-0.38531932,0.64345694,1
1_1_0_85,0.10623343,0.093891546,0.074797876,0.3447749,0.21160543,0.118247986,ag,0.4892348,-0.38531932,0.64345694,1
1_1_0_86,0.10606726,0.094174415,0.07363516,0.3487743,0.21469808,0.11422858,ag,0.5065751,-0.39020523,0.6513565,1
1_1_0_87,0.10579875,0.093897924,0.07439731,0.34802666,0.20642246,0.110518955,ag,0.51795876,-0.37468165,0.64776,1
1_1_0_88,0.105652586,0.093644336,0.07458952,0.33626193,0.20668921,0.112543814,ag,0.49847427,-0.37639776,0.63690275,1
1_1_0_89,0.10497925,0.092468604,0.071165815,0.35163325,0.200789,0.11104737,ag,0.51998264,-0.36936945,0.6633587,1
1_1_0_90,0.10497925,0.092468604,0.071165815,0.35163325,0.200789,0.11104737,ag,0.51998264,-0.36936945,0.6633587,1
1_1_0_91,0.1041916,0.09154658,0.06798051,0.36607578,0.19840129,0.107252,ag,0.54681724,-0.36853075,0.6867664,1
1_1_0_92,0.1045028,0.091246285,0.06872455,0.36372805,0.19660863,0.1106773,ag,0.5334062,-0.36602587,0.6821638,1
1_1_0_93,0.1054911,0.09207982,0.07160221,0.35302183,0.20412618,0.12016761,ag,0.4920951,-0.37827176,0.66275007,1
1_1_0_94,0.10532079,0.092148095,0.07150247,0.34044784,0.20192948,0.118044265,ag,0.48507613,-0.37330756,0.6528588,1
1_1_0_95,0.10532079,0.092148095,0.07150247,0.34044784,0.20192948,0.118044265,ag,0.48507613,-0.37330756,0.6528588,1
1_1_0_96,0.103914425,0.09098719,0.06883583,0.34170705,0.1942727,0.10657817,ag,0.52450734,-0.36207512,0.6646595,1
1_1_0_97,0.10425453,0.091018565,0.06775835,0.3449573,0.19622183,0.10860631,ag,0.5210978,-0.3662551,0.6716463,1
1_1_0_98,0.106033936,0.092689425,0.07239346,0.3494948,0.20908022,0.12120505,ag,0.4850007,-0.38569418,0.6568122,1
1_1_0_99,0.106033936,0.092689425,0.07239346,0.3494948,0.20908022,0.12120505,ag,0.4850007,-0.38569418,0.6568122,1
1_1_0_100,0.105092585,0.09194931,0.07129419,0.34447762,0.2014229,0.11205068,ag,0.5091184,-0.37315598,0.6570514,1
1_1_0_101,0.10541788,0.09290446,0.07285309,0.3391773,0.20935862,0.11540854,ag,0.49224755,-0.38527417,0.64637035,1
1_1_0_102,0.10612364,0.093760714,0.074911274,0.33663863,0.20641035,0.1127024,ag,0.49836585,-0.3752848,0.63595533,1
1_1_0_103,0.10567336,0.0936085,0.07466104,0.3582695,0.20465627,0.110202,ag,0.5295253,-0.37231275,0.65509,1
1_1_0_104,0.10567336,0.0936085,0.07466104,0.3582695,0.20465627,0.110202,ag,0.5295253,-0.37231275,0.65509,1
1_1_0_105,0.10897387,0.09551135,0.07943669,0.3473562,0.22212018,0.11755338,ag,0.49429572,-0.39860284,0.62775064,1
1_1_0_106,0.10603605,0.09385404,0.07438916,0.35565406,0.20944026,0.11309816,ag,0.51745015,-0.3811025,0.65403867,1
1_1_0_107,0.10861494,0.09800955,0.07994476,0.3480152,0.22669877,0.13257687,ag,0.4482769,-0.39632252,0.6263914,1
1_1_0_108,0.10631499,0.09521657,0.074927896,0.34880316,0.2171751,0.123838626,ag,0.4759726,-0.39040262,0.6463422,1
1_1_0_109,0.10631499,0.09521657,0.074927896,0.34880316,0.2171751,0.123838626,ag,0.4759726,-0.39040262,0.6463422,1
1_1_0_110,0.104732096,0.09258913,0.07029945,0.3522964,0.20060995,0.10866439,ag,0.5285309,-0.3684214,0.66729707,1
1_1_0_111,0.10527868,0.09283087,0.07133882,0.3516236,0.2067934,0.11036511,ag,0.5222173,-0.38035148,0.6626707,1
1_1_0_112,0.10540187,0.09323957,0.072926015,0.34351903,0.20575023,0.113068596,ag,0.50472337,-0.37630266,0.6497688,1
1_1_0_113,0.10540187,0.09323957,0.072926015,0.34351903,0.20575023,0.113068596,ag,0.50472337,-0.37630266,0.6497688,1
1_1_0_114,0.10568552,0.09337293,0.0723229,0.3490314,0.21037337,0.11125107,ag,0.5165965,-0.38519132,0.6567122,1
1_1_0_115,0.10595669,0.09421434,0.07476871,0.3480158,0.2047381,0.11039544,ag,0.5183563,-0.36970347,0.6463035,1
1_1_0_116,0.106418654,0.0943963,0.075899124,0.33678246,0.20532027,0.113815054,ag,0.49482608,-0.3700962,0.63216615,1
1_1_0_117,0.10537279,0.092876256,0.07128674,0.35194057,0.20447338,0.110490635,ag,0.52213156,-0.37530607,0.6631279,1
1_1_0_118,0.10537279,0.092876256,0.07128674,0.35194057,0.20447338,0.110490635,ag,0.52213156,-0.37530607,0.6631279,1
1_1_0_119,0.104751624,0.0921256,0.069291756,0.3602784,0.20119621,0.10922547,ag,0.53471965,-0.37184623,0.6773903,1
1_1_0_120,0.10593215,0.092746094,0.071957536,0.35552096,0.20231497,0.11834735,ag,0.5005053,-0.37134305,0.6633396,1
1_1_0_121,0.10620792,0.0928057,0.07212691,0.34826708,0.20365831,0.119940564,ag,0.4876608,-0.3739159,0.6568604,1
1_1_0_122,0.104233444,0.09129177,0.06868323,0.34758243,0.19739369,0.110710554,ag,0.51685685,-0.36753467,0.6700029,1
1_1_0_123,0.104233444,0.09129177,0.06868323,0.34758243,0.19739369,0.110710554,ag,0.51685685,-0.36753467,0.6700029,1
1_1_0_124,0.1032945,0.089866735,0.066265255,0.35342124,0.1924791,0.10351765,ag,0.54690814,-0.36342794,0.6842154,1
1_1_0_125,0.10289113,0.09033395,0.066323444,0.35159466,0.19302034,0.10475388,ag,0.54090405,-0.36239573,0.68260074,1
1_1_0_126,0.1057975,0.09298709,0.07273836,0.34978008,0.20981245,0.121562004,ag,0.48418778,-0.3858175,0.65569144,1
1_1_0_127,0.1057975,0.09298709,0.07273836,0.34978008,0.20981245,0.121562004,ag,0.48418778,-0.3858175,0.65569144,1
1_1_0_128,0.10474119,0.09185906,0.070616096,0.34799206,0.20243911,0.109104455,ag,0.5226196,-0.37574157,0.6626148,1
1_1_0_129,0.103201196,0.09109635,0.06778236,0.36253855,0.19837886,0.101913795,ag,0.56114423,-0.37061036,0.68496835,1
1_1_0_130,0.10463525,0.09312992,0.07337123,0.35175693,0.20487276,0.107099995,ag,0.53318787,-0.3749726,0.6548277,1
1_1_0_131,0.10711745,0.0962099,0.07916418,0.35681313,0.21925545,0.118585855,ag,0.5011102,-0.39004457,0.63684267,1
1_1_0_132,0.10711745,0.0962099,0.07916418,0.35681313,0.21925545,0.118585855,ag,0.5011102,-0.39004457,0.63684267,1
1_1_0_133,0.10823046,0.09595786,0.07944006,0.3518145,0.22914535,0.13279021,ag,0.45196486,-0.40967757,0.63158625,1
1_1_0_134,0.105976135,0.09371602,0.07423334,0.35704708,0.208341,0.11000037,ag,0.5289542,-0.3794813,0.65575373,1
1_1_0_135,0.107931286,0.09590298,0.07947251,0.34870577,0.22138351,0.12632507,ag,0.4681395,-0.39548022,0.62878776,1
1_1_0_136,0.10508302,0.09397857,0.07302318,0.3512439,0.21148455,0.11699885,ag,0.5002641,-0.3846814,0.6557679,1
1_1_0_137,0.10508302,0.09397857,0.07302318,0.3512439,0.21148455,0.11699885,ag,0.5002641,-0.3846814,0.6557679,1
1_1_0_138,0.10291709,0.09079318,0.067130454,0.3589974,0.19556287,0.10030581,ag,0.56322616,-0.3658721,0.6849281,1
1_1_0_139,0.10405667,0.09129381,0.06835167,0.36051685,0.19839588,0.102586314,ag,0.5569613,-0.36971307,0.6812465,1
1_1_0_140,0.10418858,0.09265767,0.07134046,0.34629315,0.20168018,0.108786374,ag,0.5219017,-0.37039924,0.65835863,1
1_1_0_141,0.10418858,0.09265767,0.07134046,0.34629315,0.20168018,0.108786374,ag,0.5219017,-0.37039924,0.65835863,1
1_1_0_142,0.10505001,0.0931187,0.07190728,0.3504132,0.20789778,0.10928033,ag,0.52455133,-0.38130498,0.6594658,1
1_1_0_143,0.10473248,0.09286713,0.07263257,0.3427543,0.20131883,0.10475798,ag,0.5318208,-0.36865017,0.65028954,1
1_1_0_144,0.105676815,0.09382056,0.07375075,0.3377422,0.20679197,0.10913062,ag,0.5115809,-0.37580407,0.64154553,1
1_1_0_145,0.10505134,0.09356368,0.07181239,0.35240364,0.20662513,0.1082902,ag,0.52988213,-0.37663445,0.6614348,1
1_1_0_146,0.10505134,0.09356368,0.07181239,0.35240364,0.20662513,0.1082902,ag,0.52988213,-0.37663445,0.6614348,1
1_1_0_147,0.1045282,0.09232933,0.07017147,0.35907015,0.20124239,0.10496318,ag,0.547605,-0.37099302,0.67304444,1
1_1_0_148,0.10481505,0.09235367,0.069286115,0.3535778,0.20166788,0.10993366,ag,0.5256486,-0.37178978,0.67230064,1
1_1_0_149,0.10390938,0.091360785,0.067359276,0.3533583,0.19590315,0.10674446,ag,0.53599733,-0.36392444,0.67978865,1
1_1_0_150,0.1023137,0.08957195,0.06517601,0.3576247,0.18834248,0.097636126,ag,0.5710761,-0.35539907,0.69169396,1
1_1_0_151,0.1023137,0.08957195,0.06517601,0.3576247,0.18834248,0.097636126,ag,0.5710761,-0.35539907,0.69169396,1
1_1_0_152,0.10230297,0.08915453,0.06441817,0.3622503,0.18733165,0.096718624,ag,0.57853955,-0.3550887,0.69804114,1
1_1_0_153,0.104054555,0.09115906,0.06750466,0.35535187,0.19757009,0.10886055,ag,0.5309882,-0.36854964,0.68072075,1
1_1_0_154,0.10520363,0.09231028,0.070299916,0.3546729,0.20601009,0.118474424,ag,0.49920705,-0.38113323,0.6691557,1
1_1_0_155,0.10520363,0.09231028,0.070299916,0.3546729,0.20601009,0.118474424,ag,0.49920705,-0.38113323,0.6691557,1
1_1_0_156,0.10537411,0.09294312,0.07162684,0.350542,0.20645916,0.114408925,ag,0.5078667,-0.37914222,0.66067207,1
1_1_0_157,0.10436423,0.09158835,0.06968598,0.35696292,0.20288676,0.1068466,ag,0.53926516,-0.37795526,0.67333335,1
1_1_0_158,0.10645285,0.09450899,0.07506521,0.352709,0.21315119,0.11468447,ag,0.5092594,-0.38562742,0.64904284,1
1_1_0_159,0.109043896,0.09795284,0.081437156,0.35055524,0.22315814,0.12482974,ag,0.47482675,-0.38991284,0.6229695,1
1_1_0_160,0.109043896,0.09795284,0.081437156,0.35055524,0.22315814,0.12482974,ag,0.47482675,-0.38991284,0.6229695,1
1_1_0_161,0.108473,0.0962971,0.08246115,0.34716412,0.22735295,0.131637,ag,0.4501391,-0.4049307,0.6161252,1
1_1_0_162,0.10660294,0.09449519,0.07657854,0.34535974,0.21257973,0.11866642,ag,0.48853564,-0.38454634,0.63701546,1
1_1_0_163,0.106659874,0.09482072,0.0757549,0.34870005,0.21558234,0.12464398,ag,0.4733472,-0.38904777,0.6430486,1
1_1_0_164,0.10476072,0.0934359,0.071189106,0.35632223,0.2053455,0.1112063,ag,0.52428013,-0.37455344,0.66696036,1
1_1_0_165,0.10476072,0.0934359,0.071189106,0.35632223,0.2053455,0.1112063,ag,0.52428013,-0.37455344,0.66696036,1
1_1_0_166,0.10431044,0.092209116,0.069649115,0.35835725,0.19959821,0.10216285,ag,0.55631536,-0.3680137,0.6745417,1
1_1_0_167,0.10343936,0.09063658,0.06730831,0.36062652,0.19650018,0.099666774,ag,0.56694233,-0.36868703,0.6854273,1
1_1_0_168,0.1050453,0.09332228,0.07341496,0.3469866,0.20628826,0.11397,ag,0.5055066,-0.37704277,0.6507389,1
1_1_0_169,0.1050453,0.09332228,0.07341496,0.3469866,0.20628826,0.11397,ag,0.5055066,-0.37704277,0.6507389,1
1_1_0_170,0.10493246,0.09348005,0.07191771,0.34997916,0.20552897,0.10798986,ag,0.52839667,-0.37473425,0.6590744,1
1_1_0_171,0.10579789,0.09466693,0.07634407,0.34066096,0.20831293,0.11019477,ag,0.51117504,-0.37509423,0.6338458,1
1_1_0_172,0.105741434,0.09465995,0.07601613,0.3362351,0.21247125,0.11258617,ag,0.49830288,-0.38358623,0.63121456,1
1_1_0_173,0.10613533,0.09453204,0.07452883,0.3453332,0.21251437,0.11307353,ag,0.50666726,-0.38424915,0.6449842,1
1_1_0_174,0.10613533,0.09453204,0.07452883,0.3453332,0.21251437,0.11307353,ag,0.50666726,-0.38424915,0.6449842,1
1_1_0_175,0.10522794,0.09321515,0.07103604,0.35340095,0.20393573,0.115892574,ag,0.5060977,-0.37260726,0.6652693,1
1_1_0_176,0.10432788,0.0919628,0.06924016,0.35881782,0.19848016,0.10843247,ag,0.53586984,-0.36674106,0.6764917,1
1_1_0_177,0.104111105,0.091725975,0.06949055,0.3546536,0.2007547,0.1090816,ag,0.5295522,-0.3727724,0.6723258,1
1_1_0_178,0.104600444,0.09174816,0.068591714,0.3550952,0.2006389,0.1142195,ag,0.5132499,-0.37241983,0.6762151,1
1_1_0_179,0.104600444,0.09174816,0.068591714,0.3550952,0.2006389,0.1142195,ag,0.5132499,-0.37241983,0.6762151,1
1_1_0_180,0.105260395,0.09281078,0.069088414,0.35635936,0.20088342,0.11681187,ag,0.5062596,-0.36797675,0.67522025,1
1_1_0_181,0.10594109,0.093591124,0.071644254,0.34918582,0.2065627,0.120639876,ag,0.48644838,-0.37637892,0.65950984,1
1_1_0_182,0.10330056,0.09024973,0.06665516,0.35993436,0.19787028,0.10292016,ag,0.55528075,-0.3735268,0.68749744,1
1_1_0_183,0.10330056,0.09024973,0.06665516,0.35993436,0.19787028,0.10292016,ag,0.55528075,-0.3735268,0.68749744,1
1_1_0_184,0.10435428,0.09200224,0.06974855,0.353014,0.20106974,0.106697515,ag,0.53580666,-0.3721526,0.6700344,1
1_1_0_185,0.10665336,0.09296703,0.072824225,0.33916855,0.21287328,0.122384705,ag,0.4696833,-0.39205506,0.6464781,1
1_1_0_186,0.10850954,0.095717676,0.07829992,0.3334,0.22414833,0.13503312,ag,0.42346898,-0.40151393,0.6196263,1
1_1_0_187,0.109196104,0.09772943,0.08245135,0.34142578,0.22359571,0.12819605,ag,0.45404562,-0.39171004,0.6109658,1
1_1_0_188,0.109196104,0.09772943,0.08245135,0.34142578,0.22359571,0.12819605,ag,0.45404562,-0.39171004,0.6109658,1
1_1_0_189,0.10896924,0.09651871,0.082470484,0.33586413,0.22474904,0.12967479,ag,0.44290462,-0.3991385,0.60572,1
1_1_0_190,0.1069839,0.09436776,0.0769613,0.34164923,0.21439165,0.12422857,ag,0.46669033,-0.3887295,0.63230115,1
1_1_0_191,0.10791521,0.09529509,0.07954513,0.34408215,0.21877624,0.12938392,ag,0.45346063,-0.3931628,0.624457,1
1_1_0_192,0.105715945,0.09413823,0.073085755,0.35263526,0.20867413,0.11714309,ag,0.5012836,-0.37824053,0.65664953,1
1_1_0_193,0.105715945,0.09413823,0.073085755,0.35263526,0.20867413,0.11714309,ag,0.5012836,-0.37824053,0.65664953,1
1_1_0_194,0.10553378,0.09330483,0.07233967,0.35758355,0.20298037,0.11361863,ag,0.51774997,-0.3701688,0.66347635,1
1_1_0_195,0.10392869,0.09143911,0.06821452,0.3574826,0.19846411,0.102269776,ag,0.5551093,-0.36917493,0.6795162,1
1_1_0_196,0.10570684,0.093077876,0.073044114,0.34913266,0.20399971,0.11599168,ag,0.5012444,-0.37337667,0.65396434,1
1_1_0_197,0.10570684,0.093077876,0.073044114,0.34913266,0.20399971,0.11599168,ag,0.5012444,-0.37337667,0.65396434,1
1_1_0_198,0.105827846,0.0934729,0.07238806,0.34474167,0.20704213,0.110884465,ag,0.51326555,-0.37791532,0.65292305,1
1_1_0_199,0.10468826,0.09304373,0.07224095,0.34018624,0.20397915,0.11079496,ag,0.5086493,-0.37349117,0.649679,1
1_1_0_200,0.10538886,0.09383842,0.07295582,0.34188616,0.20463818,0.11324395,ag,0.5023667,-0.37121758,0.6482718,1
1_1_0_201,0.104582004,0.09325068,0.07119249,0.34513557,0.20296517,0.11098586,ag,0.5133495,-0.370387,0.65799814,1
1_1_0_202,0.104582004,0.09325068,0.07119249,0.34513557,0.20296517,0.11098586,ag,0.5133495,-0.370387,0.65799814,1
1_1_0_203,0.10488917,0.09290868,0.071462005,0.34774786,0.20012316,0.10782187,ag,0.5266504,-0.36587995,0.65906334,1
1_1_0_204,0.10439655,0.09199229,0.07003878,0.35245234,0.20021367,0.10604696,ag,0.5374171,-0.37035993,0.6684485,1
