system:index,Class,NDVI,NDVI_variance
1_1_18_2,2,0.72100186,0.013054495
1_1_18_3,2,0.7183588,0.014622309
1_1_18_4,2,0.71136373,0.015529104
1_1_18_5,2,0.71136373,0.015529104
1_1_18_6,2,0.71474034,0.016708216
1_1_18_7,2,0.67300284,0.012773929
1_1_18_8,2,0.66217256,0.012020052
1_1_18_9,2,0.6772642,0.012703952
1_1_18_10,2,0.6677829,0.011983766
1_1_18_11,2,0.70822304,0.015034926
1_1_18_12,2,0.70822304,0.015034926
1_1_18_13,2,0.72055936,0.01411376
1_1_18_14,2,0.7207657,0.014326654
1_1_18_15,2,0.72121215,0.013810957
1_1_18_16,2,0.7232234,0.014772362
1_1_18_17,2,0.7232234,0.014772362
1_1_18_18,2,0.7157952,0.014246787
1_1_18_19,2,0.7164561,0.018009721
1_1_18_20,2,0.7006677,0.012158923
1_1_18_21,2,0.7032781,0.015801951
1_1_18_22,2,0.7032781,0.015801951
1_1_18_23,2,0.7046427,0.016398057
1_1_18_24,2,0.70181763,0.011298244
1_1_18_25,2,0.68369615,0.009943996
1_1_18_26,2,0.70692927,0.016591632
1_1_18_27,2,0.70692927,0.016591632
1_1_18_28,2,0.72725856,0.016935373
1_1_18_29,2,0.72905433,0.017281748
1_1_18_30,2,0.7296436,0.017863344
1_1_18_31,2,0.7300942,0.014927111
1_1_18_32,2,0.7300942,0.014927111
1_1_18_33,2,0.7292167,0.0156259
1_1_18_34,2,0.7189749,0.01863056
1_1_18_35,2,0.71947527,0.020366361
1_1_18_36,2,0.72341335,0.02009892
1_1_18_37,2,0.68159115,0.012705196
1_1_18_38,2,0.69356334,0.012891476
1_1_18_39,2,0.6947104,0.011718356
1_1_18_40,2,0.67464656,0.011007807
1_1_18_41,2,0.70483196,0.01854099
1_1_18_42,2,0.70483196,0.01854099
1_1_18_43,2,0.7147125,0.022255106
1_1_18_44,2,0.72119737,0.013374334
1_1_18_45,2,0.7032035,0.008760261
1_1_18_46,2,0.70470494,0.015056186
1_1_18_47,2,0.70470494,0.015056186
1_1_18_48,2,0.72455883,0.024531444
1_1_18_49,2,0.73259187,0.031721383
1_1_18_50,2,0.7292899,0.023607929
1_1_18_51,2,0.73880076,0.016948541
1_1_18_52,2,0.73880076,0.016948541
1_1_18_53,2,0.74031204,0.017778557
1_1_18_54,2,0.7296709,0.018262893
1_1_18_55,2,0.7259251,0.019191314
1_1_18_56,2,0.725253,0.020243262
1_1_18_57,2,0.725253,0.020243262
1_1_18_58,2,0.67239785,0.008138732
1_1_18_59,2,0.6603428,0.009343899
1_1_18_60,2,0.6603428,0.009343899
1_1_18_61,2,0.69350165,0.015245818
1_1_18_62,2,0.6945898,0.015535598
1_1_18_63,2,0.69780815,0.012185876
1_1_18_64,2,0.70160776,0.019140579
1_1_18_65,2,0.70160776,0.019140579
1_1_18_66,2,0.70532745,0.017443481
1_1_18_67,2,0.7152532,0.015099185
1_1_18_68,2,0.70496696,0.011127511
1_1_18_69,2,0.7066255,0.015656305
1_1_18_70,2,0.7066255,0.015656305
1_1_18_71,2,0.7300856,0.02625027
1_1_18_72,2,0.72765225,0.037698661
1_1_18_73,2,0.7208242,0.027401566
1_1_18_74,2,0.7325591,0.017307326
1_1_18_75,2,0.7325591,0.017307326
1_1_18_76,2,0.732927,0.01828121
1_1_18_77,2,0.73333335,0.01746381
1_1_18_78,2,0.7276768,0.017095684
1_1_18_79,2,0.7293099,0.018179677
1_1_18_80,2,0.7293099,0.018179677
1_1_18_81,2,0.72737527,0.019822408
1_1_18_82,2,0.6639689,0.005540151
1_1_18_83,2,0.6916663,0.008688706
1_1_18_84,2,0.6916663,0.008688706
1_1_18_85,2,0.71073323,0.014218554
1_1_18_86,2,0.69909346,0.015908904
1_1_18_87,2,0.7125236,0.014505997
1_1_18_88,2,0.7114971,0.015220003
1_1_18_89,2,0.7114971,0.015220003
1_1_18_90,2,0.715638,0.014278925
1_1_18_91,2,0.706249,0.012506506
1_1_18_92,2,0.7117963,0.012002493
1_1_18_93,2,0.7174162,0.016793998
1_1_18_94,2,0.7174162,0.016793998
1_1_18_95,2,0.7355525,0.02741416
1_1_18_96,2,0.73008436,0.037392929
1_1_18_97,2,0.7245876,0.02560243
1_1_18_98,2,0.7339514,0.017181105
1_1_18_99,2,0.7339514,0.017181105
1_1_18_100,2,0.7259268,0.01657815
1_1_18_101,2,0.72407854,0.01600911
1_1_18_102,2,0.7297802,0.016441722
1_1_18_103,2,0.7275841,0.017821003
1_1_18_104,2,0.7275841,0.017821003
1_1_18_105,2,0.72807395,0.018564451
1_1_18_106,2,0.7314855,0.018912717
1_1_18_107,2,0.68515694,0.006802304
1_1_18_108,2,0.68679,0.005707903
1_1_18_109,2,0.68602616,0.006168945
1_1_18_110,2,0.68602616,0.006168945
1_1_18_111,2,0.7037099,0.007845794
1_1_18_112,2,0.7049533,0.008914308
1_1_18_113,2,0.7100898,0.010246671
1_1_18_114,2,0.715928,0.012163833
1_1_18_115,2,0.715928,0.012163833
1_1_18_116,2,0.7229043,0.012721245
1_1_18_117,2,0.72233593,0.013621427
1_1_18_118,2,0.7183931,0.015923211
1_1_18_119,2,0.72673583,0.023269933
1_1_18_120,2,0.72673583,0.023269933
1_1_18_121,2,0.7353385,0.030455015
1_1_18_122,2,0.7319757,0.033900847
1_1_18_123,2,0.7286369,0.027830268
1_1_18_124,2,0.72177327,0.017477192
1_1_18_125,2,0.72177327,0.017477192
1_1_18_126,2,0.7181345,0.01625019
1_1_18_127,2,0.72575307,0.016325787
1_1_18_128,2,0.7284298,0.016640058
1_1_18_129,2,0.7366686,0.018195359
1_1_18_130,2,0.7366686,0.018195359
1_1_18_131,2,0.73382896,0.019018875
1_1_18_132,2,0.73510814,0.021261504
1_1_18_133,2,0.66760635,0.005772641
1_1_18_134,2,0.6864155,0.004876209
1_1_18_135,2,0.68523,0.0059074
1_1_18_136,2,0.68523,0.0059074
1_1_18_137,2,0.6868724,0.004178864
1_1_18_138,2,0.69190276,0.005907545
1_1_18_139,2,0.71308786,0.008290198
1_1_18_140,2,0.71952146,0.010024555
1_1_18_141,2,0.71952146,0.010024555
1_1_18_142,2,0.71985686,0.010786786
1_1_18_143,2,0.7244974,0.014982635
1_1_18_144,2,0.7219297,0.022474154
1_1_18_145,2,0.72730464,0.029339104
1_1_18_146,2,0.72730464,0.029339104
1_1_18_147,2,0.7356842,0.025375834
1_1_18_148,2,0.73618275,0.018993043
1_1_18_149,2,0.7270511,0.014747762
1_1_18_150,2,0.71276045,0.014470469
1_1_18_151,2,0.71276045,0.014470469
1_1_18_152,2,0.7088347,0.015956063
1_1_18_153,2,0.7193356,0.01734007
1_1_18_154,2,0.71981597,0.016815134
1_1_18_155,2,0.7214445,0.017876921
1_1_18_156,2,0.7214445,0.017876921
1_1_18_157,2,0.71661997,0.019966208
1_1_18_158,2,0.7241899,0.024121278
1_1_18_159,2,0.7338394,0.023062538
1_1_18_160,2,0.6494958,0.005627782
1_1_18_161,2,0.64511037,0.004024189
1_1_18_162,2,0.6719652,0.002810169
1_1_18_163,2,0.6719652,0.002810169
1_1_18_164,2,0.6746914,0.002238442
1_1_18_165,2,0.68117625,0.003493537
1_1_18_166,2,0.6903419,0.004686439
1_1_18_167,2,0.6985524,0.008213828
1_1_18_168,2,0.6985524,0.008213828
1_1_18_169,2,0.71686286,0.011510867
1_1_18_170,2,0.7225875,0.015963877
1_1_18_171,2,0.7196883,0.029017983
1_1_18_172,2,0.71753246,0.025976229
1_1_18_173,2,0.71753246,0.025976229
1_1_18_174,2,0.72138256,0.017947737
1_1_18_175,2,0.73644185,0.013311771
1_1_18_176,2,0.73215616,0.010858714
1_1_18_177,2,0.7166249,0.0115901
1_1_18_178,2,0.7166249,0.0115901
1_1_18_179,2,0.70537746,0.014148066
1_1_18_180,2,0.7093005,0.014891488
1_1_18_181,2,0.71451366,0.014699865
1_1_18_182,2,0.7182661,0.016563751
1_1_18_183,2,0.7182661,0.016563751
1_1_18_184,2,0.72480696,0.01966147
1_1_18_185,2,0.73714733,0.025534759
1_1_18_186,2,0.74092096,0.025102878
1_1_18_187,2,0.74521756,0.019183646
1_1_18_188,2,0.6338111,0.006149597
1_1_18_189,2,0.6406145,0.005875367
1_1_18_190,2,0.63279444,0.004918001
1_1_18_191,2,0.65097797,0.004460817
1_1_18_192,2,0.65097797,0.004460817
1_1_18_193,2,0.6544876,0.003482894
1_1_18_194,2,0.676061,0.00352194
1_1_18_195,2,0.6711933,0.002776253
1_1_18_196,2,0.6667497,0.005073324
1_1_18_197,2,0.6667497,0.005073324
1_1_18_198,2,0.70328903,0.009568599
1_1_18_199,2,0.7250483,0.014254819
1_1_18_200,2,0.7191253,0.024826677
1_1_18_201,2,0.7098598,0.022578647
1_1_18_202,2,0.7098598,0.022578647
1_1_18_203,2,0.7202546,0.013313349
1_1_18_204,2,0.7350464,0.012996451
1_1_18_205,2,0.7306624,0.01278995
1_1_18_206,2,0.7197726,0.011272155
1_1_18_207,2,0.7197726,0.011272155
1_1_18_208,2,0.72170264,0.012236224
1_1_18_209,2,0.7183322,0.013253648
1_1_18_210,2,0.72893864,0.013839004
1_1_18_211,2,0.7462182,0.018081051
1_1_18_212,2,0.7462182,0.018081051
1_1_18_213,2,0.749,0.018433882
1_1_18_214,2,0.7486756,0.023370274
1_1_18_215,2,0.7402352,0.024485083
1_1_18_216,2,0.7538438,0.022337876
1_1_18_217,2,0.7538438,0.022337876
1_1_18_218,2,0.6340937,0.006525526
1_1_18_219,2,0.64038515,0.006930855
1_1_18_220,2,0.6397056,0.007688343
1_1_18_221,2,0.6359455,0.006444617
1_1_18_222,2,0.6359455,0.006444617
1_1_18_223,2,0.6444879,0.005341463
1_1_18_224,2,0.6757271,0.004725878
1_1_18_225,2,0.6761418,0.003996647
1_1_18_226,2,0.6692588,0.005229969
1_1_18_227,2,0.6692588,0.005229969
1_1_18_228,2,0.6735937,0.005678365
1_1_18_229,2,0.69853926,0.007198009
1_1_18_230,2,0.70836097,0.016340522
1_1_18_231,2,0.70348465,0.013189447
1_1_18_232,2,0.70348465,0.013189447
1_1_18_233,2,0.7188992,0.011098708
1_1_18_234,2,0.71143156,0.010118777
1_1_18_235,2,0.7119583,0.011849568
1_1_18_236,2,0.714801,0.010522424
1_1_18_237,2,0.714801,0.010522424
1_1_18_238,2,0.72792745,0.009352127
1_1_18_239,2,0.7273158,0.011233222
1_1_18_240,2,0.7328334,0.013108985
1_1_18_241,2,0.72649574,0.015223628
1_1_18_242,2,0.72649574,0.015223628
1_1_18_243,2,0.73421514,0.017767218
1_1_18_244,2,0.7364138,0.019546741
1_1_18_245,2,0.72671205,0.018526642
1_1_18_246,2,0.7331159,0.017840313
1_1_18_247,2,0.7331159,0.017840313
1_1_18_248,2,0.65428805,0.008102254
1_1_18_249,2,0.65428805,0.008102254
1_1_18_250,2,0.6615435,0.009005626
1_1_18_251,2,0.6555685,0.007561738
1_1_18_252,2,0.632771,0.005063326
1_1_18_253,2,0.632771,0.005063326
1_1_18_254,2,0.6550365,0.004476389
1_1_18_255,2,0.6852767,0.005098326
1_1_18_256,2,0.6793831,0.005141305
1_1_18_257,2,0.6636652,0.0063914
1_1_18_258,2,0.6636652,0.0063914
1_1_18_259,2,0.6804646,0.006041401
1_1_18_260,2,0.67958546,0.005291
1_1_18_261,2,0.67105204,0.004807326
1_1_18_262,2,0.6772245,0.004832875
1_1_18_263,2,0.6772245,0.004832875
1_1_18_264,2,0.67291296,0.005922748
1_1_18_265,2,0.68639684,0.007407723
1_1_18_266,2,0.70280087,0.008376359
1_1_18_267,2,0.7173643,0.009863412
1_1_18_268,2,0.7173643,0.009863412
1_1_18_269,2,0.7218353,0.009971759
1_1_18_270,2,0.71839035,0.011972758
1_1_18_271,2,0.71514696,0.012604092
1_1_18_272,2,0.71026945,0.015303459
1_1_18_273,2,0.71026945,0.015303459
1_1_18_274,2,0.72164625,0.01859192
1_1_18_275,2,0.729691,0.019002549
1_1_18_276,2,0.72979647,0.019198447
1_1_18_277,2,0.7290668,0.017195387
1_1_18_278,2,0.7290668,0.017195387
1_1_18_279,2,0.66200435,0.007936916
1_1_18_280,2,0.66200435,0.007936916
1_1_18_281,2,0.6657753,0.008761929
1_1_18_282,2,0.6848628,0.00897012
1_1_18_283,2,0.68433046,0.00717201
1_1_18_284,2,0.68433046,0.00717201
1_1_18_285,2,0.66912585,0.004678268
1_1_18_286,2,0.6738155,0.005687345
1_1_18_287,2,0.6642022,0.006489933
1_1_18_288,2,0.6674327,0.007696936
1_1_18_289,2,0.6674327,0.007696936
1_1_18_290,2,0.6872256,0.007959991
1_1_18_291,2,0.67560333,0.006479794
1_1_18_292,2,0.6669667,0.005712651
1_1_18_293,2,0.63434327,0.002013289
1_1_18_294,2,0.63434327,0.002013289
1_1_18_295,2,0.5660859,7.68E-04
1_1_18_296,2,0.6810246,0.007271634
1_1_18_297,2,0.69248307,0.010145613
1_1_18_298,2,0.70402247,0.012680603
1_1_18_299,2,0.70402247,0.012680603
1_1_18_300,2,0.7006946,0.011155534
1_1_18_301,2,0.7078013,0.011799301
1_1_18_302,2,0.73056954,0.015370531
1_1_18_303,2,0.7297298,0.01874465
1_1_18_304,2,0.7297298,0.01874465
1_1_18_305,2,0.729676,0.01966845
1_1_18_306,2,0.7400742,0.020083522
1_1_18_307,2,0.74204266,0.019161848
1_1_18_308,2,0.7386911,0.018488265
1_1_18_309,2,0.7386911,0.018488265
1_1_18_310,2,0.63849527,0.006051762
1_1_18_311,2,0.63849527,0.006051762
1_1_18_312,2,0.6426593,0.007156684
1_1_18_313,2,0.6719356,0.008477442
1_1_18_314,2,0.6699818,0.007558259
1_1_18_315,2,0.6615154,0.005988136
1_1_18_316,2,0.6615154,0.005988136
1_1_18_317,2,0.6487593,0.005549503
1_1_18_318,2,0.6355428,0.005285729
1_1_18_319,2,0.66284037,0.007595277
1_1_18_320,2,0.66284037,0.007595277
1_1_18_321,2,0.6785394,0.007839642
1_1_18_322,2,0.68238914,0.00653663
1_1_18_323,2,0.6811677,0.006741592
1_1_18_324,2,0.6795794,0.004725995
1_1_18_325,2,0.6795794,0.004725995
1_1_18_326,2,0.67010313,0.003926626
1_1_18_327,2,0.692585,0.006607184
1_1_18_328,2,0.6816313,0.008174497
1_1_18_329,2,0.68768793,0.010113197
1_1_18_330,2,0.68768793,0.010113197
1_1_18_331,2,0.69532925,0.010497497
1_1_18_332,2,0.69947165,0.01047195
1_1_18_333,2,0.7224754,0.013258164
1_1_18_334,2,0.74129707,0.018313532
1_1_18_335,2,0.74129707,0.018313532
1_1_18_336,2,0.749275,0.019880418
1_1_18_337,2,0.75325185,0.021151332
1_1_18_338,2,0.7490416,0.021518679
1_1_18_339,2,0.73938304,0.026060726
1_1_18_340,2,0.73938304,0.026060726
1_1_18_341,2,0.61243874,0.00338958
1_1_18_342,2,0.61243874,0.00338958
1_1_18_343,2,0.6314158,0.007786407
1_1_18_344,2,0.65237486,0.006837093
1_1_18_345,2,0.65567887,0.006378355
1_1_18_346,2,0.65684,0.005795384
1_1_18_347,2,0.65684,0.005795384
1_1_18_348,2,0.648883,0.005306586
1_1_18_349,2,0.65298706,0.006193343
1_1_18_350,2,0.67832166,0.008956435
1_1_18_351,2,0.67832166,0.008956435
1_1_18_352,2,0.6873567,0.008883557
1_1_18_353,2,0.69700384,0.008482462
1_1_18_354,2,0.6913555,0.007459684
1_1_18_355,2,0.6846302,0.007171717
1_1_18_356,2,0.6846302,0.007171717
1_1_18_357,2,0.6873607,0.00746754
1_1_18_358,2,0.6905983,0.007030877
1_1_18_359,2,0.68427515,0.005885456
1_1_18_360,2,0.68411154,0.00841227
1_1_18_361,2,0.68411154,0.00841227
1_1_18_362,2,0.6793937,0.008421938
1_1_18_363,2,0.67802525,0.008588342
1_1_18_364,2,0.69146025,0.009751779
1_1_18_365,2,0.69878733,0.010574902
1_1_18_366,2,0.69878733,0.010574902
1_1_18_367,2,0.7110133,0.011626552
1_1_18_368,2,0.72634476,0.020914172
1_1_18_369,2,0.72619677,0.018763001
1_1_18_370,2,0.7235604,0.018530312
1_1_18_371,2,0.6337533,0.005376897
1_1_18_372,2,0.6468181,0.006926355
1_1_18_373,2,0.66631943,0.007044055
1_1_18_374,2,0.6742019,0.006084699
1_1_18_375,2,0.6669408,0.005656327
1_1_18_376,2,0.6669408,0.005656327
1_1_18_377,2,0.65216666,0.00590083
1_1_18_378,2,0.6596329,0.006607726
1_1_18_379,2,0.67542326,0.008426692
1_1_18_380,2,0.67542326,0.008426692
1_1_18_381,2,0.69243044,0.009153112
1_1_18_382,2,0.7006012,0.008435074
1_1_18_383,2,0.68851167,0.007579837
1_1_18_384,2,0.681691,0.007033897
1_1_18_385,2,0.681691,0.007033897
1_1_18_386,2,0.6817561,0.009204585
1_1_18_387,2,0.67529196,0.010392212
1_1_18_388,2,0.67148924,0.009655941
1_1_18_389,2,0.67109394,0.007618548
1_1_18_390,2,0.67109394,0.007618548
1_1_18_391,2,0.67133623,0.008693477
1_1_18_392,2,0.67689633,0.009891911
1_1_18_393,2,0.6727273,0.010141373
1_1_18_394,2,0.6741126,0.009502541
1_1_18_395,2,0.6741126,0.009502541
1_1_18_396,2,0.6765003,0.008752236
1_1_18_397,2,0.67641836,0.013719516
1_1_18_398,2,0.67268074,0.012503808
1_1_18_399,2,0.66768754,0.012873627
1_1_18_400,2,0.6559901,0.006196945
1_1_18_401,2,0.64483273,0.005557734
1_1_18_402,2,0.65933514,0.007076289
1_1_18_403,2,0.6814587,0.007789139
1_1_18_404,2,0.6749691,0.006044598
1_1_18_405,2,0.6749691,0.006044598
1_1_18_406,2,0.6569509,0.008564525
1_1_18_407,2,0.66295207,0.008389375
1_1_18_408,2,0.6823691,0.011068587
1_1_18_409,2,0.6823691,0.011068587
1_1_18_410,2,0.6958028,0.009035574
1_1_18_411,2,0.6961396,0.007524112
1_1_18_412,2,0.68630195,0.007480056
1_1_18_413,2,0.68725437,0.007877943
1_1_18_414,2,0.68725437,0.007877943
1_1_18_415,2,0.68274844,0.008914913
1_1_18_416,2,0.6799275,0.010841667
1_1_18_417,2,0.67763,0.009596652
1_1_18_418,2,0.66585195,0.008546884
1_1_18_419,2,0.66585195,0.008546884
1_1_18_420,2,0.65706235,0.007497662
1_1_18_421,2,0.66648597,0.008399186
1_1_18_422,2,0.6663739,0.009702817
1_1_18_423,2,0.6689019,0.007864742
1_1_18_424,2,0.6689019,0.007864742
1_1_18_425,2,0.6731419,0.00960005
1_1_18_426,2,0.6718817,0.012705948
1_1_18_427,2,0.6686385,0.011360894
1_1_18_428,2,0.67326987,0.013061826
1_1_18_429,2,0.6312391,0.004892515
1_1_18_430,2,0.6418959,0.00601088
1_1_18_431,2,0.6726498,0.008645446
1_1_18_432,2,0.6761413,0.008703463
1_1_18_433,2,0.6761413,0.008703463
1_1_18_434,2,0.6487044,0.008121566
1_1_18_435,2,0.6553133,0.009287648
1_1_18_436,2,0.68453956,0.011339588
1_1_18_437,2,0.68453956,0.011339588
1_1_18_438,2,0.6900683,0.009464625
1_1_18_439,2,0.689041,0.007930285
1_1_18_440,2,0.6661497,0.005582436
1_1_18_441,2,0.6633343,0.005435896
1_1_18_442,2,0.6633343,0.005435896
1_1_18_443,2,0.67946106,0.007564307
1_1_18_444,2,0.69045097,0.009553904
1_1_18_445,2,0.6821772,0.010212176
1_1_18_446,2,0.676243,0.009710973
1_1_18_447,2,0.676243,0.009710973
1_1_18_448,2,0.6603351,0.007895282
1_1_18_449,2,0.65613395,0.008062397
1_1_18_450,2,0.66974545,0.008526457
1_1_18_451,2,0.6634439,0.007630883
1_1_18_452,2,0.6634439,0.007630883
1_1_18_453,2,0.67090726,0.009549304
1_1_18_454,2,0.67602265,0.012680169
1_1_18_455,2,0.67039365,0.01202698
1_1_18_456,2,0.67933434,0.012443293
1_1_18_457,2,0.6530224,0.008732915
1_1_18_458,2,0.65316087,0.007979574
1_1_18_459,2,0.671057,0.010063953
1_1_18_460,2,0.67357665,0.011254019
1_1_18_461,2,0.67357665,0.011254019
1_1_18_462,2,0.65083206,0.010450138
1_1_18_463,2,0.64821124,0.009421368
1_1_18_464,2,0.6747218,0.009797484
1_1_18_465,2,0.6747218,0.009797484
1_1_18_466,2,0.6790165,0.009190769
1_1_18_467,2,0.6862096,0.008955146
1_1_18_468,2,0.62034184,0.002350525
1_1_18_469,2,0.6480281,0.00414579
1_1_18_470,2,0.6480281,0.00414579
1_1_18_471,2,0.68262416,0.007997419
1_1_18_472,2,0.6890787,0.010651201
1_1_18_473,2,0.6786169,0.011052922
1_1_18_474,2,0.6720375,0.00964387
1_1_18_475,2,0.6720375,0.00964387
1_1_18_476,2,0.6609546,0.0082587
1_1_18_477,2,0.652232,0.00694844
1_1_18_478,2,0.6585933,0.007101338
1_1_18_479,2,0.6697118,0.009061801
1_1_18_480,2,0.6697118,0.009061801
1_1_18_481,2,0.66637224,0.009135228
1_1_18_482,2,0.6684135,0.013733372
1_1_18_483,2,0.66498774,0.011215398
1_1_18_484,2,0.63002497,0.007172129
1_1_18_485,2,0.65234166,0.009974936
1_1_18_486,2,0.66592354,0.012617807
1_1_18_487,2,0.66592354,0.012617807
1_1_18_488,2,0.66207486,0.016497242
1_1_18_489,2,0.6635884,0.010764349
1_1_18_490,2,0.6612307,0.008757223
1_1_18_491,2,0.6612307,0.008757223
1_1_18_492,2,0.6727045,0.009916824
1_1_18_493,2,0.6788419,0.009633585
1_1_18_494,2,0.65052545,0.004265133
1_1_18_495,2,0.6724224,0.005330812
1_1_18_496,2,0.6724224,0.005330812
1_1_18_497,2,0.69309086,0.00880572
1_1_18_498,2,0.68376106,0.0082166
1_1_18_499,2,0.67025685,0.007642405
1_1_18_500,2,0.6617733,0.008153478
1_1_18_501,2,0.6617733,0.008153478
1_1_18_502,2,0.66136676,0.007684716
1_1_18_503,2,0.6572366,0.007108179
1_1_18_504,2,0.65401584,0.008261317
1_1_18_505,2,0.6559014,0.007971899
1_1_18_506,2,0.6559014,0.007971899
1_1_18_507,2,0.6640331,0.008451481
1_1_18_508,2,0.6625559,0.013230142
1_1_18_509,2,0.6625559,0.013230142
1_1_18_510,2,0.66310483,0.019174747
1_1_18_511,2,0.665224,0.010934807
1_1_18_512,2,0.66599375,0.010060501
1_1_18_513,2,0.6705239,0.010255387
1_1_18_514,2,0.6705239,0.010255387
1_1_18_515,2,0.67126745,0.007914704
1_1_18_516,2,0.6434548,0.005719025
1_1_18_517,2,0.6418087,0.004937001
1_1_18_518,2,0.6418087,0.004937001
1_1_18_519,2,0.676103,0.007226277
1_1_18_520,2,0.6726235,0.007023465
1_1_18_521,2,0.65951765,0.005971284
1_1_18_522,2,0.65005255,0.006020765
1_1_18_523,2,0.65005255,0.006020765
1_1_18_524,2,0.66615224,0.006314924
1_1_18_525,2,0.6657896,0.007060191
1_1_18_526,2,0.66221476,0.00793951
1_1_18_527,2,0.65435946,0.006709915
1_1_18_528,2,0.65435946,0.006709915
1_1_18_529,2,0.6705077,0.016537324
1_1_18_530,2,0.66334397,0.013553348
1_1_18_531,2,0.6579158,0.011257736
1_1_18_532,2,0.6652284,0.01154156
1_1_18_533,2,0.6652284,0.01154156
1_1_18_534,2,0.66529995,0.009025289
1_1_18_535,2,0.6476092,0.007309996
1_1_18_536,2,0.6362958,0.005851826
1_1_18_537,2,0.6362958,0.005851826
1_1_18_538,2,0.66411,0.00738043
1_1_18_539,2,0.66600066,0.007639173
1_1_18_540,2,0.6701819,0.008238693
1_1_18_541,2,0.6481202,0.006713825
1_1_18_542,2,0.6481202,0.006713825
1_1_18_543,2,0.6812433,0.008279889
1_1_18_544,2,0.6681306,0.007463723
1_1_18_545,2,0.6604324,0.007238479
1_1_18_546,2,0.6629749,0.007622208
1_1_18_547,2,0.6639661,0.012431914
1_1_18_548,2,0.6678218,0.01224472
1_1_18_549,2,0.6678218,0.01224472
1_1_18_550,2,0.6705183,0.014163127
1_1_18_551,2,0.65218115,0.007640906
1_1_18_552,2,0.6786789,0.009194606
1_1_18_553,2,0.6786789,0.009194606
1_1_18_554,2,0.67637,0.009612872
1_1_18_555,2,0.6725078,0.009933941
1_1_18_556,2,0.6748761,0.009987563
1_1_18_557,2,0.67327356,0.009180721
1_1_18_558,2,0.67327356,0.009180721
1_1_18_559,2,0.6745545,0.008982142
1_1_18_560,2,0.66818637,0.008179807
1_1_18_561,2,0.67657256,0.009272241
1_1_18_562,2,0.6890034,0.012163949
1_1_18_563,2,0.68250805,0.015137993
1_1_18_564,2,0.6734134,0.012166512
1_1_18_565,2,0.67642653,0.010665375
1_1_18_566,2,0.67642653,0.010665375
1_1_18_567,2,0.6815297,0.008584122
1_1_18_568,2,0.68308336,0.009160878
1_1_18_569,2,0.6843379,0.009239411
1_1_18_570,2,0.6686734,0.008107111
1_1_18_571,2,0.6686734,0.008107111
1_1_18_572,2,0.6683523,0.008848518
1_1_18_573,2,0.6808802,0.010517897
1_1_19_0,2,0.6348349,0.018110915
1_1_19_1,2,0.644818,0.019164663
1_1_19_2,2,0.64172065,0.019339333
1_1_19_3,2,0.6312905,0.017765763
1_1_19_4,2,0.6312905,0.017765763
1_1_19_5,2,0.6313791,0.016360712
1_1_19_6,2,0.61382294,0.014120486
1_1_19_7,2,0.54356587,0.009624538
1_1_19_8,2,0.47299898,0.009065646
1_1_19_9,2,0.47299898,0.009065646
1_1_19_10,2,0.59467864,0.013740279
1_1_19_11,2,0.6186283,0.016328057
1_1_19_12,2,0.624269,0.018147204
1_1_19_13,2,0.5848301,0.016164726
1_1_19_14,2,0.5848301,0.016164726
1_1_19_15,2,0.5782858,0.015245965
1_1_19_16,2,0.5892256,0.014812936
1_1_19_17,2,0.59625685,0.014612927
1_1_19_18,2,0.60165006,0.017571374
1_1_19_19,2,0.60165006,0.017571374
1_1_19_20,2,0.5972002,0.014988221
1_1_19_21,2,0.60799676,0.01875505
1_1_19_22,2,0.5974153,0.018417258
1_1_19_23,2,0.63223547,0.021872214
1_1_19_24,2,0.63931686,0.022537961
1_1_19_25,2,0.62872225,0.020447142
1_1_19_26,2,0.62872225,0.020447142
1_1_19_27,2,0.615449,0.016692894
1_1_19_28,2,0.6217606,0.020237967
1_1_19_29,2,0.65441334,0.021729386
1_1_19_30,2,0.67045695,0.023040767
1_1_19_31,2,0.67045695,0.023040767
1_1_19_32,2,0.6406773,0.022343817
1_1_19_33,2,0.63081294,0.020771045
1_1_19_34,2,0.62990874,0.018664919
1_1_19_35,2,0.6191745,0.01857771
1_1_19_36,2,0.6191745,0.01857771
1_1_19_37,2,0.6272505,0.019208122
1_1_19_38,2,0.6476523,0.020192406
1_1_19_39,2,0.6498878,0.020215184
1_1_19_40,2,0.63294584,0.018042224
1_1_19_41,2,0.63294584,0.018042224
1_1_19_42,2,0.6387147,0.017513064
1_1_19_43,2,0.64172816,0.01830092
1_1_19_44,2,0.61092377,0.014582987
1_1_19_45,2,0.5916612,0.012995866
1_1_19_46,2,0.5916612,0.012995866
1_1_19_47,2,0.61025697,0.015584999
1_1_19_48,2,0.6186283,0.016328057
1_1_19_49,2,0.624269,0.018147204
1_1_19_50,2,0.6358929,0.018815926
1_1_19_51,2,0.6358929,0.018815926
1_1_19_52,2,0.62230295,0.018223982
1_1_19_53,2,0.62973654,0.019466859
1_1_19_54,2,0.6256207,0.017310306
1_1_19_55,2,0.6188762,0.017051481
1_1_19_56,2,0.6188762,0.017051481
1_1_19_57,2,0.63922846,0.017472089
1_1_19_58,2,0.61151516,0.019656612
1_1_19_59,2,0.63029957,0.02183749
1_1_19_60,2,0.6448647,0.023208442
1_1_19_61,2,0.6333484,0.022083062
1_1_19_62,2,0.64033186,0.020265434
1_1_19_63,2,0.64033186,0.020265434
1_1_19_64,2,0.62898403,0.019352054
