system:index,Class,NDVI,NDVI_variance
1_2_12_1991,1,0.67128843,0.008311798
1_2_12_1992,1,0.5846835,0.006500981
1_2_12_1993,1,0.63704497,0.007813227
1_2_12_1994,1,0.63704497,0.007813227
1_2_12_1995,1,0.64731276,0.005992089
1_2_12_1996,1,0.6577004,0.006438172
1_2_12_1997,1,0.65755284,0.005856295
1_2_12_1998,1,0.65755284,0.005856295
1_2_12_1999,1,0.66232824,0.006530783
1_2_12_2000,1,0.56120074,0.004410997
1_2_12_2001,1,0.63084006,0.006168665
1_2_12_2002,1,0.63084006,0.005683302
1_2_12_2003,1,0.651631,0.005890546
1_2_12_2004,1,0.6456239,0.005893783
1_2_12_2005,1,0.6499335,0.005805005
1_2_12_2006,1,0.6499335,0.005805005
1_2_12_2007,1,0.668012,0.006700476
1_2_12_2008,1,0.5722572,0.004241591
1_2_12_2009,1,0.65167475,0.005659044
1_2_12_2010,1,0.65167475,0.005659044
1_2_12_2011,1,0.6569989,0.005733602
1_2_12_2012,1,0.6566448,0.005871834
1_2_12_2013,1,0.65335727,0.0056028
1_2_12_2014,1,0.65335727,0.0056028
1_2_12_2015,1,0.66861683,0.007186573
1_2_12_2016,1,0.6441933,0.005572674
1_2_12_2017,1,0.6585019,0.004665847
1_2_12_2018,1,0.6585019,0.004665847
1_2_12_2019,1,0.6572338,0.004672354
1_2_12_2020,1,0.66470015,0.006637135
1_2_12_2021,1,0.6300822,0.005204317
1_2_12_2022,1,0.60952437,0.00455153
1_2_12_2023,1,0.60952437,0.00455153
1_2_12_2024,1,0.64418024,0.005282286
1_2_12_2025,1,0.6594285,0.005020502
1_2_12_2026,1,0.6594285,0.005020502
1_2_12_2027,1,0.65359044,0.005138426
1_2_12_2028,1,0.6515543,0.005757853
1_2_12_2029,1,0.6430896,0.005294428
1_2_12_2030,1,0.63882935,0.004963655
1_2_12_2031,1,0.63882935,0.004963655
1_2_12_2032,1,0.61405057,0.006744396
1_2_12_2033,1,0.59108275,0.005018466
1_2_12_2034,1,0.6399892,0.005514185
1_2_12_2035,1,0.6399892,0.005514185
1_2_12_2036,1,0.6564373,0.006464918
1_2_12_2037,1,0.6524612,0.005743166
1_2_12_2038,1,0.665568,0.005300257
1_2_12_2039,1,0.6480973,0.004978652
1_2_12_2040,1,0.6480973,0.004978652
1_2_12_2041,1,0.597998,0.006676744
1_2_12_2042,1,0.59325624,0.005191567
1_2_12_2043,1,0.66596967,0.007364957
1_2_12_2044,1,0.66596967,0.007364957
1_2_12_2045,1,0.66806984,0.006521066
1_2_12_2046,1,0.66692626,0.004792488
1_2_12_2047,1,0.6721363,0.004794645
1_2_12_2048,1,0.63460994,0.004683387
1_2_12_2049,1,0.63460994,0.004683387
1_2_12_2050,1,0.5615832,0.004949632
1_2_12_2051,1,0.60873,0.006030891
1_2_12_2052,1,0.66428196,0.007822398
1_2_12_2053,1,0.66428196,0.007822398
1_2_12_2054,1,0.66722775,0.007744069
1_2_12_2055,1,0.66237843,0.006453652
1_2_12_2056,1,0.6575814,0.006518803
1_2_12_2057,1,0.643946,0.006410375
1_2_12_2058,1,0.643946,0.006410375
1_2_12_2059,1,0.55715936,0.005361375
1_2_12_2060,1,0.5758126,0.005450414
1_2_12_2061,1,0.62603986,0.006699135
1_2_12_2062,1,0.62603986,0.006699135
1_2_12_2063,1,0.630831,0.007664513
1_2_12_2064,1,0.6250184,0.006886394
1_2_12_2065,1,0.6296827,0.008063973
1_2_12_2066,1,0.62796825,0.007086853
1_2_12_2067,1,0.62796825,0.007086853
1_2_12_2068,1,0.6310813,0.0079247
1_2_12_2069,1,0.54847443,0.004935327
1_2_12_2070,1,0.5558599,0.00479806
1_2_12_2071,1,0.5558599,0.00479806
1_2_12_2072,1,0.58398783,0.006319416
1_2_12_2073,1,0.5879392,0.005389394
1_2_12_2074,1,0.61775273,0.00793495
1_2_12_2075,1,0.62677574,0.00701609
1_2_12_2076,1,0.62677574,0.00701609
1_2_12_2077,1,0.65549564,0.00834405
1_2_12_2078,1,0.5485589,0.00509082
1_2_12_2079,1,0.51103526,0.003882767
1_2_12_2080,1,0.51103526,0.003882767
1_2_12_2081,1,0.54167426,0.004722422
1_2_12_2082,1,0.54543346,0.004514909
1_2_12_2083,1,0.5658653,0.006035874
1_2_12_2084,1,0.59486973,0.00706035
1_2_12_2085,1,0.59486973,0.00706035
1_2_12_2086,1,0.5803707,0.005307976
1_2_12_2087,1,0.5518988,0.00508958
1_2_12_2088,1,0.52725005,0.004621248
1_2_12_2089,1,0.52725005,0.004621248
1_2_12_2090,1,0.56947774,0.005079008
1_2_12_2091,1,0.5532279,0.004763159
1_2_12_2092,1,0.5339314,0.004598878
1_2_12_2093,1,0.51725316,0.004939429
1_2_12_2094,1,0.51725316,0.004939429
1_2_12_2095,1,0.5307809,0.004820531
1_2_12_2096,1,0.536855,0.00482345
1_2_12_2097,1,0.5731452,0.005465049
1_2_12_2098,1,0.5731452,0.005465049
1_2_12_2099,1,0.6109514,0.006191232
1_2_12_2100,1,0.5959608,0.006665717
1_2_12_2101,1,0.5515826,0.004930598
1_2_12_2102,1,0.4601073,0.002894197
1_2_12_2103,1,0.4601073,0.002894197
1_2_12_2104,1,0.55144787,0.006117123
1_2_12_2105,1,0.5590092,0.005695455
1_2_12_2106,1,0.61845386,0.006599833
1_2_12_2107,1,0.61845386,0.006599833
1_2_12_2108,1,0.6213376,0.006727259
1_2_12_2109,1,0.6321725,0.007545975
1_2_12_2110,1,0.6190633,0.007450354
1_2_12_2111,1,0.5413666,0.005678581
1_2_12_2112,1,0.5413666,0.005678581
1_2_12_2113,1,0.56348187,0.010720169
1_2_12_2114,1,0.5583288,0.010085506
1_2_12_2115,1,0.5583288,0.010085506
1_2_12_2116,1,0.596457,0.013359886
1_2_12_2117,1,0.63818055,0.01416843
1_2_12_2118,1,0.6434895,0.012265454
1_2_12_2119,1,0.58928216,0.012939511
1_2_12_2120,1,0.58928216,0.012939511
1_2_12_2121,1,0.5694338,0.011774053
1_2_12_2122,1,0.55198973,0.011156806
1_2_12_2123,1,0.537131,0.009836481
1_2_12_2124,1,0.58448666,0.010815628
1_2_12_2125,1,0.58448666,0.010815628
1_2_12_2126,1,0.57775515,0.010021675
1_2_12_2127,1,0.5578902,0.009886942
1_2_12_2128,1,0.5448721,0.00998849
1_2_12_2129,1,0.5448721,0.00998849
1_2_12_2130,1,0.54035246,0.011314153
1_2_12_2131,1,0.537709,0.011342047
1_2_12_2132,1,0.53082865,0.010651075
1_2_12_2133,1,0.5446099,0.010277535
1_2_12_2134,1,0.5446099,0.011343282
1_2_12_2135,1,0.57972467,0.013126195
1_2_12_2136,1,0.62823945,0.015482992
1_2_12_2137,1,0.6666822,0.022730563
1_2_12_2138,1,0.6641625,0.022886854
1_2_12_2139,1,0.6641625,0.022886854
1_2_12_2140,1,0.6553353,0.022380521
1_2_12_2141,1,0.6448717,0.02009928
1_2_12_2142,1,0.61286896,0.017025427
1_2_12_2143,1,0.5622194,0.012495865
1_2_12_2144,1,0.5622194,0.012495865
1_2_12_2145,1,0.6066521,0.015668008
1_2_12_2146,1,0.57903165,0.016102086
1_2_12_2147,1,0.567215,0.010615016
1_2_12_2148,1,0.567215,0.010615016
1_2_12_2149,1,0.6470308,0.013816462
1_2_12_2150,1,0.66972315,0.016305441
1_2_12_2151,1,0.6466486,0.015152883
1_2_12_2152,1,0.6350473,0.01549635
1_2_12_2153,1,0.6350473,0.01549635
1_2_12_2154,1,0.6463012,0.014059315
1_2_12_2155,1,0.65515757,0.015113466
1_2_12_2156,1,0.6247924,0.014231758
1_2_12_2157,1,0.6436799,0.013832343
1_2_12_2158,1,0.6436799,0.013832343
1_2_12_2159,1,0.6614388,0.015442532
1_2_12_2160,1,0.6741009,0.015863453
1_2_12_2161,1,0.6639784,0.016991906
1_2_12_2162,1,0.6639784,0.016991906
1_2_12_2163,1,0.6524704,0.020282525
1_2_12_2164,1,0.6571089,0.01983232
1_2_12_2165,1,0.6051037,0.0150287
1_2_12_2166,1,0.5895618,0.009565974
1_2_12_2167,1,0.5867804,0.011035892
1_2_12_2168,1,0.57459813,0.010122033
1_2_12_2169,1,0.57459813,0.010122033
1_2_12_2170,1,0.5997782,0.011597476
1_2_12_2171,1,0.6365053,0.011627617
1_2_12_2172,1,0.62025684,0.010723408
1_2_12_2173,1,0.52930224,0.009327718
1_2_12_2174,1,0.52930224,0.009327718
1_2_12_2175,1,0.56211513,0.010924976
1_2_12_2176,1,0.5658511,0.01147825
1_2_12_2177,1,0.56058496,0.010689066
1_2_12_2178,1,0.5418863,0.009735948
1_2_12_2179,1,0.5418863,0.009735948
1_2_12_2180,1,0.55015165,0.010045164
1_2_12_2181,1,0.54397,0.008238997
1_2_12_2182,1,0.538155,0.009278202
1_2_12_2183,1,0.538155,0.009278202
1_2_12_2184,1,0.524078,0.008640942
1_2_12_2185,1,0.5184784,0.008227948
1_2_12_2186,1,0.5342143,0.009523043
1_2_12_2187,1,0.551871,0.011681532
1_2_12_2188,1,0.551871,0.011681532
1_2_12_2189,1,0.60982394,0.016355213
1_2_12_2190,1,0.6278832,0.016928037
1_2_12_2191,1,0.67453325,0.018683944
1_2_12_2192,1,0.677816,0.019558621
1_2_12_2193,1,0.677816,0.019558621
1_2_12_2194,1,0.67888016,0.021416775
1_2_12_2195,1,0.65100545,0.019250757
1_2_12_2196,1,0.64345104,0.017851491
1_2_12_2197,1,0.63001186,0.012876114
1_2_12_2198,1,0.63001186,0.012876114
1_2_12_2199,1,0.6698371,0.013741212
1_2_12_2200,1,0.6163477,0.011750866
1_2_12_2201,1,0.5931544,0.006386045
1_2_12_2202,1,0.5931544,0.006386045
1_2_12_2203,1,0.6181479,0.006429541
1_2_12_2204,1,0.64064234,0.011995452
1_2_12_2205,1,0.6191151,0.010506387
1_2_12_2206,1,0.64048225,0.011846112
1_2_12_2207,1,0.64048225,0.011101248
1_2_12_2208,1,0.6411657,0.010502262
1_2_12_2209,1,0.6309575,0.014579089
1_2_12_2210,1,0.61876297,0.013688799
1_2_12_2211,1,0.64572275,0.014802684
1_2_12_2212,1,0.64572275,0.014802684
1_2_12_2213,1,0.6327965,0.014699409
1_2_12_2214,1,0.6359292,0.015919538
1_2_12_2215,1,0.6286627,0.016940798
1_2_12_2216,1,0.6286627,0.016940798
1_2_12_2217,1,0.6165982,0.018915684
1_2_12_2218,1,0.6091507,0.016237375
1_2_12_2219,1,0.5705082,0.012265068
1_2_12_2220,1,0.6071679,0.010974765
1_2_12_2221,1,0.56600344,0.009528911
1_2_12_2222,1,0.5549233,0.008867899
1_2_12_2223,1,0.5549233,0.00439256
1_2_12_2224,1,0.54434824,0.006193529
1_2_12_2225,1,0.58212394,0.005963853
1_2_12_2226,1,0.57698697,0.00478791
1_2_12_2227,1,0.54185367,0.004068486
1_2_12_2228,1,0.54185367,0.004068486
1_2_12_2229,1,0.5450601,0.003933681
1_2_12_2230,1,0.5558457,0.010945353
1_2_12_2231,1,0.55712104,0.010472539
1_2_12_2232,1,0.5300962,0.009396938
1_2_12_2233,1,0.5300962,0.009396938
1_2_12_2234,1,0.5211409,0.009318441
1_2_12_2235,1,0.5400517,0.00900192
1_2_12_2236,1,0.53127813,0.008891968
1_2_12_2237,1,0.53127813,0.008891968
1_2_12_2238,1,0.5150292,0.0083547
1_2_12_2239,1,0.5178794,0.00807076
1_2_12_2240,1,0.52788496,0.009038094
1_2_12_2241,1,0.54395324,0.011913024
1_2_12_2242,1,0.54395324,0.011913024
1_2_12_2243,1,0.6069699,0.016389401
1_2_12_2244,1,0.6688659,0.018890894
1_2_12_2245,1,0.6906723,0.020084736
1_2_12_2246,1,0.6765599,0.019818038
1_2_12_2247,1,0.6765599,0.020269448
1_2_12_2248,1,0.67037606,0.019321014
1_2_12_2249,1,0.65373886,0.013664801
1_2_12_2250,1,0.6697733,0.015469453
1_2_12_2251,1,0.6853587,0.014065088
1_2_12_2252,1,0.6853587,0.013957755
1_2_12_2253,1,0.6796718,0.015545572
1_2_12_2254,1,0.64337736,0.013473325
1_2_12_2255,1,0.60841244,0.007861716
1_2_12_2256,1,0.60841244,0.007861716
1_2_12_2257,1,0.6219577,0.008265255
1_2_12_2258,1,0.6340812,0.012505462
1_2_12_2259,1,0.62822896,0.011937808
1_2_12_2260,1,0.6393622,0.011539365
1_2_12_2261,1,0.6393622,0.010756885
1_2_12_2262,1,0.6372955,0.010793904
1_2_12_2263,1,0.6233602,0.013406586
1_2_12_2264,1,0.6270602,0.013711624
1_2_12_2265,1,0.62515986,0.013576311
1_2_12_2266,1,0.62515986,0.013576311
1_2_12_2267,1,0.59326714,0.013667835
1_2_12_2268,1,0.6172792,0.015191376
1_2_12_2269,1,0.61692315,0.015756743
1_2_12_2270,1,0.61692315,0.015756743
1_2_12_2271,1,0.60726655,0.015203499
1_2_12_2272,1,0.5943128,0.014299024
1_2_12_2273,1,0.6128449,0.013853184
1_2_12_2274,1,0.6171843,0.011711709
1_2_12_2275,1,0.5290137,0.008237076
1_2_12_2276,1,0.55390507,0.009667186
1_2_12_2277,1,0.55390507,0.005152362
1_2_12_2278,1,0.5729094,0.008511478
1_2_12_2279,1,0.5859897,0.00842184
1_2_12_2280,1,0.57887375,0.006547959
1_2_12_2281,1,0.5453667,0.005104281
1_2_12_2282,1,0.5453667,0.005104281
1_2_12_2283,1,0.51856285,0.005063806
1_2_12_2284,1,0.52745736,0.010088508
1_2_12_2285,1,0.51936483,0.0090201
1_2_12_2286,1,0.5266174,0.009110089
1_2_12_2287,1,0.5266174,0.009110089
1_2_12_2288,1,0.5197651,0.00953677
1_2_12_2289,1,0.54941493,0.010026431
1_2_12_2290,1,0.5278588,0.008978935
1_2_12_2291,1,0.5278588,0.008978935
1_2_12_2292,1,0.51541317,0.009078444
1_2_12_2293,1,0.5230883,0.008128398
1_2_12_2294,1,0.5256024,0.009120353
1_2_12_2295,1,0.54188377,0.011178814
1_2_12_2296,1,0.54188377,0.011178814
1_2_12_2297,1,0.60531807,0.015871758
1_2_12_2298,1,0.65796906,0.02006566
1_2_12_2299,1,0.6738236,0.020900448
1_2_12_2300,1,0.6657094,0.020986138
1_2_12_2301,1,0.6657094,0.020986138
1_2_12_2302,1,0.6467151,0.018648786
1_2_12_2303,1,0.6554932,0.01407068
1_2_12_2304,1,0.66217834,0.014420926
1_2_12_2305,1,0.68195087,0.013299424
1_2_12_2306,1,0.68195087,0.013384542
1_2_12_2307,1,0.665868,0.015433246
1_2_12_2308,1,0.62296295,0.012591622
1_2_12_2309,1,0.6214446,0.008561802
1_2_12_2310,1,0.6214446,0.008561802
1_2_12_2311,1,0.6139468,0.007925419
1_2_12_2312,1,0.6266382,0.013016488
1_2_12_2313,1,0.62930495,0.013286678
1_2_12_2314,1,0.6242747,0.011810754
1_2_12_2315,1,0.6242747,0.011792655
1_2_12_2316,1,0.65073967,0.011405746
1_2_12_2317,1,0.6483991,0.015239121
1_2_12_2318,1,0.64536685,0.015053748
1_2_12_2319,1,0.62758803,0.014545047
1_2_12_2320,1,0.62758803,0.014545047
1_2_12_2321,1,0.5826411,0.013729305
1_2_12_2322,1,0.57841045,0.012891947
1_2_12_2323,1,0.5600219,0.01183751
1_2_12_2324,1,0.5600219,0.01183751
1_2_12_2325,1,0.58447665,0.012143915
1_2_12_2326,1,0.6433794,0.016100853
1_2_12_2327,1,0.6486634,0.01687153
1_2_12_2328,1,0.639381,0.013727683
1_2_12_2329,1,0.47845754,0.006348811
1_2_12_2330,1,0.439375,0.004761291
1_2_12_2331,1,0.439375,0.002419464
1_2_12_2332,1,0.5360343,0.005854254
1_2_12_2333,1,0.6135044,0.010975908
1_2_12_2334,1,0.5812493,0.009201421
1_2_12_2335,1,0.51580703,0.006195941
1_2_12_2336,1,0.51580703,0.006195941
1_2_12_2337,1,0.5105021,0.006799221
1_2_12_2338,1,0.53501576,0.01240423
1_2_12_2339,1,0.5731794,0.011601027
1_2_12_2340,1,0.54275787,0.010554083
1_2_12_2341,1,0.54275787,0.010554083
1_2_12_2342,1,0.5378455,0.011360859
1_2_12_2343,1,0.54103017,0.009648678
1_2_12_2344,1,0.51514506,0.008270656
1_2_12_2345,1,0.51514506,0.008270656
1_2_12_2346,1,0.5166134,0.008296429
1_2_12_2347,1,0.5277486,0.008936463
1_2_12_2348,1,0.5250638,0.009136982
1_2_12_2349,1,0.5340105,0.010501974
1_2_12_2350,1,0.5340105,0.010501974
1_2_12_2351,1,0.59102976,0.014217847
1_2_12_2352,1,0.63066566,0.01895141
1_2_12_2353,1,0.6165616,0.017211423
1_2_12_2354,1,0.63007116,0.016397861
1_2_12_2355,1,0.63007116,0.016397861
1_2_12_2356,1,0.6305846,0.014342704
1_2_12_2357,1,0.6456697,0.015621149
1_2_12_2358,1,0.65299654,0.015119824
1_2_12_2359,1,0.6702254,0.012751913
1_2_12_2360,1,0.6702254,0.012641956
1_2_12_2361,1,0.62042063,0.013602423
1_2_12_2362,1,0.6116052,0.011635069
1_2_12_2363,1,0.6284359,0.008711126
1_2_12_2364,1,0.6284359,0.008711126
1_2_12_2365,1,0.6051917,0.006641122
1_2_12_2366,1,0.6109782,0.011823343
1_2_12_2367,1,0.6035365,0.011599691
1_2_12_2368,1,0.6169425,0.010684815
1_2_12_2369,1,0.6169425,0.011015702
1_2_12_2370,1,0.6500181,0.011830281
1_2_12_2371,1,0.6474284,0.015641885
1_2_12_2372,1,0.62084574,0.014966963
1_2_12_2373,1,0.56499374,0.011796436
1_2_12_2374,1,0.56499374,0.011796436
1_2_12_2375,1,0.5758548,0.013342646
1_2_12_2376,1,0.55388165,0.013064342
1_2_12_2377,1,0.5612119,0.013206547
1_2_12_2378,1,0.60743415,0.014476733
1_2_12_2379,1,0.60743415,0.014476733
1_2_12_2380,1,0.62806505,0.013019082
1_2_12_2381,1,0.642595,0.012720495
1_2_12_2382,1,0.63721055,0.012499825
1_2_12_2383,1,0.48585317,0.006591244
1_2_12_2384,1,0.424125,0.004043735
1_2_12_2385,1,0.424125,0.002131453
1_2_12_2386,1,0.5188424,0.006088048
1_2_12_2387,1,0.60291517,0.011544667
1_2_12_2388,1,0.5472904,0.009214543
1_2_12_2389,1,0.5039481,0.007097257
1_2_12_2390,1,0.5039481,0.007097257
1_2_12_2391,1,0.565193,0.009286171
1_2_12_2392,1,0.6097561,0.016617292
1_2_12_2393,1,0.63452965,0.016161118
1_2_12_2394,1,0.57046366,0.012691758
1_2_12_2395,1,0.57046366,0.012691758
1_2_12_2396,1,0.5610068,0.011271254
1_2_12_2397,1,0.53313774,0.009077888
1_2_12_2398,1,0.5206139,0.008523073
1_2_12_2399,1,0.52735806,0.008426564
1_2_12_2400,1,0.52735806,0.008426564
1_2_12_2401,1,0.5286495,0.00947613
1_2_12_2402,1,0.5205363,0.009368753
1_2_12_2403,1,0.5112764,0.009225216
1_2_12_2404,1,0.5112764,0.009225216
1_2_12_2405,1,0.5804989,0.013302779
1_2_12_2406,1,0.607289,0.016107196
1_2_12_2407,1,0.6074627,0.015322571
1_2_12_2408,1,0.6151268,0.01456365
1_2_12_2409,1,0.6151268,0.01456365
1_2_12_2410,1,0.6169142,0.014669374
1_2_12_2411,1,0.6509748,0.016419419
1_2_12_2412,1,0.6216884,0.014065921
1_2_12_2413,1,0.6413232,0.012373861
1_2_12_2414,1,0.6413232,0.012128987
1_2_12_2415,1,0.5921736,0.01180271
1_2_12_2416,1,0.5946074,0.010686911
1_2_12_2417,1,0.6257587,0.008134165
1_2_12_2418,1,0.6257587,0.008134165
1_2_12_2419,1,0.6093867,0.007479471
1_2_12_2420,1,0.6056638,0.013125746
1_2_12_2421,1,0.59313136,0.01122811
1_2_12_2422,1,0.594124,0.010321813
1_2_12_2423,1,0.594124,0.010710263
1_2_12_2424,1,0.63083947,0.011927088
1_2_12_2425,1,0.594227,0.012498616
1_2_12_2426,1,0.50260997,0.008280663
1_2_12_2427,1,0.4652749,0.006375412
1_2_12_2428,1,0.4652749,0.006375412
1_2_12_2429,1,0.5036649,0.008197578
1_2_12_2430,1,0.5810804,0.01486613
1_2_12_2431,1,0.58231723,0.0134834
1_2_12_2432,1,0.5855839,0.012060165
1_2_12_2433,1,0.5855839,0.012060165
1_2_12_2434,1,0.6165247,0.012057915
1_2_12_2435,1,0.620168,0.010698296
1_2_12_2436,1,0.5849888,0.008974645
1_2_12_2437,1,0.49799672,0.004076644
1_2_12_2438,1,0.47276196,0.004905704
1_2_12_2439,1,0.47276196,0.004905704
1_2_12_2440,1,0.5463983,0.007140721
1_2_12_2441,1,0.5763969,0.01000497
1_2_12_2442,1,0.5372681,0.009610871
1_2_12_2443,1,0.5215777,0.009104366
1_2_12_2444,1,0.5215777,0.009104366
1_2_12_2445,1,0.6161037,0.011930536
1_2_12_2446,1,0.68441516,0.0204993
1_2_12_2447,1,0.66270554,0.017674661
1_2_12_2448,1,0.6076361,0.01337305
1_2_12_2449,1,0.6076361,0.01337305
1_2_12_2450,1,0.56304723,0.010759321
1_2_12_2451,1,0.5407375,0.0092796
1_2_12_2452,1,0.53345805,0.008745447
1_2_12_2453,1,0.5315904,0.008999189
1_2_12_2454,1,0.5315904,0.008999189
1_2_12_2455,1,0.52613735,0.010003998
1_2_12_2456,1,0.51765406,0.009811012
1_2_12_2457,1,0.52793485,0.010409572
1_2_12_2458,1,0.52793485,0.010409572
1_2_12_2459,1,0.5944465,0.013957211
1_2_12_2460,1,0.6033308,0.015298226
1_2_12_2461,1,0.551966,0.009386384
1_2_12_2462,1,0.6099329,0.012764049
1_2_12_2463,1,0.6099329,0.012764049
1_2_12_2464,1,0.6226921,0.017398677
1_2_12_2465,1,0.670208,0.020046505
1_2_12_2466,1,0.6485737,0.017959368
1_2_12_2467,1,0.62226266,0.01170237
1_2_12_2468,1,0.62226266,0.01103454
1_2_12_2469,1,0.5947161,0.012054768
1_2_12_2470,1,0.5811276,0.010669328
1_2_12_2471,1,0.59687465,0.00735053
1_2_12_2472,1,0.59687465,0.00735053
1_2_12_2473,1,0.6162894,0.008030788
1_2_12_2474,1,0.6032203,0.013890974
1_2_12_2475,1,0.6026476,0.012147346
1_2_12_2476,1,0.60131794,0.011332008
1_2_12_2477,1,0.60131794,0.011123281
1_2_12_2478,1,0.6202431,0.011256553
1_2_12_2479,1,0.4764972,0.005554801
1_2_12_2480,1,0.47784916,0.005494438
1_2_12_2481,1,0.5296373,0.00759833
1_2_12_2482,1,0.5296373,0.009322853
1_2_12_2483,1,0.53335774,0.009572005
1_2_12_2484,1,0.5948856,0.012187338
1_2_12_2485,1,0.58680886,0.009379537
1_2_12_2486,1,0.5986854,0.009352175
1_2_12_2487,1,0.5986854,0.009352175
1_2_12_2488,1,0.62676895,0.010832294
1_2_12_2489,1,0.60797983,0.008887361
1_2_12_2490,1,0.5955349,0.007321096
1_2_12_2491,1,0.5955349,0.007321096
1_2_12_2492,1,0.5112087,0.004414452
1_2_12_2493,1,0.5026557,0.006167128
1_2_12_2494,1,0.5026557,0.006167128
1_2_12_2495,1,0.53064245,0.007424967
1_2_12_2496,1,0.5902423,0.010850427
1_2_12_2497,1,0.5849655,0.01163783
1_2_12_2498,1,0.56246054,0.011402896
1_2_12_2499,1,0.56246054,0.011402896
1_2_12_2500,1,0.6295267,0.01148035
1_2_12_2501,1,0.6752371,0.016377554
1_2_12_2502,1,0.65786904,0.013693152
1_2_12_2503,1,0.60880136,0.010095224
1_2_12_2504,1,0.60880136,0.010095224
1_2_12_2505,1,0.54381675,0.009434345
1_2_12_2506,1,0.54191434,0.008945145
1_2_12_2507,1,0.5387301,0.009159117
1_2_12_2508,1,0.5246835,0.008813992
1_2_12_2509,1,0.5246835,0.008813992
1_2_12_2510,1,0.5289005,0.01016781
1_2_12_2511,1,0.5283128,0.011376021
1_2_12_2512,1,0.5701961,0.013425319
1_2_12_2513,1,0.5701961,0.01346687
1_2_12_2514,1,0.63717866,0.016651191
1_2_12_2515,1,0.5974922,0.013483058
1_2_12_2516,1,0.42522457,0.005019743
1_2_12_2517,1,0.575467,0.009408847
1_2_12_2518,1,0.575467,0.009408847
1_2_12_2519,1,0.63920593,0.019829015
1_2_12_2520,1,0.6563766,0.021044615
1_2_12_2521,1,0.65968,0.020959518
1_2_12_2522,1,0.6339359,0.012219113
1_2_12_2523,1,0.6339359,0.011672378
1_2_12_2524,1,0.59775555,0.010989371
1_2_12_2525,1,0.5995943,0.013334801
1_2_12_2526,1,0.5930129,0.009082611
1_2_12_2527,1,0.5930129,0.009082611
1_2_12_2528,1,0.6041656,0.009791576
1_2_12_2529,1,0.585643,0.013602793
1_2_12_2530,1,0.5985728,0.010434789
1_2_12_2531,1,0.61421686,0.011803977
1_2_12_2532,1,0.61421686,0.011311201
1_2_12_2533,1,0.60937977,0.010564065
1_2_12_2534,1,0.49631602,0.007444699
1_2_12_2535,1,0.55427843,0.006382644
1_2_12_2536,1,0.6237583,0.012266825
1_2_12_2537,1,0.6237583,0.014874466
1_2_12_2538,1,0.5968944,0.013444131
1_2_12_2539,1,0.5758103,0.010831476
1_2_12_2540,1,0.5875359,0.009187016
1_2_12_2541,1,0.60363656,0.009703604
1_2_12_2542,1,0.60363656,0.009703604
1_2_12_2543,1,0.62670857,0.01111071
1_2_12_2544,1,0.6257552,0.009425055
1_2_12_2545,1,0.6062165,0.008857891
1_2_12_2546,1,0.6062165,0.008857891
1_2_12_2547,1,0.51923186,0.006037973
1_2_12_2548,1,0.52531147,0.007049635
1_2_12_2549,1,0.52531147,0.007049635
1_2_12_2550,1,0.56587166,0.008734558
1_2_12_2551,1,0.6437795,0.015274653
1_2_12_2552,1,0.64747274,0.015168692
1_2_12_2553,1,0.6010763,0.011525643
1_2_12_2554,1,0.6010763,0.011525643
1_2_12_2555,1,0.6094901,0.010774183
1_2_12_2556,1,0.6287115,0.014395755
1_2_12_2557,1,0.6378685,0.012418996
1_2_12_2558,1,0.5939052,0.009612652
1_2_12_2559,1,0.5939052,0.009612652
1_2_12_2560,1,0.5435843,0.00977372
1_2_12_2561,1,0.5460356,0.009451109
1_2_12_2562,1,0.5285996,0.008959066
1_2_12_2563,1,0.5321343,0.009920156
1_2_12_2564,1,0.5321343,0.009920156
1_2_12_2565,1,0.5431049,0.011116555
1_2_12_2566,1,0.58871865,0.013984174
1_2_12_2567,1,0.62609124,0.015441462
1_2_12_2568,1,0.62609124,0.014883124
1_2_12_2569,1,0.6561504,0.016667741
1_2_12_2570,1,0.62279546,0.015674444
1_2_12_2571,1,0.55550903,0.010616173
1_2_12_2572,1,0.6129748,0.014559029
1_2_12_2573,1,0.6129748,0.014559029
1_2_12_2574,1,0.6262923,0.015937971
1_2_12_2575,1,0.6172008,0.015927758
1_2_12_2576,1,0.6409927,0.017883843
1_2_12_2577,1,0.6489896,0.013967695
1_2_12_2578,1,0.6489896,0.013325855
1_2_12_2579,1,0.62734693,0.012481429
1_2_12_2580,1,0.61616063,0.014494525
1_2_12_2581,1,0.59485364,0.011365235
1_2_12_2582,1,0.59485364,0.011365235
1_2_12_2583,1,0.5935911,0.010290833
1_2_12_2584,1,0.60068035,0.014734536
1_2_12_2585,1,0.5839578,0.011361149
1_2_12_2586,1,0.5964167,0.010829654
1_2_12_2587,1,0.5964167,0.010201961
1_2_12_2588,1,0.60778046,0.011211259
1_2_12_2589,1,0.5826586,0.010321935
1_2_12_2590,1,0.5580191,0.007784482
1_2_12_2591,1,0.60547197,0.010623776
1_2_12_2592,1,0.60547197,0.013060999
1_2_12_2593,1,0.6117605,0.014740796
1_2_12_2594,1,0.6071261,0.014281253
1_2_12_2595,1,0.5836174,0.010392345
1_2_12_2596,1,0.5852181,0.009470374
1_2_12_2597,1,0.5852181,0.009470374
1_2_12_2598,1,0.60824865,0.010255818
1_2_12_2599,1,0.60752076,0.009893615
